"AIC";"Stability";"Predictor";"ID"
"2792";675.7253106876;"Absolute distance";"Cover + Spatial 
 structure";311
"2793";746.1246630539;"Absolute distance";"Spatial 
 structure";311
"2794";682.770108540298;"Relative distance";"Cover";311
"2795";619.269794431108;"Relative distance";"Cover + Spatial 
 structure";311
"2796";762.091162826227;"Relative distance";"Spatial 
 structure";311
"2797";794.330225013334;"Size tipping";"Cover";311
"2798";764.217290682654;"Size tipping";"Cover + Spatial 
 structure";311
"2799";787.481888210632;"Size tipping";"Spatial 
 structure";311
"2800";769.146004409387;"Absolute distance";"Cover";312
"2801";666.761425932611;"Absolute distance";"Cover + Spatial 
 structure";312
"2802";753.202208975546;"Absolute distance";"Spatial 
 structure";312
"2803";662.590042197794;"Relative distance";"Cover";312
"2804";573.890319079929;"Relative distance";"Cover + Spatial 
 structure";312
"2805";707.018083964068;"Relative distance";"Spatial 
 structure";312
"2806";748.052899345396;"Size tipping";"Cover";312
"2807";712.555226233904;"Size tipping";"Cover + Spatial 
 structure";312
"2808";737.516395700548;"Size tipping";"Spatial 
 structure";312
"2809";705.550229476328;"Absolute distance";"Cover";313
"2810";647.323982206413;"Absolute distance";"Cover + Spatial 
 structure";313
"2811";734.728939556337;"Absolute distance";"Spatial 
 structure";313
"2812";659.908335210762;"Relative distance";"Cover";313
"2813";571.688201630876;"Relative distance";"Cover + Spatial 
 structure";313
"2814";738.497565586609;"Relative distance";"Spatial 
 structure";313
"2815";773.643362118313;"Size tipping";"Cover";313
"2816";743.615179464021;"Size tipping";"Cover + Spatial 
 structure";313
"2817";751.218718386514;"Size tipping";"Spatial 
 structure";313
"2818";750.976274617965;"Absolute distance";"Cover";314
"2819";698.846038605782;"Absolute distance";"Cover + Spatial 
 structure";314
"2820";789.265687999466;"Absolute distance";"Spatial 
 structure";314
"2821";687.368928405091;"Relative distance";"Cover";314
"2822";635.901545720711;"Relative distance";"Cover + Spatial 
 structure";314
"2823";778.267844783564;"Relative distance";"Spatial 
 structure";314
"2824";785.6404453998;"Size tipping";"Cover";314
"2825";756.86859659165;"Size tipping";"Cover + Spatial 
 structure";314
"2826";774.603585979108;"Size tipping";"Spatial 
 structure";314
"2827";732.460574886052;"Absolute distance";"Cover";315
"2828";667.828219896338;"Absolute distance";"Cover + Spatial 
 structure";315
"2829";732.017605837384;"Absolute distance";"Spatial 
 structure";315
"2830";695.635772304105;"Relative distance";"Cover";315
"2831";621.099536730437;"Relative distance";"Cover + Spatial 
 structure";315
"2832";762.560432420238;"Relative distance";"Spatial 
 structure";315
"2833";769.412889716055;"Size tipping";"Cover";315
"2834";734.141265364786;"Size tipping";"Cover + Spatial 
 structure";315
"2835";754.770993743501;"Size tipping";"Spatial 
 structure";315
"2836";727.289875257401;"Absolute distance";"Cover";316
"2837";632.552103334344;"Absolute distance";"Cover + Spatial 
 structure";316
"2838";745.316834836852;"Absolute distance";"Spatial 
 structure";316
"2839";730.98474816693;"Relative distance";"Cover";316
"2840";675.522498437865;"Relative distance";"Cover + Spatial 
 structure";316
"2841";789.599223536386;"Relative distance";"Spatial 
 structure";316
"2842";769.121038900486;"Size tipping";"Cover";316
"2843";744.555346448206;"Size tipping";"Cover + Spatial 
 structure";316
"2844";770.019554301007;"Size tipping";"Spatial 
 structure";316
"2845";757.108366988122;"Absolute distance";"Cover";317
"2846";633.342702736387;"Absolute distance";"Cover + Spatial 
 structure";317
"2847";732.070712542752;"Absolute distance";"Spatial 
 structure";317
"2848";677.371526495859;"Relative distance";"Cover";317
"2849";614.658427379452;"Relative distance";"Cover + Spatial 
 structure";317
"2850";750.925552114846;"Relative distance";"Spatial 
 structure";317
"2851";754.730804257426;"Size tipping";"Cover";317
"2852";722.004688843426;"Size tipping";"Cover + Spatial 
 structure";317
"2853";754.693788703236;"Size tipping";"Spatial 
 structure";317
"2854";764.137953156851;"Absolute distance";"Cover";318
"2855";665.2008874133;"Absolute distance";"Cover + Spatial 
 structure";318
"2856";761.218451758812;"Absolute distance";"Spatial 
 structure";318
"2857";670.957192260865;"Relative distance";"Cover";318
"2858";604.202414673067;"Relative distance";"Cover + Spatial 
 structure";318
"2859";725.788155931874;"Relative distance";"Spatial 
 structure";318
"2860";781.390519357237;"Size tipping";"Cover";318
"2861";728.397396840474;"Size tipping";"Cover + Spatial 
 structure";318
"2862";762.276190681124;"Size tipping";"Spatial 
 structure";318
"2863";749.252168484022;"Absolute distance";"Cover";319
"2864";678.084983529262;"Absolute distance";"Cover + Spatial 
 structure";319
"2865";785.324055878057;"Absolute distance";"Spatial 
 structure";319
"2866";692.933858623718;"Relative distance";"Cover";319
"2867";618.999202074518;"Relative distance";"Cover + Spatial 
 structure";319
"2868";760.327162989949;"Relative distance";"Spatial 
 structure";319
"2869";773.420706155115;"Size tipping";"Cover";319
"2870";733.534457321636;"Size tipping";"Cover + Spatial 
 structure";319
"2871";755.680230910315;"Size tipping";"Spatial 
 structure";319
"2872";743.228297616864;"Absolute distance";"Cover";320
"2873";647.87942795429;"Absolute distance";"Cover + Spatial 
 structure";320
"2874";746.583321103367;"Absolute distance";"Spatial 
 structure";320
"2875";708.000384674977;"Relative distance";"Cover";320
"2876";650.518941835579;"Relative distance";"Cover + Spatial 
 structure";320
"2877";769.176654966926;"Relative distance";"Spatial 
 structure";320
"2878";791.122283613326;"Size tipping";"Cover";320
"2879";756.416882056368;"Size tipping";"Cover + Spatial 
 structure";320
"2880";776.535231050086;"Size tipping";"Spatial 
 structure";320
"2881";768.910367349142;"Absolute distance";"Cover";321
"2882";671.779163720287;"Absolute distance";"Cover + Spatial 
 structure";321
"2883";742.192320996507;"Absolute distance";"Spatial 
 structure";321
"2884";651.536736275857;"Relative distance";"Cover";321
"2885";580.826613707834;"Relative distance";"Cover + Spatial 
 structure";321
"2886";724.99450832746;"Relative distance";"Spatial 
 structure";321
"2887";784.056293700368;"Size tipping";"Cover";321
"2888";753.740756519038;"Size tipping";"Cover + Spatial 
 structure";321
"2889";783.748411644508;"Size tipping";"Spatial 
 structure";321
"2890";724.294689299262;"Absolute distance";"Cover";322
"2891";664.524548966983;"Absolute distance";"Cover + Spatial 
 structure";322
"2892";737.162774403379;"Absolute distance";"Spatial 
 structure";322
"2893";690.116953483665;"Relative distance";"Cover";322
"2894";647.970904453481;"Relative distance";"Cover + Spatial 
 structure";322
"2895";742.271257087734;"Relative distance";"Spatial 
 structure";322
"2896";802.808110978447;"Size tipping";"Cover";322
"2897";775.509474239286;"Size tipping";"Cover + Spatial 
 structure";322
"2898";794.82661888628;"Size tipping";"Spatial 
 structure";322
"2899";753.735183755783;"Absolute distance";"Cover";323
"2900";650.806037290128;"Absolute distance";"Cover + Spatial 
 structure";323
"2901";757.713021156427;"Absolute distance";"Spatial 
 structure";323
"2902";736.26358516732;"Relative distance";"Cover";323
"2903";657.241638274634;"Relative distance";"Cover + Spatial 
 structure";323
"2904";789.699421943099;"Relative distance";"Spatial 
 structure";323
"2905";803.949617945007;"Size tipping";"Cover";323
"2906";773.558669807767;"Size tipping";"Cover + Spatial 
 structure";323
"2907";787.292792429401;"Size tipping";"Spatial 
 structure";323
"2908";734.407948091858;"Absolute distance";"Cover";324
"2909";660.34376344075;"Absolute distance";"Cover + Spatial 
 structure";324
"2910";772.735135356821;"Absolute distance";"Spatial 
 structure";324
"2911";696.275815855191;"Relative distance";"Cover";324
"2912";644.199975052091;"Relative distance";"Cover + Spatial 
 structure";324
"2913";757.457541756588;"Relative distance";"Spatial 
 structure";324
"2914";795.828352596893;"Size tipping";"Cover";324
"2915";740.751055793283;"Size tipping";"Cover + Spatial 
 structure";324
"2916";758.885138536518;"Size tipping";"Spatial 
 structure";324
"2917";762.837372224174;"Absolute distance";"Cover";325
"2918";682.695102604255;"Absolute distance";"Cover + Spatial 
 structure";325
"2919";773.514078997061;"Absolute distance";"Spatial 
 structure";325
"2920";710.733398731057;"Relative distance";"Cover";325
"2921";646.32541685846;"Relative distance";"Cover + Spatial 
 structure";325
"2922";762.0524445059;"Relative distance";"Spatial 
 structure";325
"2923";769.042052410672;"Size tipping";"Cover";325
"2924";735.682486028142;"Size tipping";"Cover + Spatial 
 structure";325
"2925";776.542286340756;"Size tipping";"Spatial 
 structure";325
"2926";757.307797511443;"Absolute distance";"Cover";326
"2927";671.36934538435;"Absolute distance";"Cover + Spatial 
 structure";326
"2928";740.504560663939;"Absolute distance";"Spatial 
 structure";326
"2929";735.256092670205;"Relative distance";"Cover";326
"2930";682.063234781543;"Relative distance";"Cover + Spatial 
 structure";326
"2931";776.080419022855;"Relative distance";"Spatial 
 structure";326
"2932";786.22191539679;"Size tipping";"Cover";326
"2933";745.608659710299;"Size tipping";"Cover + Spatial 
 structure";326
"2934";770.847822515041;"Size tipping";"Spatial 
 structure";326
"2935";744.303941303854;"Absolute distance";"Cover";327
"2936";649.116563231489;"Absolute distance";"Cover + Spatial 
 structure";327
"2937";751.246000735025;"Absolute distance";"Spatial 
 structure";327
"2938";724.748981606141;"Relative distance";"Cover";327
"2939";664.651030290968;"Relative distance";"Cover + Spatial 
 structure";327
"2940";773.405660407589;"Relative distance";"Spatial 
 structure";327
"2941";790.463851017836;"Size tipping";"Cover";327
"2942";754.762260069155;"Size tipping";"Cover + Spatial 
 structure";327
"2943";776.812591215121;"Size tipping";"Spatial 
 structure";327
"2944";739.671596172264;"Absolute distance";"Cover";328
"2945";652.127271954317;"Absolute distance";"Cover + Spatial 
 structure";328
"2946";765.63160481404;"Absolute distance";"Spatial 
 structure";328
"2947";675.767359337163;"Relative distance";"Cover";328
"2948";609.504062840483;"Relative distance";"Cover + Spatial 
 structure";328
"2949";759.280313950256;"Relative distance";"Spatial 
 structure";328
"2950";790.516745530888;"Size tipping";"Cover";328
"2951";758.646351858523;"Size tipping";"Cover + Spatial 
 structure";328
"2952";767.234561317229;"Size tipping";"Spatial 
 structure";328
"2953";734.815140535827;"Absolute distance";"Cover";329
"2954";668.222159229568;"Absolute distance";"Cover + Spatial 
 structure";329
"2955";757.343067008623;"Absolute distance";"Spatial 
 structure";329
"2956";699.086369809383;"Relative distance";"Cover";329
"2957";641.595698124552;"Relative distance";"Cover + Spatial 
 structure";329
"2958";776.526202595995;"Relative distance";"Spatial 
 structure";329
"2959";789.815994562459;"Size tipping";"Cover";329
"2960";769.016023847288;"Size tipping";"Cover + Spatial 
 structure";329
"2961";798.682022448922;"Size tipping";"Spatial 
 structure";329
"2962";771.125689338092;"Absolute distance";"Cover";330
"2963";679.359725030125;"Absolute distance";"Cover + Spatial 
 structure";330
"2964";775.974114573822;"Absolute distance";"Spatial 
 structure";330
"2965";702.436335130139;"Relative distance";"Cover";330
"2966";630.011180322306;"Relative distance";"Cover + Spatial 
 structure";330
"2967";753.753050158661;"Relative distance";"Spatial 
 structure";330
"2968";771.785304604067;"Size tipping";"Cover";330
"2969";721.878199624043;"Size tipping";"Cover + Spatial 
 structure";330
"2970";740.262965896986;"Size tipping";"Spatial 
 structure";330
"2971";759.0649218018;"Absolute distance";"Cover";331
"2972";702.307089597294;"Absolute distance";"Cover + Spatial 
 structure";331
"2973";759.086631860177;"Absolute distance";"Spatial 
 structure";331
"2974";701.590018820995;"Relative distance";"Cover";331
"2975";668.845240190474;"Relative distance";"Cover + Spatial 
 structure";331
"2976";789.920725557043;"Relative distance";"Spatial 
 structure";331
"2977";788.509390964303;"Size tipping";"Cover";331
"2978";767.18115488417;"Size tipping";"Cover + Spatial 
 structure";331
"2979";784.097467637611;"Size tipping";"Spatial 
 structure";331
"2980";744.315744152289;"Absolute distance";"Cover";332
"2981";648.440732053961;"Absolute distance";"Cover + Spatial 
 structure";332
"2982";744.834128863734;"Absolute distance";"Spatial 
 structure";332
"2983";729.99844267254;"Relative distance";"Cover";332
"2984";632.285648731073;"Relative distance";"Cover + Spatial 
 structure";332
"2985";753.649453372159;"Relative distance";"Spatial 
 structure";332
"2986";789.66233647966;"Size tipping";"Cover";332
"2987";753.581351183044;"Size tipping";"Cover + Spatial 
 structure";332
"2988";775.353130279779;"Size tipping";"Spatial 
 structure";332
"2989";763.187582599963;"Absolute distance";"Cover";333
"2990";649.722761235896;"Absolute distance";"Cover + Spatial 
 structure";333
"2991";743.787193381844;"Absolute distance";"Spatial 
 structure";333
"2992";692.366459295027;"Relative distance";"Cover";333
"2993";597.775333944477;"Relative distance";"Cover + Spatial 
 structure";333
"2994";726.781889181236;"Relative distance";"Spatial 
 structure";333
"2995";804.518205565542;"Size tipping";"Cover";333
"2996";763.984776997659;"Size tipping";"Cover + Spatial 
 structure";333
"2997";783.879792197407;"Size tipping";"Spatial 
 structure";333
"2998";725.263796116724;"Absolute distance";"Cover";334
"2999";636.50494608208;"Absolute distance";"Cover + Spatial 
 structure";334
"3000";727.485121028269;"Absolute distance";"Spatial 
 structure";334
"3001";714.421802849722;"Relative distance";"Cover";334
"3002";660.791776567797;"Relative distance";"Cover + Spatial 
 structure";334
"3003";776.06110655741;"Relative distance";"Spatial 
 structure";334
"3004";760.651142895205;"Size tipping";"Cover";334
"3005";730.571596969873;"Size tipping";"Cover + Spatial 
 structure";334
"3006";758.623771393635;"Size tipping";"Spatial 
 structure";334
"3007";754.682271400049;"Absolute distance";"Cover";335
"3008";665.160755573361;"Absolute distance";"Cover + Spatial 
 structure";335
"3009";766.687342421993;"Absolute distance";"Spatial 
 structure";335
"3010";706.807445974321;"Relative distance";"Cover";335
"3011";657.399967189724;"Relative distance";"Cover + Spatial 
 structure";335
"3012";779.600961029952;"Relative distance";"Spatial 
 structure";335
"3013";801.653902286365;"Size tipping";"Cover";335
"3014";765.920638662499;"Size tipping";"Cover + Spatial 
 structure";335
"3015";780.613652578736;"Size tipping";"Spatial 
 structure";335
"3016";731.165295558123;"Absolute distance";"Cover";336
"3017";670.513598146625;"Absolute distance";"Cover + Spatial 
 structure";336
"3018";741.666831642967;"Absolute distance";"Spatial 
 structure";336
"3019";678.267371252162;"Relative distance";"Cover";336
"3020";624.218151142296;"Relative distance";"Cover + Spatial 
 structure";336
"3021";752.837739043539;"Relative distance";"Spatial 
 structure";336
"3022";783.812549218543;"Size tipping";"Cover";336
"3023";743.002045868946;"Size tipping";"Cover + Spatial 
 structure";336
"3024";758.480173402366;"Size tipping";"Spatial 
 structure";336
"3025";751.921519964949;"Absolute distance";"Cover";337
"3026";660.922632242987;"Absolute distance";"Cover + Spatial 
 structure";337
"3027";777.515942292795;"Absolute distance";"Spatial 
 structure";337
"3028";697.403865892519;"Relative distance";"Cover";337
"3029";608.108276924343;"Relative distance";"Cover + Spatial 
 structure";337
"3030";729.215539612736;"Relative distance";"Spatial 
 structure";337
"3031";807.232328939289;"Size tipping";"Cover";337
"3032";790.997936875096;"Size tipping";"Cover + Spatial 
 structure";337
"3033";802.691737206104;"Size tipping";"Spatial 
 structure";337
"3034";753.93129465011;"Absolute distance";"Cover";338
"3035";675.554166271905;"Absolute distance";"Cover + Spatial 
 structure";338
"3036";785.305411286036;"Absolute distance";"Spatial 
 structure";338
"3037";681.125115227588;"Relative distance";"Cover";338
"3038";609.18020249927;"Relative distance";"Cover + Spatial 
 structure";338
"3039";745.447799954603;"Relative distance";"Spatial 
 structure";338
"3040";770.203222579177;"Size tipping";"Cover";338
"3041";729.016968941469;"Size tipping";"Cover + Spatial 
 structure";338
"3042";768.096100321099;"Size tipping";"Spatial 
 structure";338
"3043";729.186525859062;"Absolute distance";"Cover";339
"3044";688.011340056391;"Absolute distance";"Cover + Spatial 
 structure";339
"3045";761.323648859283;"Absolute distance";"Spatial 
 structure";339
"3046";712.891859621211;"Relative distance";"Cover";339
"3047";648.979582344681;"Relative distance";"Cover + Spatial 
 structure";339
"3048";740.001369522951;"Relative distance";"Spatial 
 structure";339
"3049";760.833060795595;"Size tipping";"Cover";339
"3050";741.197188131907;"Size tipping";"Cover + Spatial 
 structure";339
"3051";761.650031677613;"Size tipping";"Spatial 
 structure";339
"3052";745.370760535708;"Absolute distance";"Cover";340
"3053";647.639224130634;"Absolute distance";"Cover + Spatial 
 structure";340
"3054";744.393441871769;"Absolute distance";"Spatial 
 structure";340
"3055";707.970308991077;"Relative distance";"Cover";340
"3056";648.27238269422;"Relative distance";"Cover + Spatial 
 structure";340
"3057";765.354207949564;"Relative distance";"Spatial 
 structure";340
"3058";784.939604131752;"Size tipping";"Cover";340
"3059";744.102571012315;"Size tipping";"Cover + Spatial 
 structure";340
"3060";767.217702046489;"Size tipping";"Spatial 
 structure";340
"3061";769.482949430448;"Absolute distance";"Cover";341
"3062";714.235379009864;"Absolute distance";"Cover + Spatial 
 structure";341
"3063";775.779170569349;"Absolute distance";"Spatial 
 structure";341
"3064";641.899902476307;"Relative distance";"Cover";341
"3065";588.424338628925;"Relative distance";"Cover + Spatial 
 structure";341
"3066";727.773789645374;"Relative distance";"Spatial 
 structure";341
"3067";782.433878217176;"Size tipping";"Cover";341
"3068";747.82009117329;"Size tipping";"Cover + Spatial 
 structure";341
"3069";768.738385349967;"Size tipping";"Spatial 
 structure";341
"3070";765.730600538048;"Absolute distance";"Cover";342
"3071";677.467900579306;"Absolute distance";"Cover + Spatial 
 structure";342
"3072";762.714443134993;"Absolute distance";"Spatial 
 structure";342
"3073";702.754186774956;"Relative distance";"Cover";342
"3074";634.687669898234;"Relative distance";"Cover + Spatial 
 structure";342
"3075";753.62376478781;"Relative distance";"Spatial 
 structure";342
"3076";803.999231973683;"Size tipping";"Cover";342
"3077";774.334945097151;"Size tipping";"Cover + Spatial 
 structure";342
"3078";788.728864664116;"Size tipping";"Spatial 
 structure";342
"3079";744.435029770812;"Absolute distance";"Cover";343
"3080";669.681941383438;"Absolute distance";"Cover + Spatial 
 structure";343
"3081";768.526068181226;"Absolute distance";"Spatial 
 structure";343
"3082";692.247258862851;"Relative distance";"Cover";343
"3083";608.011891163694;"Relative distance";"Cover + Spatial 
 structure";343
"3084";744.004514123396;"Relative distance";"Spatial 
 structure";343
"3085";814.853286514222;"Size tipping";"Cover";343
"3086";786.102470991681;"Size tipping";"Cover + Spatial 
 structure";343
"3087";792.57330874034;"Size tipping";"Spatial 
 structure";343
"3088";756.640684947781;"Absolute distance";"Cover";344
"3089";701.914648749741;"Absolute distance";"Cover + Spatial 
 structure";344
"3090";786.03135602028;"Absolute distance";"Spatial 
 structure";344
"3091";677.699036873222;"Relative distance";"Cover";344
"3092";603.312703337032;"Relative distance";"Cover + Spatial 
 structure";344
"3093";728.209406626598;"Relative distance";"Spatial 
 structure";344
"3094";789.855850705911;"Size tipping";"Cover";344
"3095";744.212166302789;"Size tipping";"Cover + Spatial 
 structure";344
"3096";765.452466235907;"Size tipping";"Spatial 
 structure";344
"3097";760.067687385071;"Absolute distance";"Cover";345
"3098";669.998518365388;"Absolute distance";"Cover + Spatial 
 structure";345
"3099";748.893294514759;"Absolute distance";"Spatial 
 structure";345
"3100";697.181112840403;"Relative distance";"Cover";345
"3101";640.684868562216;"Relative distance";"Cover + Spatial 
 structure";345
"3102";759.827418759889;"Relative distance";"Spatial 
 structure";345
"3103";771.074746107656;"Size tipping";"Cover";345
"3104";730.536380682432;"Size tipping";"Cover + Spatial 
 structure";345
"3105";751.710564583995;"Size tipping";"Spatial 
 structure";345
"3106";754.408042517684;"Absolute distance";"Cover";346
"3107";621.978144996653;"Absolute distance";"Cover + Spatial 
 structure";346
"3108";713.778983150076;"Absolute distance";"Spatial 
 structure";346
"3109";634.685515175132;"Relative distance";"Cover";346
"3110";555.152121575258;"Relative distance";"Cover + Spatial 
 structure";346
"3111";739.512922292943;"Relative distance";"Spatial 
 structure";346
"3112";805.417444682135;"Size tipping";"Cover";346
"3113";757.770700377337;"Size tipping";"Cover + Spatial 
 structure";346
"3114";762.988337351094;"Size tipping";"Spatial 
 structure";346
"3115";747.586155395133;"Absolute distance";"Cover";347
"3116";678.879516398615;"Absolute distance";"Cover + Spatial 
 structure";347
"3117";775.868315658893;"Absolute distance";"Spatial 
 structure";347
"3118";729.157875461087;"Relative distance";"Cover";347
"3119";656.237004708561;"Relative distance";"Cover + Spatial 
 structure";347
"3120";777.049906188697;"Relative distance";"Spatial 
 structure";347
"3121";758.587642467386;"Size tipping";"Cover";347
"3122";725.857112582451;"Size tipping";"Cover + Spatial 
 structure";347
"3123";760.519569713815;"Size tipping";"Spatial 
 structure";347
"3124";762.374351169613;"Absolute distance";"Cover";348
"3125";662.915094604927;"Absolute distance";"Cover + Spatial 
 structure";348
"3126";759.581149166132;"Absolute distance";"Spatial 
 structure";348
"3127";640.91041229955;"Relative distance";"Cover";348
"3128";585.791389217419;"Relative distance";"Cover + Spatial 
 structure";348
"3129";714.408242788855;"Relative distance";"Spatial 
 structure";348
"3130";793.247272347514;"Size tipping";"Cover";348
"3131";754.643686973209;"Size tipping";"Cover + Spatial 
 structure";348
"3132";773.132095058637;"Size tipping";"Spatial 
 structure";348
"3133";655.733593388967;"Absolute distance";"Cover";349
"3134";599.23358176746;"Absolute distance";"Cover + Spatial 
 structure";349
"3135";679.264050467608;"Absolute distance";"Spatial 
 structure";349
"3136";708.298029528233;"Relative distance";"Cover";349
"3137";654.193411868206;"Relative distance";"Cover + Spatial 
 structure";349
"3138";770.46297059558;"Relative distance";"Spatial 
 structure";349
"3139";793.565884148608;"Size tipping";"Cover";349
"3140";752.190627636799;"Size tipping";"Cover + Spatial 
 structure";349
"3141";763.20013281771;"Size tipping";"Spatial 
 structure";349
"3142";724.083059872256;"Absolute distance";"Cover";350
"3143";638.081466776787;"Absolute distance";"Cover + Spatial 
 structure";350
"3144";772.895338332128;"Absolute distance";"Spatial 
 structure";350
"3145";692.146685777381;"Relative distance";"Cover";350
"3146";628.964649467123;"Relative distance";"Cover + Spatial 
 structure";350
"3147";764.140910159302;"Relative distance";"Spatial 
 structure";350
"3148";770.016123261669;"Size tipping";"Cover";350
"3149";743.126126444661;"Size tipping";"Cover + Spatial 
 structure";350
"3150";767.791515257151;"Size tipping";"Spatial 
 structure";350
"3151";737.598819983997;"Absolute distance";"Cover";351
"3152";655.523684607803;"Absolute distance";"Cover + Spatial 
 structure";351
"3153";758.728700627211;"Absolute distance";"Spatial 
 structure";351
"3154";696.796673574757;"Relative distance";"Cover";351
"3155";626.062166139391;"Relative distance";"Cover + Spatial 
 structure";351
"3156";729.249259266464;"Relative distance";"Spatial 
 structure";351
"3157";784.989494834371;"Size tipping";"Cover";351
"3158";742.201740937578;"Size tipping";"Cover + Spatial 
 structure";351
"3159";760.6295729282;"Size tipping";"Spatial 
 structure";351
"3160";734.430039992357;"Absolute distance";"Cover";352
"3161";648.699703612354;"Absolute distance";"Cover + Spatial 
 structure";352
"3162";739.328376989825;"Absolute distance";"Spatial 
 structure";352
"3163";748.909708802619;"Relative distance";"Cover";352
"3164";680.023919993325;"Relative distance";"Cover + Spatial 
 structure";352
"3165";786.81608347874;"Relative distance";"Spatial 
 structure";352
"3166";789.357499865449;"Size tipping";"Cover";352
"3167";759.35019109285;"Size tipping";"Cover + Spatial 
 structure";352
"3168";773.690167558812;"Size tipping";"Spatial 
 structure";352
"3169";738.017721144721;"Absolute distance";"Cover";353
"3170";656.846146054596;"Absolute distance";"Cover + Spatial 
 structure";353
"3171";748.39136895506;"Absolute distance";"Spatial 
 structure";353
"3172";683.001918883249;"Relative distance";"Cover";353
"3173";591.226103749849;"Relative distance";"Cover + Spatial 
 structure";353
"3174";758.471767228711;"Relative distance";"Spatial 
 structure";353
"3175";776.705292531625;"Size tipping";"Cover";353
"3176";736.046014231908;"Size tipping";"Cover + Spatial 
 structure";353
"3177";765.513714660074;"Size tipping";"Spatial 
 structure";353
"3178";720.40939559948;"Absolute distance";"Cover";354
"3179";627.512578640426;"Absolute distance";"Cover + Spatial 
 structure";354
"3180";742.78962911325;"Absolute distance";"Spatial 
 structure";354
"3181";694.093713355479;"Relative distance";"Cover";354
"3182";616.275718144738;"Relative distance";"Cover + Spatial 
 structure";354
"3183";745.301147358021;"Relative distance";"Spatial 
 structure";354
"3184";806.725380298604;"Size tipping";"Cover";354
"3185";762.742663196059;"Size tipping";"Cover + Spatial 
 structure";354
"3186";771.825123592479;"Size tipping";"Spatial 
 structure";354
"3187";769.397893844423;"Absolute distance";"Cover";355
"3188";704.043337191896;"Absolute distance";"Cover + Spatial 
 structure";355
"3189";785.529218056629;"Absolute distance";"Spatial 
 structure";355
"3190";687.07811345169;"Relative distance";"Cover";355
"3191";615.180621479079;"Relative distance";"Cover + Spatial 
 structure";355
"3192";779.692035043801;"Relative distance";"Spatial 
 structure";355
"3193";780.353544948347;"Size tipping";"Cover";355
"3194";751.364389318151;"Size tipping";"Cover + Spatial 
 structure";355
"3195";772.425673182707;"Size tipping";"Spatial 
 structure";355
"3196";723.988144056001;"Absolute distance";"Cover";356
"3197";640.884741316853;"Absolute distance";"Cover + Spatial 
 structure";356
"3198";738.930927471902;"Absolute distance";"Spatial 
 structure";356
"3199";672.503924605253;"Relative distance";"Cover";356
"3200";592.378777066033;"Relative distance";"Cover + Spatial 
 structure";356
"3201";730.014049059746;"Relative distance";"Spatial 
 structure";356
"3202";802.153021301683;"Size tipping";"Cover";356
"3203";759.714399109701;"Size tipping";"Cover + Spatial 
 structure";356
"3204";771.25404856335;"Size tipping";"Spatial 
 structure";356
"3205";729.527376270782;"Absolute distance";"Cover";357
"3206";655.21070250971;"Absolute distance";"Cover + Spatial 
 structure";357
"3207";753.513263978011;"Absolute distance";"Spatial 
 structure";357
"3208";636.011744160809;"Relative distance";"Cover";357
"3209";576.622311960341;"Relative distance";"Cover + Spatial 
 structure";357
"3210";733.222133965946;"Relative distance";"Spatial 
 structure";357
"3211";787.035188649275;"Size tipping";"Cover";357
"3212";751.902347511467;"Size tipping";"Cover + Spatial 
 structure";357
"3213";777.032632849866;"Size tipping";"Spatial 
 structure";357
"3214";745.853988425508;"Absolute distance";"Cover";358
"3215";646.006789811331;"Absolute distance";"Cover + Spatial 
 structure";358
"3216";754.991199316394;"Absolute distance";"Spatial 
 structure";358
"3217";696.796438607081;"Relative distance";"Cover";358
"3218";655.985798830718;"Relative distance";"Cover + Spatial 
 structure";358
"3219";749.348042142157;"Relative distance";"Spatial 
 structure";358
"3220";795.56011470885;"Size tipping";"Cover";358
"3221";763.281705758908;"Size tipping";"Cover + Spatial 
 structure";358
"3222";784.141481606979;"Size tipping";"Spatial 
 structure";358
"3223";740.456323178237;"Absolute distance";"Cover";359
"3224";659.034534564754;"Absolute distance";"Cover + Spatial 
 structure";359
"3225";769.944162831686;"Absolute distance";"Spatial 
 structure";359
"3226";657.455826239388;"Relative distance";"Cover";359
"3227";577.25545564825;"Relative distance";"Cover + Spatial 
 structure";359
"3228";745.563153412161;"Relative distance";"Spatial 
 structure";359
"3229";776.530161648353;"Size tipping";"Cover";359
"3230";747.26923928614;"Size tipping";"Cover + Spatial 
 structure";359
"3231";774.28491832611;"Size tipping";"Spatial 
 structure";359
"3232";772.434730604212;"Absolute distance";"Cover";360
"3233";671.168567234443;"Absolute distance";"Cover + Spatial 
 structure";360
"3234";771.123330943224;"Absolute distance";"Spatial 
 structure";360
"3235";644.474905649327;"Relative distance";"Cover";360
"3236";560.540523603314;"Relative distance";"Cover + Spatial 
 structure";360
"3237";705.039274414937;"Relative distance";"Spatial 
 structure";360
"3238";786.207558763444;"Size tipping";"Cover";360
"3239";753.195697439206;"Size tipping";"Cover + Spatial 
 structure";360
"3240";777.342642782662;"Size tipping";"Spatial 
 structure";360
"3241";745.810878997048;"Absolute distance";"Cover";361
"3242";671.312346434329;"Absolute distance";"Cover + Spatial 
 structure";361
"3243";775.609259846975;"Absolute distance";"Spatial 
 structure";361
"3244";673.270814674387;"Relative distance";"Cover";361
"3245";625.630874641345;"Relative distance";"Cover + Spatial 
 structure";361
"3246";745.928892145616;"Relative distance";"Spatial 
 structure";361
