"ID_sim";"pcrit";"pinfer";"qinfer";"Size_tipping";"Site";"aridity";"Sand";"MF"
"147";47;0.363428365027147;0.368428365027147;0.875831687958914;0.22370625;10;0.7716;2.784452477;0.709906931
"148";48;0.334981114934093;0.339981114934093;0.907553799055493;0.35575625;10;0.7716;2.784452477;0.709906931
"149";49;0.324905421408461;0.329905421408461;0.916811022003037;0.246575;10;0.7716;2.784452477;0.709906931
"150";50;0.354611185198564;0.359611185198564;0.886219858398263;0.12655;10;0.7716;2.784452477;0.709906931
"151";51;0.377538715110331;0.382538715110331;0.859295650320109;0.22688125;10;0.7716;2.784452477;0.709906931
"152";52;0.363428365027147;0.368428365027147;0.875831687958914;0.1548875;10;0.7716;2.784452477;0.709906931
"153";53;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"154";54;0.35;0.356548050086517;0.888804668633769;0.15314375;10;0.7716;2.784452477;0.709906931
"155";55;NA;0.250821339384762;0.973633496422112;NA;10;0.7716;2.784452477;0.709906931
"156";56;0.354611185198564;0.359611185198564;0.886219858398263;0.2529875;10;0.7716;2.784452477;0.709906931
"157";57;NA;0.250821339384762;0.973633496422112;NA;10;0.7716;2.784452477;0.709906931
"158";58;0.258649082107502;0.263649082107502;0.967546475396605;0.75608125;10;0.7716;2.784452477;0.709906931
"159";59;0.353059698786784;0.358059698786784;0.890159854112941;0.425775;10;0.7716;2.784452477;0.709906931
"160";60;0.385;0.392463180160579;0.846725994566215;0.1127375;10;0.7716;2.784452477;0.709906931
"161";61;0.324905421408461;0.329905421408461;0.916811022003037;0.12704375;10;0.7716;2.784452477;0.709906931
"162";62;0.300471323572989;0.305471323572989;0.938117004596638;0.19723125;10;0.7716;2.784452477;0.709906931
"163";63;0.354611185198564;0.359611185198564;0.886219858398263;0.19738125;10;0.7716;2.784452477;0.709906931
"164";64;0.363428365027147;0.368428365027147;0.875831687958914;0.2090125;10;0.7716;2.784452477;0.709906931
"165";65;0.368409810810089;0.373409810810089;0.869201133730676;0.1415375;10;0.7716;2.784452477;0.709906931
"166";66;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"167";67;0.368409810810089;0.373409810810089;0.869201133730676;0.14471875;10;0.7716;2.784452477;0.709906931
"168";68;0.345;0.351647837637121;0.894517531043988;0.09418125;10;0.7716;2.784452477;0.709906931
"169";69;NA;0.329905421408461;0.916811022003037;NA;10;0.7716;2.784452477;0.709906931
"170";70;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"171";71;0.337020955349444;0.342020955349444;0.904872248138721;0.21178125;10;0.7716;2.784452477;0.709906931
"172";72;0.35;0.358059698786784;0.890159854112941;0.23283125;10;0.7716;2.784452477;0.709906931
"173";73;0.369502051956634;0.374502051956634;0.869405304819101;0.2989125;10;0.7716;2.784452477;0.709906931
"174";74;0.365;0.372519266579752;0.873435945809613;0.19403125;10;0.7716;2.784452477;0.709906931
"175";75;0.218628008545313;0.223628008545313;0.987164930661359;0.88161875;10;0.7716;2.784452477;0.709906931
"176";76;0.35;0.356548050086517;0.888804668633769;0.0228625;10;0.7716;2.784452477;0.709906931
"177";77;0.351548050086517;0.356548050086517;0.888804668633769;0.04569375;10;0.7716;2.784452477;0.709906931
"178";78;0.324905421408461;0.329905421408461;0.916811022003037;0.3140125;10;0.7716;2.784452477;0.709906931
"179";79;0.351548050086517;0.356548050086517;0.888804668633769;0.10525;10;0.7716;2.784452477;0.709906931
"180";80;NA;0.330536100194985;0.915561486726691;NA;10;0.7716;2.784452477;0.709906931
"181";81;NA;0.295726352960862;0.945527854924397;NA;10;0.7716;2.784452477;0.709906931
"182";82;NA;0.289385525764287;0.949989340014067;NA;10;0.7716;2.784452477;0.709906931
"183";83;0.39471055091404;0.39971055091404;0.83623469598066;0.22216875;10;0.7716;2.784452477;0.709906931
"184";84;0.369502051956634;0.374502051956634;0.869405304819101;0.23446875;10;0.7716;2.784452477;0.709906931
"185";85;0.363428365027147;0.368428365027147;0.875831687958914;0.18079375;10;0.7716;2.784452477;0.709906931
"186";86;0.284385525764287;0.289385525764287;0.949989340014067;0.11178125;10;0.7716;2.784452477;0.709906931
"187";87;0.345;0.351647837637121;0.894517531043988;0.04941875;10;0.7716;2.784452477;0.709906931
"188";88;0.300471323572989;0.305471323572989;0.938117004596638;0.46866875;10;0.7716;2.784452477;0.709906931
"189";89;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"190";90;NA;0.333598414006607;0.912842984078451;NA;10;0.7716;2.784452477;0.709906931
"191";91;0.35;0.356548050086517;0.888804668633769;0.08075;10;0.7716;2.784452477;0.709906931
"192";92;0.385;0.392463180160579;0.846725994566215;0.0875;10;0.7716;2.784452477;0.709906931
"193";93;0.346647837637121;0.351647837637121;0.894517531043988;0.17765;10;0.7716;2.784452477;0.709906931
"194";94;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"195";95;0.284385525764287;0.289385525764287;0.949989340014067;0.11124375;10;0.7716;2.784452477;0.709906931
"196";96;0.369502051956634;0.374502051956634;0.869405304819101;0.2553375;10;0.7716;2.784452477;0.709906931
"197";97;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"198";98;0.374789279056899;0.379789279056899;0.863475486344763;0.1813625;10;0.7716;2.784452477;0.709906931
"199";99;NA;0.218251746524004;0.988946742941289;NA;10;0.7716;2.784452477;0.709906931
"200";100;0.34;0.345528279425574;0.901150771606553;0.18549375;10;0.7716;2.784452477;0.709906931
"201";1;0.5;0.551593790573909;0.654746976878462;0.143825;100;0.7096;2.671696265;0.426549174
"202";2;0.45;0.486786774460426;0.749538636915475;0.1134875;100;0.7096;2.671696265;0.426549174
"203";3;0.475;0.515277883938419;0.703206567226309;0.13030625;100;0.7096;2.671696265;0.426549174
"204";4;0.44;0.462413498354504;0.771842050806605;0.2577625;100;0.7096;2.671696265;0.426549174
"205";5;0.45;0.48660426359786;0.749294161837709;0.171275;100;0.7096;2.671696265;0.426549174
"206";6;0.625;0.773250607697271;0.319318797286378;0.0402;100;0.7096;2.671696265;0.426549174
"207";7;0.615;0.749092564390181;0.362408155685409;0.0851125;100;0.7096;2.671696265;0.426549174
"208";8;0.505;0.56748182905159;0.636066730934971;0.047425;100;0.7096;2.671696265;0.426549174
"209";9;0.65;0.801379289259758;0.250220498823638;0.06120625;100;0.7096;2.671696265;0.426549174
"210";10;0.645;0.810283369467001;0.257832466506018;0.05791875;100;0.7096;2.671696265;0.426549174
"211";11;0.49;0.548644907581346;0.677242334651725;0.11649375;100;0.7096;2.671696265;0.426549174
"212";12;0.475;0.530289134898466;0.698845791047517;0.0788375;100;0.7096;2.671696265;0.426549174
"213";13;0.49;0.550088115813916;0.668484735238463;0.073275;100;0.7096;2.671696265;0.426549174
"214";14;0.525;0.594338519907381;0.591040960769678;0.09174375;100;0.7096;2.671696265;0.426549174
"215";15;0.485;0.528202310038372;0.686446493344872;0.15165625;100;0.7096;2.671696265;0.426549174
"216";16;0.45;0.48660426359786;0.749294161837709;0.1078375;100;0.7096;2.671696265;0.426549174
"217";17;0.515;0.583322069542799;0.623414094278301;0.12136875;100;0.7096;2.671696265;0.426549174
"218";18;0.43;0.461617921533584;0.776489984806906;0.04155625;100;0.7096;2.671696265;0.426549174
"219";19;0.595;0.696921495373837;0.422669859066129;0.10654375;100;0.7096;2.671696265;0.426549174
"220";20;0.51;0.579821541240322;0.623213836764928;0.02131875;100;0.7096;2.671696265;0.426549174
"221";21;0.47;0.507450959972647;0.714970098690138;0.1553625;100;0.7096;2.671696265;0.426549174
"222";22;0.475;0.527350679486824;0.69471228841126;0.04190625;100;0.7096;2.671696265;0.426549174
"223";23;0.6;0.726694438608703;0.393952765262336;0.0368375;100;0.7096;2.671696265;0.426549174
"224";24;0.53;0.594338519907381;0.591040960769678;0.1293;100;0.7096;2.671696265;0.426549174
"225";25;0.46;0.501934888754477;0.727820893647027;0.051425;100;0.7096;2.671696265;0.426549174
"226";26;0.48;0.528751098317808;0.694103195560387;0.1338125;100;0.7096;2.671696265;0.426549174
"227";27;0.665;0.84375074014031;0.202457332974984;0.07423125;100;0.7096;2.671696265;0.426549174
"228";28;0.48;0.527201939578683;0.690918284790871;0.0866375;100;0.7096;2.671696265;0.426549174
"229";29;0.65;0.801379289259758;0.250220498823638;0.07843125;100;0.7096;2.671696265;0.426549174
"230";30;0.49;0.548644907581346;0.677242334651725;0.166075;100;0.7096;2.671696265;0.426549174
"231";31;0.51;0.579370877376306;0.627919931384274;0.08806875;100;0.7096;2.671696265;0.426549174
"232";32;0.485;0.543114737586312;0.680780282989043;0.0739625;100;0.7096;2.671696265;0.426549174
"233";33;0.46;0.497403930108974;0.729941775584233;0.105275;100;0.7096;2.671696265;0.426549174
"234";34;0.66;0.822999364449154;0.205506147537511;0.03761875;100;0.7096;2.671696265;0.426549174
"235";35;0.455;0.493861586200168;0.738938991524461;0.12745625;100;0.7096;2.671696265;0.426549174
"236";36;0.655;0.824165889638518;0.220872862380158;0.02605625;100;0.7096;2.671696265;0.426549174
"237";37;0.485;0.528202310038372;0.686446493344872;0.14725;100;0.7096;2.671696265;0.426549174
"238";38;0.625;0.780425296783833;0.314267837922719;0.01796875;100;0.7096;2.671696265;0.426549174
"239";39;0.665;0.84375074014031;0.202457332974984;0.04126875;100;0.7096;2.671696265;0.426549174
"240";40;0.5;0.551362363014635;0.650604692932215;0.0765;100;0.7096;2.671696265;0.426549174
"241";41;0.53;0.594338519907381;0.591040960769678;0.11493125;100;0.7096;2.671696265;0.426549174
"242";42;0.47;0.50614530265002;0.713841049576588;0.1383;100;0.7096;2.671696265;0.426549174
"243";43;0.52;0.584323886258289;0.607699947358857;0.11265625;100;0.7096;2.671696265;0.426549174
"244";44;0.475;0.530003886688877;0.70197435810437;0.12120625;100;0.7096;2.671696265;0.426549174
"245";45;0.52;0.581947471408134;0.607893991636302;0.12690625;100;0.7096;2.671696265;0.426549174
"246";46;0.445;0.480252082464874;0.758458162248999;0.1850875;100;0.7096;2.671696265;0.426549174
"247";47;0.465;0.503879666558053;0.722519675695322;0.13636875;100;0.7096;2.671696265;0.426549174
"248";48;0.615;0.754130089847488;0.360476688894647;0.0405125;100;0.7096;2.671696265;0.426549174
"249";49;0.485;0.522728819787516;0.686619250840409;0.1461125;100;0.7096;2.671696265;0.426549174
"250";50;0.515;0.567937127105227;0.619720444296918;0.1074875;100;0.7096;2.671696265;0.426549174
"251";51;0.46;0.492477253394686;0.730039508777481;0.13515625;100;0.7096;2.671696265;0.426549174
"252";52;0.53;0.607422036132179;0.581760465678386;0.08700625;100;0.7096;2.671696265;0.426549174
"253";53;0.51;0.56748182905159;0.636066730934971;0.16055;100;0.7096;2.671696265;0.426549174
"254";54;0.53;0.607422036132179;0.581760465678386;0.05653125;100;0.7096;2.671696265;0.426549174
"255";55;0.525;0.586663507867788;0.594306281192379;0.07969375;100;0.7096;2.671696265;0.426549174
"256";56;0.48;0.522728819787516;0.686619250840409;0.04189375;100;0.7096;2.671696265;0.426549174
"257";57;0.51;0.576435856614935;0.635526517836866;0.13970625;100;0.7096;2.671696265;0.426549174
"258";58;0.51;0.579821541240322;0.623213836764928;0.033275;100;0.7096;2.671696265;0.426549174
"259";59;0.505;0.56748182905159;0.636066730934971;0.06135;100;0.7096;2.671696265;0.426549174
"260";60;0.65;0.801379289259758;0.250220498823638;0.0413375;100;0.7096;2.671696265;0.426549174
"261";61;0.64;0.795121065230628;0.287445377542448;0.08399375;100;0.7096;2.671696265;0.426549174
"262";62;0.645;0.810283369467001;0.257832466506018;0.02793125;100;0.7096;2.671696265;0.426549174
"263";63;0.515;0.585301474857728;0.623671217439186;0.1542875;100;0.7096;2.671696265;0.426549174
"264";64;0.67;0.856723092691037;0.177802579797853;0.04031875;100;0.7096;2.671696265;0.426549174
"265";65;0.475;0.530289134898466;0.698845791047517;0.04054375;100;0.7096;2.671696265;0.426549174
"266";66;0.46;0.492477253394686;0.730039508777481;0.103725;100;0.7096;2.671696265;0.426549174
"267";67;0.48;0.528202310038372;0.686446493344872;0.070675;100;0.7096;2.671696265;0.426549174
"268";68;0.64;0.795121065230628;0.287445377542448;0.087775;100;0.7096;2.671696265;0.426549174
"269";69;0.625;0.773250607697271;0.319318797286378;0.01838125;100;0.7096;2.671696265;0.426549174
