"Cover";"p";"q";"Cover_bis";"Branch"
"99";7.91422357203756e-06;0.492462311557789;0;NA;"forward"
"100";0.000440664956510831;0.49748743718593;0;NA;"forward"
"101";0.00543625830696734;0.50251256281407;0;NA;"forward"
"102";0.0148591642940423;0.507537688442211;0;NA;"forward"
"103";0.0245098854708503;0.512562814070352;0;NA;"forward"
"104";0.0339805833106688;0.517587939698492;0;NA;"forward"
"105";0.0432692307765431;0.522613065326633;0;NA;"forward"
"106";0.05238095238102;0.527638190954774;0;0.05238095238102;"forward"
"107";0.0613207547169817;0.532663316582915;0;0.0613207547169817;"forward"
"108";0.0700934579439253;0.537688442211055;0;0.0700934579439253;"forward"
"109";0.0787037037037039;0.542713567839196;0;0.0787037037037039;"forward"
"110";0.0871559633027524;0.547738693467337;0;0.0871559633027524;"forward"
"111";0.0954545454545456;0.552763819095477;0;0.0954545454545456;"forward"
"112";0.103603603603604;0.557788944723618;0;0.103603603603604;"forward"
"113";0.111607142857143;0.562814070351759;0;0.111607142857143;"forward"
"114";0.119469026548673;0.5678391959799;0;0.119469026548673;"forward"
"115";0.12719298245614;0.57286432160804;0;0.12719298245614;"forward"
"116";0.134782608695652;0.577889447236181;0;0.134782608695652;"forward"
"117";0.142241379310345;0.582914572864322;0;0.142241379310345;"forward"
"118";0.14957264957265;0.587939698492462;0;0.14957264957265;"forward"
"119";0.156779661016949;0.592964824120603;0;0.156779661016949;"forward"
"120";0.163865546218488;0.597989949748744;0;0.163865546218488;"forward"
"121";0.170833333333333;0.603015075376884;0;0.170833333333333;"forward"
"122";0.177685950413223;0.608040201005025;0;0.177685950413223;"forward"
"123";0.184426229508197;0.613065326633166;0;0.184426229508197;"forward"
"124";0.191056910569106;0.618090452261307;0;0.191056910569106;"forward"
"125";0.19758064516129;0.623115577889447;0;0.19758064516129;"forward"
"126";0.204;0.628140703517588;0;0.204;"forward"
"127";0.21031746031746;0.633165829145729;0;0.21031746031746;"forward"
"128";0.216535433070866;0.638190954773869;0;0.216535433070866;"forward"
"129";0.22265625;0.64321608040201;0;0.22265625;"forward"
"130";0.228682170542636;0.648241206030151;0;0.228682170542636;"forward"
"131";0.234615384615385;0.653266331658292;0;0.234615384615385;"forward"
"132";0.240458015267176;0.658291457286432;0;0.240458015267176;"forward"
"133";0.246212121212121;0.663316582914573;0;0.246212121212121;"forward"
"134";0.25187969924812;0.668341708542714;0;0.25187969924812;"forward"
"135";0.257462686567164;0.673366834170854;0;0.257462686567164;"forward"
"136";0.262962962962963;0.678391959798995;0;0.262962962962963;"forward"
"137";0.268382352941176;0.683417085427136;0;0.268382352941176;"forward"
"138";0.273722627737226;0.688442211055276;0;0.273722627737226;"forward"
"139";0.278985507246377;0.693467336683417;0;0.278985507246377;"forward"
"140";0.284172661870504;0.698492462311558;0;0.284172661870504;"forward"
"141";0.289285714285714;0.703517587939699;0;0.289285714285714;"forward"
"142";0.294326241134752;0.708542713567839;0;0.294326241134752;"forward"
"143";0.299295774647887;0.71356783919598;0;0.299295774647887;"forward"
"144";0.304195804195804;0.718592964824121;0;0.304195804195804;"forward"
"145";0.309027777777778;0.723618090452261;0;0.309027777777778;"forward"
"146";0.313793103448276;0.728643216080402;0;0.313793103448276;"forward"
"147";0.318493150684932;0.733668341708543;0;0.318493150684932;"forward"
"148";0.32312925170068;0.738693467336683;0;0.32312925170068;"forward"
"149";0.327702702702703;0.743718592964824;0;0.327702702702703;"forward"
"150";0.332214765100671;0.748743718592965;0;0.332214765100671;"forward"
"151";0.336666666666667;0.753768844221106;0;0.336666666666667;"forward"
"152";0.341059602649007;0.758793969849246;0;0.341059602649007;"forward"
"153";0.345394736842105;0.763819095477387;0;0.345394736842105;"forward"
"154";0.349673202614379;0.768844221105528;0;0.349673202614379;"forward"
"155";0.353896103896104;0.773869346733668;0;0.353896103896104;"forward"
"156";0.358064516129032;0.778894472361809;0;0.358064516129032;"forward"
"157";0.362179487179487;0.78391959798995;0;0.362179487179487;"forward"
"158";0.366242038216561;0.78894472361809;0;0.366242038216561;"forward"
"159";0.370253164556962;0.793969849246231;0;0.370253164556962;"forward"
"160";0.374213836477987;0.798994974874372;0;0.374213836477987;"forward"
"161";0.378125;0.804020100502513;0;0.378125;"forward"
"162";0.381987577639752;0.809045226130653;0;0.381987577639752;"forward"
"163";0.385802469135802;0.814070351758794;0;0.385802469135802;"forward"
"164";0.389570552147239;0.819095477386935;0;0.389570552147239;"forward"
"165";0.393292682926829;0.824120603015075;0;0.393292682926829;"forward"
"166";0.396969696969697;0.829145728643216;0;0.396969696969697;"forward"
"167";0.400602409638554;0.834170854271357;0;0.400602409638554;"forward"
"168";0.404191616766467;0.839195979899497;0;0.404191616766467;"forward"
"169";0.407738095238095;0.844221105527638;0;0.407738095238095;"forward"
"170";0.411242603550296;0.849246231155779;0;0.411242603550296;"forward"
"171";0.414705882352941;0.85427135678392;0;0.414705882352941;"forward"
"172";0.41812865497076;0.85929648241206;0;0.41812865497076;"forward"
"173";0.421511627906977;0.864321608040201;0;0.421511627906977;"forward"
"174";0.42485549132948;0.869346733668342;0;0.42485549132948;"forward"
"175";0.42816091954023;0.874371859296482;0;0.42816091954023;"forward"
"176";0.431428571428571;0.879396984924623;0;0.431428571428571;"forward"
"177";0.434659090909091;0.884422110552764;0;0.434659090909091;"forward"
"178";0.437853107344633;0.889447236180904;0;0.437853107344633;"forward"
"179";0.441011235955056;0.894472361809045;0;0.441011235955056;"forward"
"180";0.444134078212291;0.899497487437186;0;0.444134078212291;"forward"
"181";0.447222222222222;0.904522613065327;0;0.447222222222222;"forward"
"182";0.450276243093923;0.909547738693467;0;0.450276243093923;"forward"
"183";0.453296703296703;0.914572864321608;0;0.453296703296703;"forward"
"184";0.456284153005464;0.919597989949749;0;0.456284153005464;"forward"
"185";0.459239130434783;0.924623115577889;0;0.459239130434783;"forward"
"186";0.462162162162162;0.92964824120603;0;0.462162162162162;"forward"
"187";0.46505376344086;0.934673366834171;0;0.46505376344086;"forward"
"188";0.467914438502674;0.939698492462312;0;0.467914438502674;"forward"
"189";0.470744680851064;0.944723618090452;0;0.470744680851064;"forward"
"190";0.473544973544974;0.949748743718593;0;0.473544973544974;"forward"
"191";0.476315789473684;0.954773869346734;0;0.476315789473684;"forward"
"192";0.479057591623037;0.959798994974874;0;0.479057591623037;"forward"
"193";0.481770833333333;0.964824120603015;0;0.481770833333333;"forward"
"194";0.484455958549223;0.969849246231156;0;0.484455958549223;"forward"
"195";0.487113402061856;0.974874371859296;0;0.487113402061856;"forward"
"196";0.48974358974359;0.979899497487437;0;0.48974358974359;"forward"
"197";0.49234693877551;0.984924623115578;0;0.49234693877551;"forward"
"198";0.49492385786802;0.989949748743719;0;0.49492385786802;"forward"
"199";0.497474747474747;0.994974874371859;0;0.497474747474747;"forward"
"200";0.5;1;0;0.5;"forward"
"201";-3.0427919738923e-154;0;0.0050251256281407;NA;"forward"
"202";-2.83982561468184e-153;0.0050251256281407;0.0050251256281407;NA;"forward"
"203";-3.46633709234864e-152;0.0100502512562814;0.0050251256281407;NA;"forward"
"204";-4.21622734070515e-151;0.0150753768844221;0.0050251256281407;NA;"forward"
"205";-5.09675156303603e-150;0.0201005025125628;0.0050251256281407;NA;"forward"
"206";-6.09554051774486e-149;0.0251256281407035;0.0050251256281407;NA;"forward"
"207";-7.22590477020281e-148;0.0301507537688442;0.0050251256281407;NA;"forward"
"208";-7.39173971211941e-147;0.0351758793969849;0.0050251256281407;NA;"forward"
"209";-8.40951772630694e-146;0.0402010050251256;0.0050251256281407;NA;"forward"
"210";-9.02902382570448e-145;0.0452261306532663;0.0050251256281407;NA;"forward"
"211";-8.3941051773984e-144;0.050251256281407;0.0050251256281407;NA;"forward"
"212";-5.11548798004336e-143;0.0552763819095477;0.0050251256281407;NA;"forward"
"213";3.34812096930651e-142;0.0603015075376884;0.0050251256281407;NA;"forward"
"214";2.46060386566491e-140;0.0653266331658292;0.0050251256281407;NA;"forward"
"215";6.03723164074845e-139;0.0703517587939698;0.0050251256281407;NA;"forward"
"216";1.31233827161296e-137;0.0753768844221106;0.0050251256281407;NA;"forward"
"217";2.83080745770881e-136;0.0804020100502513;0.0050251256281407;NA;"forward"
"218";4.96910956370833e-135;0.085427135678392;0.0050251256281407;NA;"forward"
"219";1.00367712071329e-133;0.0904522613065327;0.0050251256281407;NA;"forward"
"220";1.69038009907147e-132;0.0954773869346734;0.0050251256281407;NA;"forward"
"221";3.17344443271306e-131;0.100502512562814;0.0050251256281407;NA;"forward"
"222";6.0958662609798e-130;0.105527638190955;0.0050251256281407;NA;"forward"
"223";1.1896894668606e-128;0.110552763819095;0.0050251256281407;NA;"forward"
"224";2.38111377527149e-127;0.115577889447236;0.0050251256281407;NA;"forward"
"225";4.2658837507573e-126;0.120603015075377;0.0050251256281407;NA;"forward"
"226";8.32202034572161e-125;0.125628140703518;0.0050251256281407;NA;"forward"
"227";1.71409303242424e-123;0.130653266331658;0.0050251256281407;NA;"forward"
"228";3.51114970729825e-122;0.135678391959799;0.0050251256281407;NA;"forward"
"229";7.18179508062022e-121;0.14070351758794;0.0050251256281407;NA;"forward"
"230";1.47136100287289e-119;0.14572864321608;0.0050251256281407;NA;"forward"
"231";2.78434960385802e-118;0.150753768844221;0.0050251256281407;NA;"forward"
"232";6.00666437476253e-117;0.155778894472362;0.0050251256281407;NA;"forward"
"233";1.32376210715031e-115;0.160804020100503;0.0050251256281407;NA;"forward"
"234";2.90621282351574e-114;0.165829145728643;0.0050251256281407;NA;"forward"
"235";6.38455758381788e-113;0.170854271356784;0.0050251256281407;NA;"forward"
"236";1.47594574025743e-111;0.175879396984925;0.0050251256281407;NA;"forward"
"237";3.46531603467424e-110;0.180904522613065;0.0050251256281407;NA;"forward"
"238";8.14699872676704e-109;0.185929648241206;0.0050251256281407;NA;"forward"
"239";1.73467220552356e-107;0.190954773869347;0.0050251256281407;NA;"forward"
"240";4.29659039922463e-106;0.195979899497487;0.0050251256281407;NA;"forward"
"241";1.11703388248313e-104;0.201005025125628;0.0050251256281407;NA;"forward"
"242";2.58393511168664e-103;0.206030150753769;0.0050251256281407;NA;"forward"
"243";6.73487884747604e-102;0.21105527638191;0.0050251256281407;NA;"forward"
"244";1.80638027925645e-100;0.21608040201005;0.0050251256281407;NA;"forward"
"245";4.47401086667835e-99;0.221105527638191;0.0050251256281407;NA;"forward"
"246";1.24511535680934e-97;0.226130653266332;0.0050251256281407;NA;"forward"
"247";3.22273535038413e-96;0.231155778894472;0.0050251256281407;NA;"forward"
"248";9.30909756038782e-95;0.236180904522613;0.0050251256281407;NA;"forward"
"249";2.73536057714803e-93;0.241206030150754;0.0050251256281407;NA;"forward"
"250";7.47937556104552e-92;0.246231155778894;0.0050251256281407;NA;"forward"
"251";2.34040946446309e-90;0.251256281407035;0.0050251256281407;NA;"forward"
"252";6.84443340475009e-89;0.256281407035176;0.0050251256281407;NA;"forward"
"253";2.22250082354338e-87;0.261306532663317;0.0050251256281407;NA;"forward"
"254";6.8229739877051e-86;0.266331658291457;0.0050251256281407;NA;"forward"
"255";2.32311042490078e-84;0.271356783919598;0.0050251256281407;NA;"forward"
"256";7.48598447412745e-83;0.276381909547739;0.0050251256281407;NA;"forward"
"257";2.67575006458786e-81;0.281407035175879;0.0050251256281407;NA;"forward"
"258";9.21787664137114e-80;0.28643216080402;0.0050251256281407;NA;"forward"
"259";3.25535865675316e-78;0.291457286432161;0.0050251256281407;NA;"forward"
"260";1.25956104352345e-76;0.296482412060302;0.0050251256281407;NA;"forward"
"261";4.68401860666457e-75;0.301507537688442;0.0050251256281407;NA;"forward"
"262";1.80199163581292e-73;0.306532663316583;0.0050251256281407;NA;"forward"
"263";7.17473680957481e-72;0.311557788944724;0.0050251256281407;NA;"forward"
"264";2.92633845860008e-70;0.316582914572864;0.0050251256281407;NA;"forward"
"265";1.2288745271444e-68;0.321608040201005;0.0050251256281407;NA;"forward"
"266";5.31954602105538e-67;0.326633165829146;0.0050251256281407;NA;"forward"
"267";2.36533142587654e-65;0.331658291457286;0.0050251256281407;NA;"forward"
"268";1.09044901145437e-63;0.336683417085427;0.0050251256281407;NA;"forward"
"269";5.28066155968199e-62;0.341708542713568;0.0050251256281407;NA;"forward"
"270";2.44027749033462e-60;0.346733668341709;0.0050251256281407;NA;"forward"
"271";1.18908634638368e-58;0.351758793969849;0.0050251256281407;NA;"forward"
"272";6.25219703821953e-57;0.35678391959799;0.0050251256281407;NA;"forward"
"273";3.25862711579698e-55;0.361809045226131;0.0050251256281407;NA;"forward"
"274";1.75964086985403e-53;0.366834170854271;0.0050251256281407;NA;"forward"
"275";9.83500230480997e-52;0.371859296482412;0.0050251256281407;NA;"forward"
"276";5.69232086751937e-50;0.376884422110553;0.0050251256281407;NA;"forward"
"277";3.33969950291014e-48;0.381909547738693;0.0050251256281407;NA;"forward"
"278";2.0757030244202e-46;0.386934673366834;0.0050251256281407;NA;"forward"
"279";1.30859478343868e-44;0.391959798994975;0.0050251256281407;NA;"forward"
"280";8.56630444351926e-43;0.396984924623116;0.0050251256281407;NA;"forward"
"281";5.83518683122345e-41;0.402010050251256;0.0050251256281407;NA;"forward"
"282";4.05049621235584e-39;0.407035175879397;0.0050251256281407;NA;"forward"
"283";3.01581033536244e-37;0.412060301507538;0.0050251256281407;NA;"forward"
"284";2.17565216066503e-35;0.417085427135678;0.0050251256281407;NA;"forward"
"285";1.68505068106716e-33;0.422110552763819;0.0050251256281407;NA;"forward"
"286";1.34340892456389e-31;0.42713567839196;0.0050251256281407;NA;"forward"
"287";1.10865543433206e-29;0.4321608040201;0.0050251256281407;NA;"forward"
"288";9.47141329914635e-28;0.437185929648241;0.0050251256281407;NA;"forward"
"289";8.38247358026795e-26;0.442211055276382;0.0050251256281407;NA;"forward"
"290";7.37377946553782e-24;0.447236180904523;0.0050251256281407;NA;"forward"
"291";7.22415671991221e-22;0.452261306532663;0.0050251256281407;NA;"forward"
"292";7.02944018346678e-20;0.457286432160804;0.0050251256281407;NA;"forward"
"293";7.0430438196465e-18;0.462311557788945;0.0050251256281407;NA;"forward"
"294";7.238055502723e-16;0.467336683417085;0.0050251256281407;NA;"forward"
"295";7.59098381736844e-14;0.472361809045226;0.0050251256281407;NA;"forward"
"296";8.05140277577058e-12;0.477386934673367;0.0050251256281407;NA;"forward"
"297";8.49826688527529e-10;0.482412060301508;0.0050251256281407;NA;"forward"
"298";8.65778758841311e-08;0.487437185929648;0.0050251256281407;NA;"forward"
"299";7.9917508293384e-06;0.492462311557789;0.0050251256281407;NA;"forward"
"300";0.000445066804330415;0.49748743718593;0.0050251256281407;NA;"forward"
"301";0.00549089539695948;0.50251256281407;0.0050251256281407;NA;"forward"
"302";0.0150066217464388;0.507537688442211;0.0050251256281407;NA;"forward"
"303";0.0247495250447118;0.512562814070352;0.0050251256281407;NA;"forward"
"304";0.0343079564969842;0.517587939698492;0.0050251256281407;NA;"forward"
"305";0.0436800585145636;0.522613065326633;0.0050251256281407;NA;"forward"
"306";0.0528711761478213;0.527638190954774;0.0050251256281407;0.0528711761478213;"forward"
"307";0.0618865240863649;0.532663316582915;0.0050251256281407;0.0618865240863649;"forward"
"308";0.0707311184381345;0.537688442211055;0.0050251256281407;0.0707311184381345;"forward"
"309";0.0794097854484816;0.542713567839196;0.0050251256281407;0.0794097854484816;"forward"
"310";0.0879271704291683;0.547738693467337;0.0050251256281407;0.0879271704291683;"forward"
"311";0.0962877461923543;0.552763819095477;0.0050251256281407;0.0962877461923543;"forward"
"312";0.104495821015411;0.557788944723618;0.0050251256281407;0.104495821015411;"forward"
"313";0.112555546166789;0.562814070351759;0.0050251256281407;0.112555546166789;"forward"
"314";0.120470923021011;0.5678391959799;0.0050251256281407;0.120470923021011;"forward"
"315";0.128245809788813;0.57286432160804;0.0050251256281407;0.128245809788813;"forward"
"316";0.135883927886588;0.577889447236181;0.0050251256281407;0.135883927886588;"forward"
"317";0.143388867967578;0.582914572864322;0.0050251256281407;0.143388867967578;"forward"
"318";0.150764095635634;0.587939698492462;0.0050251256281407;0.150764095635634;"forward"
"319";0.158012956860958;0.592964824120603;0.0050251256281407;0.158012956860958;"forward"
"320";0.165138683115842;0.597989949748744;0.0050251256281407;0.165138683115842;"forward"
"321";0.17214439624723;0.603015075376884;0.0050251256281407;0.17214439624723;"forward"
"322";0.179033113101721;0.608040201005025;0.0050251256281407;0.179033113101721;"forward"
"323";0.185807749917647;0.613065326633166;0.0050251256281407;0.185807749917647;"forward"
"324";0.192471126497806;0.618090452261307;0.0050251256281407;0.192471126497806;"forward"
"325";0.199025970175592;0.623115577889447;0.0050251256281407;0.199025970175592;"forward"
"326";0.205474919586375;0.628140703517588;0.0050251256281407;0.205474919586375;"forward"
"327";0.211820528255239;0.633165829145729;0.0050251256281407;0.211820528255239;"forward"
"328";0.218065268011457;0.638190954773869;0.0050251256281407;0.218065268011457;"forward"
"329";0.224211532239413;0.64321608040201;0.0050251256281407;0.224211532239413;"forward"
"330";0.230261638975065;0.648241206030151;0.0050251256281407;0.230261638975065;"forward"
"331";0.236217833856466;0.653266331658292;0.0050251256281407;0.236217833856466;"forward"
"332";0.242082292936333;0.658291457286432;0.0050251256281407;0.242082292936333;"forward"
"333";0.247857125364146;0.663316582914573;0.0050251256281407;0.247857125364146;"forward"
"334";0.253544375944798;0.668341708542714;0.0050251256281407;0.253544375944798;"forward"
"335";0.259146027580411;0.673366834170854;0.0050251256281407;0.259146027580411;"forward"
"336";0.264664003601484;0.678391959798995;0.0050251256281407;0.264664003601484;"forward"
"337";0.270100169993221;0.683417085427136;0.0050251256281407;0.270100169993221;"forward"
"338";0.275456337522495;0.688442211055276;0.0050251256281407;0.275456337522495;"forward"
"339";0.280734263770603;0.693467336683417;0.0050251256281407;0.280734263770603;"forward"
"340";0.285935655076652;0.698492462311558;0.0050251256281407;0.285935655076652;"forward"
"341";0.291062168396146;0.703517587939699;0.0050251256281407;0.291062168396146;"forward"
"342";0.296115413079061;0.708542713567839;0.0050251256281407;0.296115413079061;"forward"
"343";0.301096952571462;0.71356783919598;0.0050251256281407;0.301096952571462;"forward"
"344";0.306008306044478;0.718592964824121;0.0050251256281407;0.306008306044478;"forward"
"345";0.31085094995424;0.723618090452261;0.0050251256281407;0.31085094995424;"forward"
"346";0.315626319536167;0.728643216080402;0.0050251256281407;0.315626319536167;"forward"
"347";0.320335810236827;0.733668341708543;0.0050251256281407;0.320335810236827;"forward"
"348";0.324980779086385;0.738693467336683;0.0050251256281407;0.324980779086385;"forward"
"349";0.329562546014505;0.743718592964824;0.0050251256281407;0.329562546014505;"forward"
"350";0.334082395112419;0.748743718592965;0.0050251256281407;0.334082395112419;"forward"
"351";0.338541575843709;0.753768844221106;0.0050251256281407;0.338541575843709;"forward"
"352";0.342941304206231;0.758793969849246;0.0050251256281407;0.342941304206231;"forward"
"353";0.347282763847465;0.763819095477387;0.0050251256281407;0.347282763847465;"forward"
"354";0.351567107135462;0.768844221105528;0.0050251256281407;0.351567107135462;"forward"
"355";0.355795456187439;0.773869346733668;0.0050251256281407;0.355795456187439;"forward"
"356";0.359968903857972;0.778894472361809;0.0050251256281407;0.359968903857972;"forward"
"357";0.364088514688619;0.78391959798995;0.0050251256281407;0.364088514688619;"forward"
"358";0.368155325820737;0.78894472361809;0.0050251256281407;0.368155325820737;"forward"
"359";0.372170347873134;0.793969849246231;0.0050251256281407;0.372170347873134;"forward"
"360";0.376134565786142;0.798994974874372;0.0050251256281407;0.376134565786142;"forward"
"361";0.380048939633596;0.804020100502513;0.0050251256281407;0.380048939633596;"forward"
"362";0.383914405404135;0.809045226130653;0.0050251256281407;0.383914405404135;"forward"
"363";0.387731875753183;0.814070351758794;0.0050251256281407;0.387731875753183;"forward"
"364";0.39150224072687;0.819095477386935;0.0050251256281407;0.39150224072687;"forward"
"365";0.395226368459125;0.824120603015075;0.0050251256281407;0.395226368459125;"forward"
"366";0.398905105843086;0.829145728643216;0.0050251256281407;0.398905105843086;"forward"
"367";0.402539279177936;0.834170854271357;0.0050251256281407;0.402539279177936;"forward"
"368";0.406129694792193;0.839195979899497;0.0050251256281407;0.406129694792193;"forward"
"369";0.409677139644469;0.844221105527638;0.0050251256281407;0.409677139644469;"forward"
"370";0.413182381902635;0.849246231155779;0.0050251256281407;0.413182381902635;"forward"
"371";0.416646171502286;0.85427135678392;0.0050251256281407;0.416646171502286;"forward"
"372";0.420069240685382;0.85929648241206;0.0050251256281407;0.420069240685382;"forward"
"373";0.423452304519874;0.864321608040201;0.0050251256281407;0.423452304519874;"forward"
"374";0.426796061401083;0.869346733668342;0.0050251256281407;0.426796061401083;"forward"
"375";0.430101193535605;0.874371859296482;0.0050251256281407;0.430101193535605;"forward"
"376";0.433368367408419;0.879396984924623;0.0050251256281407;0.433368367408419;"forward"
"377";0.436598234233897;0.884422110552764;0.0050251256281407;0.436598234233897;"forward"
"378";0.439791430391348;0.889447236180904;0.0050251256281407;0.439791430391348;"forward"
"379";0.442948577845719;0.894472361809045;0.0050251256281407;0.442948577845719;"forward"
"380";0.446070284554039;0.899497487437186;0.0050251256281407;0.446070284554039;"forward"
"381";0.449157144858164;0.904522613065327;0.0050251256281407;0.449157144858164;"forward"
"382";0.452209739864366;0.909547738693467;0.0050251256281407;0.452209739864366;"forward"
"383";0.455228637810269;0.914572864321608;0.0050251256281407;0.455228637810269;"forward"
