"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd";"Site_ID";"Method";"Type"
"39";0.576836;2.48803566460363;1.46171970975951;-0.16489368274923;0.0216614919871795;0.0289828040061749;0.585174146285612;0.988095150899608;1.73357376890951;8.72519179324896;-1.24705601329927;39;"rejection";"Obs"
"140";0.577907407407407;2.50693582622226;1.46741412935306;-0.181940469911285;0.0204744840859898;0.0257904433743967;0.464570177525515;0.980921421977008;1.67925288809319;8.06483389060138;-0.980024073074634;39;"rejection";"Sim"
"40";0.558864;2.4440560133983;1.47556265049543;-0.188233587477216;0.0231890440705128;0.0323844935923256;0.678988797662566;0.971549250117435;1.69854525342561;7.11515886907669;-1.61876825590782;40;"rejection";"Obs"
"142";0.569322222222222;2.4986266585991;1.47909412654312;-0.198634730240431;0.021207224614154;0.0267832200213523;0.529052269786173;1;1.64264278855134;6.46746171811392;-1.33814424047702;40;"rejection";"Sim"
"41";0.586568;2.5236756842812;1.45918790587325;-0.216217216468243;0.0218936458333333;0.0416137606006662;0.637571502522732;0.979246515939702;1.76808314220633;9.51668520726795;-1.06939253085941;41;"rejection";"Obs"
"143";0.581355555555556;2.52704527064884;1.46946408678663;-0.217609474647535;0.021079372008303;0.0349086779240411;0.528127383534628;0.957670105889571;1.70147056541663;9.10114985744557;-0.810238220024335;41;"rejection";"Sim"
"42";0.59464;2.54324273642477;1.45326543680334;-0.190225390010627;0.0214172508012821;0.0445461416669847;0.606378386256158;0.988167593040156;1.78771893489533;10.4984152729313;-0.862541244680038;42;"rejection";"Obs"
"144";0.586343209876543;2.53501844107025;1.46408731222066;-0.199493137313559;0.0206076645660622;0.037407284742917;0.498126518398473;0.945740859539114;1.72513333497787;9.95570339246457;-0.700569285888709;42;"rejection";"Sim"
"43";0.577048;2.48773602523521;1.46124530021256;-0.181719886400942;0.0215056818910256;0.0404744592108688;0.622563024644236;0.983625618730126;1.74422484862205;9.26445997083434;-1.15714384432511;43;"rejection";"Obs"
"145";0.575293827160494;2.50047230666327;1.46936356822961;-0.186027425000241;0.0206101116953698;0.0339320330443859;0.495211085167476;0.946130039933512;1.68206055184371;8.81174963471961;-0.892971810244057;43;"rejection";"Sim"
"44";0.597728;2.55203147213719;1.45153374642148;-0.228953712219924;0.0215903966346154;0.0335211940837843;0.602372374562496;0.990079368338214;1.82406558060013;11.0521077952043;-0.775141359461936;44;"rejection";"Obs"
"146";0.589958024691358;2.5413233921953;1.46042069650937;-0.222603614329755;0.0203115081147443;0.0300998757309409;0.467571410469869;0.93509533368968;1.75010072362634;10.169690787177;-0.667084547169154;44;"rejection";"Sim"
"45";0.609416;2.58674387360831;1.44565635325856;-0.233907560895389;0.0207809479166667;0.0296022065461423;0.54668649075786;0.988217123765559;1.87768416984923;11.1307361695678;-0.697100790869847;45;"rejection";"Obs"
"147";0.600246913580247;2.56470729528126;1.45227327443133;-0.227683151281039;0.0195681713245171;0.0260832708976573;0.405918728106253;0.951999655254405;1.788573758543;10.0934312058593;-0.620215540047064;45;"rejection";"Sim"
"46";0.592344;2.5371997089111;1.45476669813703;-0.179326377874178;0.0214745857371795;0.0353892735264239;0.581237240540277;0.979546567446917;1.81129630399771;10.5519689255128;-0.888533559341415;46;"rejection";"Obs"
"148";0.583372839506173;2.52607526262077;1.46562949744354;-0.186665318303437;0.0207303543891056;0.0306604562233179;0.484047215168354;0.937246523746658;1.7281856293071;9.91920518286018;-0.719085660604086;46;"rejection";"Sim"
"47";0.615868;2.61406708512146;1.44566815013632;-0.25604607599164;0.0206499326923077;0.038396510253185;0.58516543307946;0.98771919761642;1.87054868927795;11.0542697665404;-0.657462028606768;47;"rejection";"Obs"
"149";0.60498024691358;2.58258274912447;1.45135980244937;-0.244445159601313;0.0196690115997104;0.0293549305547192;0.430642117087165;0.955415383534568;1.8014214908692;9.99548671667813;-0.602472714200715;47;"rejection";"Sim"
"48";0.622412;2.62924821549364;1.4408644955304;-0.262300943629644;0.0202617043269231;0.0346220253684429;0.540830128016152;0.99353778130228;1.90372415402356;11.3397006987722;-0.588947513418353;48;"rejection";"Obs"
"150";0.612230864197531;2.60351932684901;1.4475082626177;-0.249036372050307;0.0192716181859354;0.0257603836158105;0.403213454505661;0.968722730847413;1.82471476532751;9.87179792574396;-0.574230813887114;48;"rejection";"Sim"
"49";0.60564;2.57556220548925;1.44757017910973;-0.24357104173838;0.020703609775641;0.028607385570062;0.557524364794178;0.969307866656387;1.8434835173931;10.8268011403088;-0.734401563090635;49;"rejection";"Obs"
"152";0.600238271604938;2.56561338049005;1.45265640158676;-0.217511563376677;0.019401011422187;0.0189562220638813;0.385203479771189;1;1.77437221809139;9.80688156625028;-0.629719048545371;49;"rejection";"Sim"
"50";0.627092;2.64443675422211;1.43914109025325;-0.251534017613956;0.0200398709935897;0.028788389287868;0.514697158257833;0.996800788375771;1.93904455549663;11.123587410895;-0.559342105969182;50;"rejection";"Obs"
"153";0.617883950617284;2.62229208350032;1.44551381475866;-0.245483303794117;0.0190086740165097;0.0214496785507322;0.389612188294988;0.996717744858919;1.84979262883515;9.60544972461002;-0.555284565034177;50;"rejection";"Sim"
"51";0.635024;2.66687269278077;1.43501439441915;-0.273342809571337;0.0195449711538462;0.0156196719450409;0.470337937426208;0.987131127374151;1.93222621468202;10.7240352854356;-0.554371917734044;51;"rejection";"Obs"
"154";0.622834567901234;2.63710812538263;1.44317300400556;-0.24962430850077;0.0189507760566385;0.0162890270714557;0.386181165933723;0.996724033842716;1.85999507875324;9.46960865173836;-0.541057464624862;51;"rejection";"Sim"
"52";0.619408;2.62287096015341;1.44327725096441;-0.233369946079422;0.0205621786858974;0.0357493163256842;0.553419569251101;0.990324654671574;1.88896823997837;11.1901913382672;-0.613003070776468;52;"rejection";"Obs"
"155";0.609060493827161;2.59327281004682;1.44877063516371;-0.237883440975795;0.0194118890748785;0.0275648147766352;0.411256759218008;0.959620343595034;1.81721300084888;9.94202857144762;-0.584409370688159;52;"rejection";"Sim"
"53";0.641388;2.68996161018711;1.43368395514423;-0.29148355773098;0.0192121522435897;0.0268598883458966;0.494890958755952;0.993641258996444;1.97155376442473;10.5748761533807;-0.509785672625649;53;"rejection";"Obs"
"156";0.630082716049383;2.663961651203;1.44174875467647;-0.258719798652326;0.018742274624153;0.0237422842294382;0.397878740885306;1;1.89866585165069;9.22645317497859;-0.516712379840893;53;"rejection";"Sim"
"54";0.64786;2.70529869624329;1.42932507582107;-0.268540111570842;0.0188528990384615;0.028530533336319;0.454893830021443;0.970285978049505;1.96072170470991;10.2411520145165;-0.498334129863399;54;"rejection";"Obs"
"157";0.635558024691358;2.67668522241514;1.43785025539636;-0.257584758667159;0.0183416355265494;0.0219473263451348;0.360920234330045;0.98531145668147;1.90888156209262;9.12242419078115;-0.50257766478261;54;"rejection";"Sim"
"55";0.63186;2.66159347437321;1.43802881962653;-0.220986954236654;0.0198621658653846;0.032378906599242;0.529010356901129;0.991755321223011;1.92997544700586;10.7776059887297;-0.567778579651814;55;"rejection";"Obs"
"158";0.620346913580247;2.63360596466003;1.44585118644667;-0.237127344982559;0.0190864447717755;0.0243443661096287;0.412470433427604;0.999181349814422;1.85515259298064;9.50370341748244;-0.548304396586736;55;"rejection";"Sim"
"56";0.650548;2.71550252854282;1.42893301528352;-0.254444724033038;0.0185851826923077;0.0185239074190017;0.45300184120562;1;2.05667470904353;10.3165441130551;-0.479970247152374;56;"rejection";"Obs"
"159";0.640741975308642;2.69221971443146;1.4355128945802;-0.255646129426973;0.0180628031466022;0.0141788608773319;0.328884117980889;1;1.95539471017472;8.85376954212857;-0.487195346741067;56;"rejection";"Sim"
"57";0.6605;2.75443136787081;1.42798548421985;-0.272435648301117;0.0184119326923077;0.0289654680739381;0.467827497629112;0.982248386495683;2.00699148534177;9.51915592385829;-0.465686136169149;57;"rejection";"Obs"
"160";0.650114814814815;2.7258357615728;1.43339165181143;-0.269055481309427;0.0178737654571014;0.0211108408109411;0.358412090251972;1;1.9570695615244;8.54606518026309;-0.467417243627123;57;"rejection";"Sim"
"58";0.644344;2.70011111887787;1.43283298070658;-0.28526541281491;0.0194304615384615;0.0197613243785401;0.449490521797532;0.985390094660073;1.98248601124643;10.4193898806938;-0.507012916464792;58;"rejection";"Obs"
"162";0.634004938271605;2.67425962392498;1.4393992017208;-0.260608585144619;0.0185802628001322;0.0184394863990841;0.366180090840964;1;1.91397551623382;9.11551232688496;-0.505623748156084;58;"rejection";"Sim"
"59";0.662528;2.75851812972373;1.42640792948982;-0.297379707120587;0.0181401891025641;0.0297077636635098;0.459721131917922;0.996834143396275;2.0399221490322;9.76481244099586;-0.453100293811207;59;"rejection";"Obs"
"163";0.651417283950617;2.72979858023981;1.43284689018709;-0.280506874990904;0.0178459786338291;0.0205456655736386;0.353996952514186;1;1.97155451147389;8.5081159224489;-0.463907204882586;59;"rejection";"Sim"
"60";0.669208;2.78044789981888;1.42427638163777;-0.317450634629189;0.0180831810897436;0.0317496794598703;0.453602597400085;0.979151627791812;2.04089017912098;9.5218925167357;-0.444703101088796;60;"rejection";"Obs"
"164";0.65762962962963;2.75257202057392;1.43165573489835;-0.288522020035581;0.0177379102621892;0.0235264758941835;0.369845385090205;1;1.98233646976353;8.30607080502114;-0.451526372605621;60;"rejection";"Sim"
