"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd";"Site_ID";"Method";"Type"
"1";0.9105;3.69181768259198;1.39988031348928;-1.31361659113243;0.0100120192307692;0.126335951047086;1.27724761286098;1;1.68462066513307;3.31141590383213;-0.0951901870037489;1;"rejection";"Obs"
"2";0.876408641975309;3.60606654498119;1.41454759291234;-1.32522613216319;0.0137876353281723;0.104323331097795;1.29835095589387;1;1.50374734322954;2.78194428995375;-0.133789337846353;1;"rejection";"Sim"
"21";0.7486;3.08950040074806;1.41755987874362;-0.429148036322336;0.0180519230769231;0.0931516917604724;0.88373814169729;0.922119519301134;2.20499227068258;8.53730874550103;-0.310200383882383;2;"rejection";"Obs"
"11";0.722712345679012;3.00825176407561;1.42611510365284;-0.430894238182237;0.0174462371790142;0.0573962147205039;0.585447719698548;0.983210064147695;2.10496571069453;6.14522720420937;-0.335581657137833;2;"rejection";"Sim"
"3";0.6577;2.74106735593736;1.42735376918402;-0.254779323894514;0.01986875;0.0954359837226404;0.842144619127353;0.920455096441614;2.11465262186112;12.0981178756129;-0.496429743482258;3;"rejection";"Obs"
"12";0.629592592592593;2.67415115766095;1.44634594699111;-0.257094309957821;0.0192063758304031;0.0492144657413323;0.474290587286268;0.918286304423071;1.85986293884835;9.26100323395056;-0.516916043430163;3;"rejection";"Sim"
"4";0.5653;2.40757120113214;1.44901715427111;-0.299773264446394;0.0235298076923077;0.0652565401961052;0.780262728447572;0.860815328889402;1.76687901532463;9.11987306832395;-1.31714150243157;4;"rejection";"Obs"
"13";0.562791358024691;2.46386675481208;1.4766465816307;-0.25916237656352;0.0212988087417976;0.046326142710525;0.544427058959356;0.894234758058561;1.6647400543856;8.25537399529101;-1.05939022430766;4;"rejection";"Sim"
"5";0.4966;2.15747080144986;1.46890701628086;-0.024109984959398;0.0220862780448718;0.0466761375403196;0.778043526314977;1;1.5696388778044;2.89433076282543;-3.18931702262666;5;"rejection";"Obs"
"14";0.49758024691358;2.25563101951594;1.51184872304963;-0.0549199286090979;0.0216247322778712;0.0332474830371547;0.508961502299186;0.900588427631557;1.53542514346161;3.08941617697236;-2.80323816152914;5;"rejection";"Sim"
"6";0.4333;1.95661204708054;1.50753938040895;0.0667390661577738;0.0249472756410256;0.0207970405133262;0.861630427956086;1;1.64930375589509;2.2199275864118;-4.43121687886465;6;"rejection";"Obs"
"15";0.452175308641975;2.14885959322766;1.55921829700773;-0.0354972272173554;0.0233513177703596;0.0298529500203634;0.643625705941948;0.875821968444978;1.53777470435901;2.33099433056877;-3.41539462253804;6;"rejection";"Sim"
"7";0.3617;1.78379872822781;1.59568534731709;0.154454663006494;0.0250819911858974;0.0503067829892291;1.01114845832498;1;1.50349490171699;1.5904513395874;-5.09946650780287;7;"rejection";"Obs"
"16";0.424333333333333;2.10518251838594;1.60253584832383;0.000441611438614302;0.0250094498124775;0.0494991027438572;0.811173788350227;0.868386501642361;1.53410265662847;1.98330720900331;-3.72992404318804;7;"rejection";"Sim"
"8";0.3138;1.54811982154238;1.59604061495234;0.376684712637399;0.0236173477564103;0.103498777118828;0.997824875778187;1;1.45517657728636;1.3699196924159;-5.52146091786225;8;"rejection";"Obs"
"17";0.386214814814815;2.01254749477665;1.65217069241104;0.0830060011798276;0.0258959753320008;0.0717543123422333;0.944164432692627;0.857242366853771;1.20109017016535;1.76457861644352;-4.13781247099169;8;"rejection";"Sim"
"9";0.2347;1.38474648487431;1.77496425559792;0.44072186418437;0.0231466947115385;0.114611901833836;1.23942270961787;0.427874971459506;1.4921444925321;1.21053531712653;-5.80914299031403;9;"rejection";"Obs"
"18";0.299254320987654;1.86329299025609;1.83085387919803;0.243038065841617;0.0275011969127505;0.107203111584055;1.31115149840908;0.455233640078403;0.740965613670694;1.36926243329491;-4.93948442546103;9;"rejection";"Sim"
"10";0.1767;1.24391624221845;1.95156656230036;0.758850842739677;0.0204535857371795;0.168847688099326;1.51865810266836;0.443358623720311;1.49978337557039;1.12379057999994;-5.99146454710798;10;"rejection";"Obs"
"19";0.241740740740741;1.80659398448367;2.0169393288728;0.452823665626021;0.0286238278843809;0.156589042053663;1.67923638521396;0.477971861851919;0.629109483263413;1.2684657688558;-5.14423641464647;10;"rejection";"Sim"
