"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"1";0.0934055489570165;0.167198842350634;0.030657243570293;0.142170418404718;0.0365238098788756;0.208481502753819;0.0951431283511286;0;0.41566709867605;0.216862775938598;0.0171769227311215
"2";0.118337532049404;0.175733643580578;0.0249242184206173;0.147511429519977;0.0178328693672472;0.196881296727963;0.101240002496971;0.341868487209797;0.137027568865145;0.515364624164558;0.0143633043586966
"3";0.162704642057403;0.0983252756240149;0.0431779284371016;0.129345254237726;0.0154006997124962;0.238091017217338;0.11499663568782;0.0108074033530932;0.332962186308793;0.357437302782428;0.0154616125667483
"4";0.0653369530264907;0.061272952411855;0.0628171602012141;0.135293708889578;0.0252405194588075;0.116629148730306;0.0772985231794835;0.246242670289487;0.210886236459653;0.199616076677536;0.164387111941025
"5";0.103902457247462;0.08445176066956;0.10273351933245;0.10946963514125;0.0196865553595884;0.101704744606899;0.0871723216063128;0.433810246226903;0.0945394568602884;0.100936291505051;0.182440855419084
"6";0.126042491569242;0.132514456740448;0.134949149133872;0.187252381462624;0.0257719379834044;0.119442652825795;0.0827190671047233;0.511308756638527;0.258205290045982;0.0593343756347682;0.328188182066434
"7";0.252960552054801;0.195344366179549;0.113760193866784;0.239874883385509;0.0270654700555085;0.152709414439221;0.0972230648303864;0.541974197366958;0.0850665059951045;0.111035765884386;0.371705629989233
"8";0.25503528485502;0.248690249217841;0.182691865418549;0.340321111149351;0.0295202278945014;0.219001752986548;0.0610770668188653;0.588073260714641;0.993276197339421;0.107504063739182;0.341565421836947
"9";0.183769674923061;0.235033584449458;0.260736853096648;0.229623698178369;0.0422776683810261;0.158503923854322;0.0637761699987369;0.179521520873174;1.96890370550063;0.0433074862416999;0.202891388471346
"10";0.16640830269979;0.258918761254112;0.36014685958654;0.280818627543694;0.073222945513618;0.240237716448254;0.095544888215187;0.206018035994812;2.27665642975767;0.0388966460319155;0.190122571942054
"11";0.191041382764095;0.459790824420959;0.0374515050548862;0.170009790339404;0.0762668355523539;0.515543742177544;0.365620923885118;0;0.279974851801672;0.626040956611132;0.0262329467375721
"12";0.0972829493527066;0.0487201142113924;0.0601297711567135;0.173345293384685;0.0323889451203766;0.104451714940646;0.111104637624899;0.0310348406576921;0.183411296666145;0.128154284379826;0.324407124665923
"13";0.106199289265641;0.057380099588196;0.0840088219482681;0.155681713297921;0.0307391167946163;0.104642172707606;0.118720827304727;0.373659164841846;0.306945813682654;0.15070435625196;0.193907841733435
"14";0.102942889185441;0.0921457001684973;0.114922004662521;0.141684215970881;0.0323118234374708;0.134081135798761;0.115141418541669;0.505775193014941;0.440119430959138;0.0609487417732419;0.261737385904991
"15";0.229260626917255;0.188147343744834;0.139175646729836;0.189568947154919;0.036225360295004;0.20284679045685;0.145479119158387;0.516669591429662;0.167919235431094;0.108169859430631;0.347469844961785
"16";0.25168958524514;0.229793222148579;0.215062179585544;0.195487345313456;0.0461413973344655;0.326340064836863;0.137407089793074;0.51847774365828;0.160398635245342;0.0409504798501689;0.264689030503147
"17";0.317421991605975;0.303531435087862;0.32951523175515;0.385716788159835;0.0788773906230542;0.5213799900438;0.136526618083086;0.575701402143352;1.07449966406457;0.103791535151465;0.328143526509956
"18";0.133651810784317;0.230316735909482;0.356330378311942;0.226126343921546;0.0569891734605636;0.308987076801077;0.0635468323973186;0.195835916304544;1.95058875142182;0.0407724942488608;0.183186453791774
"19";0.20901740652547;0.303488090429753;0.365574427713407;0.27807925848662;0.121943677948833;0.336837824132951;0.160395986802871;0.692281787192777;2.2181305959629;0.0832729809647543;0.329775106510925
"20";0.108094268796087;0.0610966200986217;0.0680128283670429;0.324764768930992;0.0718661481313532;0.237664468481254;0.161730105589207;0.0314256922402989;0.341445912765688;0.192056466363036;0.322739672943556
"21";0.106450999109064;0.0650111033054441;0.104783381162515;0.149331707732317;0.0444684815758572;0.323640820676248;0.132740740812701;0.469182968434535;0.41211231437653;0.0645580308282113;0.245893747831959
"22";0.193748788809127;0.134185284210271;0.153894988606235;0.214859477888122;0.0554716481778079;0.237573740302761;0.189694187209452;0.515273240738787;0.273117716049006;0.058461172245061;0.307732207944991
"23";0.304650597957644;0.240455197301287;0.135472646774052;0.261524248194059;0.0304215454957454;0.190353336198257;0.102783629571035;0.538822435950701;0.131616740827168;0.107580206137026;0.376979817551917
"24";0.276411233802224;0.256082617398549;0.17600884456223;0.268747122916019;0.0454668645514357;0.226874124062755;0.102314185086793;0.595311886219639;1.17873772685653;0.107451212441808;0.340718466932917
"25";0.258757357832092;0.257063659296958;0.296459118580087;0.2540498351445;0.0637863412110905;0.183921979948758;0.0880009383271961;0.634197189902253;1.46653099752422;0.0969584319390762;0.327151665506109
"26";0.281600462798455;0.331713036901179;0.389449246200302;0.411049628881097;0.113728107924365;0.287770338522083;0.130100882714925;0.645163410060181;1.98911165866027;0.0953550715748716;0.331525629078932
"27";0.131764577851041;0.299617199212949;0.271114733150037;0.243877008778458;0.109299520289502;0.332720735452836;0.164709408863249;0.347997971220221;2.2544995814824;0.0506614105034791;0.188933672424191
"28";1.03277792608512;0.935455850006219;0.796486301706604;0.989579837646543;0.57171110973678;0.477569868317493;0.679450405467229;0.473638387997923;0.819092580254124;0.366205221896476;1.08246024523647
"29";0.119839703097023;0.188773470161061;0.0210196450416558;0.144131845329778;0.0141081390860737;0.0940869109614619;0.0697826392816455;0.353571686635766;0.132488970091343;0.494747754738489;0.0151522763235026
"30";0.205865064059842;0.160993799247673;0.0513693186158229;0.155684982450123;0.019469345275376;0.169006943665307;0.067465537412913;0.0200409528441006;0.290691657207397;0.390683836414445;0.0246670611433388
"31";0.132402471403375;0.0570585183262122;0.0415225709153916;0.130483867381437;0.0161895565581071;0.124988987826114;0.0818146996389754;0.280997402464546;0.163977925075475;0.254739287368671;0.0370344670553328
"32";0.0963724125618778;0.0380157294990505;0.0588057365387;0.15836428193806;0.0234887834802117;0.113477372816972;0.0662368621760152;0.0135595160483966;0.314445028230137;0.132766237298884;0.209660763698653
"33";0.198160013451513;0.0564152319456852;0.131505211218066;0.134823955192344;0.0195875560865565;0.124377416620349;0.0730076463018167;0.210582900849482;0.323732219584966;0.128127276264397;0.158476204845065
"34";0.105865878687349;0.111624235792171;0.117799262437916;0.200205058624977;0.0223841499200833;0.116798353380542;0.0736814554833024;0.498896776098984;0.0537957849016977;0.0664666827103792;0.258596133384668
"35";0.0881527479302324;0.149062236654688;0.207132007013167;0.121007121314463;0.0174567865748246;0.179588135305854;0.0669529301139401;0.270190114986172;0.147517830523187;0.0299898589824767;0.197157731407099
"36";0.0948490278826431;0.171711222359149;0.269725416529874;0.113579675236754;0.0206820206933004;0.346554829464064;0.0446429045801883;0.150242084752721;1.33146262320001;0.0386360378003563;0.148005980181228
"37";0.296102180073578;0.280001716055451;0.183378201771229;0.133637206077447;0.0444766300281071;0.264109951342129;0.0699342643922682;0.356869803236976;0.0821768721321793;0.0558878070854654;0.22236600051979
"38";0.186839959248167;0.336539754352724;0.0464601017400638;0.180616904612084;0.0416220617553767;0.285222967236707;0.189976856693566;0;0.232798820626733;0.658807829501615;0.025713383805539
"39";0.148921656817119;0.133868042974425;0.0363597688178141;0.126589343054439;0.0425759294548089;0.383162980132484;0.167966818381205;0.21096853595849;0.250799145557004;0.356477015405239;0.0147366891908732
"40";0.082553346823058;0.0734463229227865;0.069763565432097;0.168805240317573;0.0353804096325914;0.162646794425288;0.119204444728349;0;0.347906474954487;0.207227422563217;0.343431010537033
"41";0.106306377976428;0.0761355911463684;0.0953206203226348;0.120716601443728;0.0285343599157141;0.145445302144344;0.126691054572758;0.436283646115133;0.376092761872313;0.109143930974648;0.2269826233199
"42";0.120934812068277;0.119225283177492;0.133403390803097;0.195806350848251;0.0294657602443346;0.239703422536671;0.128840206434408;0.501695658392935;0.275673613850564;0.0555072597319945;0.226613159650447
"43";0.190060551317903;0.177728051147212;0.136031343104257;0.125366888143893;0.0228064716882051;0.24371485531288;0.0829936236721365;0.514414118830572;0.0716029310624428;0.100140977773371;0.335778762170244
"44";0.232667637823445;0.203655421001208;0.132475562404994;0.24938337192273;0.0258465823871437;0.15255969712267;0.088755604973077;0.550534800741361;0.490105311168269;0.105225460849701;0.363541630064434
"45";0.273438372559451;0.247118963867798;0.149318197443426;0.129733765610125;0.026638307120751;0.229992667416446;0.0892822700442066;0.566220176955367;0.844476053615063;0.114547160346315;0.356519904248426
"46";0.375137929265309;0.287698175452265;0.24880894585176;0.284379966312622;0.050536295753243;0.255929019753581;0.14768654365599;0.56117683229721;0.612304171468928;0.129028569619163;0.382643857418406
"47";0.283681160556969;0.281750246734714;0.193930607755217;0.283024346318327;0.0487377958920961;0.165628770406761;0.0596190215332511;0.632591566791165;1.63956071674314;0.107461186997142;0.361706855268244
"48";0.130268543920461;0.0644134693591752;0.0758708144199076;0.260677808934361;0.0565669365959482;0.353892109131022;0.112538798752213;0.0329697247749291;0.273531091206119;0.223206146069954;0.490804864604248
"49";0.125935012997725;0.057298536203488;0.113029144273837;0.251494018782958;0.0569436985181036;0.298558349108847;0.137063326210908;0.414902617234703;0.412807124365712;0.110123760391486;0.252008047489455
"50";0.100479858878605;0.0815167605716195;0.169740338194539;0.256025496317695;0.0462989750029015;0.326217114396632;0.163527281461593;0.509886258851849;0.19166102681542;0.0526364998746474;0.266921978204357
"51";0.194551775484739;0.152809946547569;0.118003805547974;0.301268589774035;0.0482147486713096;0.167056927902245;0.121538046047836;0.519919199042032;0.0339921937447273;0.106190940548458;0.341954525524966
"52";0.163955151497629;0.168650527074548;0.197339460820744;0.21486829283446;0.0349804485914621;0.32629082726571;0.111798967938402;0.314249486625119;0.486793169381033;0.0506359200511662;0.167812078595942
"53";0.348223985668052;0.272232556971599;0.137821597776979;0.332529147934315;0.0334305804256203;0.179518071873517;0.0956325621127382;0.543458013761874;0.257962214521988;0.131461024032376;0.320900672112626
"54";0.313336064687522;0.269874986421374;0.146401521178403;0.30696947215388;0.0365358605491321;0.153441396435768;0.0682765488381957;0.580520753268023;1.2051213813157;0.109805971935168;0.304648437103902
"55";0.207131152243133;0.252541880926382;0.252857817046711;0.261783902834509;0.0598830295392222;0.164546074785856;0.0677332353965654;0.267762311016843;2.0027860350181;0.0386718219418052;0.188486777661541
"56";0.246313453687816;0.280067919564015;0.325961698236598;0.347486343283458;0.0782616108908034;0.220552725617935;0.100043112646378;0.656789211454271;1.80985448064301;0.0900096461779704;0.334739701167445
"57";0.187484588102632;0.26827205079009;0.298185220077078;0.237109221207505;0.0917182481057031;0.260476793670138;0.102913417181856;0.296367552296917;2.35214021492335;0.0370386493472817;0.195900091915021
