"p";"q"
"1";0.309239954014458;0.164696697633061
"2";0.180809016474476;0.150533582872419
"3";0.0251776274100648;0.0933830464342321
"4";0.234823301315977;0.185967057090869
"5";0.282001312579391;0.103679452830964
"6";0.307321253895249;0.107760651914551
"7";0.16670747174778;0.070609966732596
"8";0.440008582220843;0.323741086912246
"9";0.123876851266086;0.108457650371814
"10";0.161770261273129;0.0932094791241992
"11";0.144244864967396;0.134938025053619
"12";0.389219756678751;0.0805518607745652
"13";0.0868279236374212;0.0688446216479006
"14";0.317026710521463;0.215437983222171
"15";0.0211259015422231;0.0262211906552402
"16";0.124612097246008;0.0752834004468469
"17";0.185124633137626;0.0816511496813657
"18";0.204097512632006;0.212441650032261
"19";0.135338078654959;0.0779846092179993
"20";0.0686699183251397;0.0673589732608589
"21";0.104034807099365;0.0473707267786311
"22";0.0731698706412577;0.0718657734793471
"23";0.159321447725845;0.216530722314261
"24";0.206290010872811;0.191107847186513
"25";0.127437350849232;0.154118370549798
"26";0.130123517981513;0.134949337840526
"27";0.127409278148567;0.0634528487775672
"28";0.0893580264147274;0.0909211256288852
"29";0.112144077122108;0.117051232056258
"30";0.256543551329602;0.0896701143146542
"31";0.231380233678323;0.0554684985796168
"32";0.104346336153358;0.0588693228800017
"33";0.103193623322245;0.0862113681638013
"34";0.222588449291968;0.153416504981574
"35";1.2427039437361;NA
"36";0.0915578396539676;0.0801859108858241
"37";0.0758694112573184;0.0187093704105414
"38";0.0979086723596548;0.0674973915507184
"39";0.0868106489822544;0.0988710847972987
"40";0.0520129501024425;0.0644515604972655
"41";0.312334384360249;0.106434571877818
"42";0.211004047818585;0.124796869503901
"43";0.333944336231849;0.306761623496471
"44";0.0590186896772841;0.120041158867429
"45";0.257612949973404;0.154335436116424
"46";0.0598129151400984;0.027292558346946
"47";0.106380253449552;0.224392606787785
"48";0.0865055433801871;0.0781560296656879
"49";0.159043200462109;0.14536638893146
"50";0.179410316193147;0.151535697390326
"51";0.182389227335043;0.0943544328693951
"52";0.161648785784701;0.139406699861842
"53";0.221008958298086;0.0960787617798465
"54";0.0996828773696173;0.0888407451764099
"55";0.076666464432049;0.075965600267972
"56";0.092354624143306;0.147235929130045
"57";0.131121813611012;0.158457240051735
"58";0.0725098627641077;0.0884790006130056
"59";0.138034870607143;0.0990582346507208
"60";0.17461715589928;0.159555910365604
"61";0.188833731239135;0.212665806333195
"62";0.0750553122350764;0.0685029793748511
"63";0.134234477781278;0.124881543628468
"64";0.645831019775435;0.196961333503657
"65";0.0932423861086532;0.143082669358584
"66";0.145628565539653;0.133479853481971
"67";0.0502580861960201;0.0845886659628437
"68";0.189480279498224;0.0971572704013342
"69";0.0616703213775161;0.247381783009804
"70";0.0611188316871294;0.0630786580991398
"71";0.119720217446251;0.104812003758422
"72";0.119329470125588;0.0818024954106213
"73";0.163134569600226;0.252788559212572
"74";0.109357766258063;0.0756002027354315
"75";0.0448405075239535;0.0617647647660186
"76";0.104580410474765;0.160895905826585
"77";0.0512363586499288;0.079906518710582
"78";0.174631487782187;0.0651634384550222
"79";0.0143573569533771;0.033371646832879
"80";0.22151458877609;0.0620551257852909
"81";0.100932653620476;0.114058882743126
"82";0.101259555808471;0.0705137761327298
"83";0.0893976358081793;0.0591948170317581
"84";0.18131200630018;0.125070137147895
"85";0.0934895005369208;0.0662932408091324
"86";0.236236971061298;0.160623132666544
"87";0.0967183324292121;0.101654350093396
"88";0.133053370466328;0.106243037171975
"89";0.1476513182399;0.117040880978671
"90";0.180059019441421;0.134085138408393
"91";0.130683437594883;0.16696262069974
"92";0.21171726852473;0.171293984519659
"93";0.222785428014284;0.127729575515083
"94";0.162384476324578;0.17564537749122
"95";0.118081658915562;0.0817404514885717
"96";0.0897446972443987;0.135143606721443
"97";0.196648721415342;0.102279374394032
"98";0.749514263644318;0.211867380212789
"99";0.129502707165186;0.157781485120322
"100";0.142322679854941;0.121591340964025
