"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd"
"1";0.028307217538215;0.045016714580624;0.00872273425679368;0.17029167202386;0.0336903329395287;0.150646817269042;0.0656952412919663;0;0.101632196314026;0.0617073012320663;0.00549781165226171
"2";0.0582534567519937;0.0841712357410999;0.0347740132998058;0.11077428149181;0.131195680682059;0.162137217968017;0.12428633871743;0;0.10560719422432;0.105063987070377;0.0189787281857623
"3";0.0338687037407473;0.0705508414161477;0.0165744363271426;0.132595268383947;0.0347186439338119;0.155439128319857;0.0572974848393068;0;0.0928932749812219;0.138203373774154;0.00615033252765488
"4";0.0283466472998885;0.0463959217423518;0.0113952625067728;0.119759708463375;0.057294079508965;0.108319398434971;0.0998603685970401;0;0.115331147178885;0.0840864508496661;0.00557643869359116
"5";0.0207246763642552;0.0321299262811278;0.00927213950214964;0.108779684898222;0.0352961325316197;0.124645354082537;0.094266807832669;0;0.12071460279105;0.0582847845837282;0.00412608215172929
"6";0.0257017167996335;0.0335220800576236;0.0171418398428587;0.131575612355035;0.0920229735906967;0.147569265214116;0.132570117657015;0;0.113662865866205;0.0829986063797959;0.00482805079819578
"7";0.0259979424393863;0.0438040131198049;0.0149557642774833;0.16572981609867;0.0711445992842186;0.124691443152274;0.131860564133841;0;0.0970155209677598;0.0579718788642443;0.00510384238477777
"8";0.0319371386522329;0.0555220600571045;0.0121174628831316;0.118261058421345;0.0384792803771434;0.162831667546119;0.0751822349434679;0;0.107056020674736;0.117981807383322;0.00588027378567794
"9";0.0553027040886447;0.0640740366973196;0.0389639127427549;0.1014430253293;0.0753740932594363;0.151933618617568;0.0730772428358773;0.015336214696727;0.0879489447933202;0.195489625961128;0.131810410845689
"10";0.0678186199674563;0.0937193912489346;0.030366665001097;0.22490635974547;0.0790865248195172;0.142973894538736;0.10077333153306;0.00134267140537726;0.111186479361825;0.242617936106734;0.0124679528367029
"11";0.0386953158562719;0.0613437917140088;0.021742656167409;0.136278192498695;0.0908208516028079;0.160388762860048;0.122323438553544;0;0.075244783808378;0.151344095372192;0.00800232293785072
"12";0.0540582527969405;0.0908297374049049;0.0154749840599678;0.239105781384919;0.0440367709672665;0.15759026329155;0.0797169008961983;0;0.150704863813667;0.253325071397081;0.0105640851387096
"13";0.0747138984825194;0.057995847744767;0.189674433855314;0.142553427976433;0.113582081244199;0.266371104533601;0.140242957843399;0.0385816774702452;0.0894670727867247;0.0188102865136181;0.0381943502751782
