"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd"
"1";0.047445059666571;0.0882743901843752;0.0240323676789201;0.105683810092365;0.0836795598347782;0.0964458066515349;0.117402757976802;0.00105631735680877;0.0586000571107902;0.111192308118446;0.0098715152051767
"2";0.0159454389575339;0.0267982799708057;0.00586455897850852;0.172097816921341;0.0104696154589065;0.121257966783591;0.0607329848480043;0;0.128539973167519;0.0718505068113114;0.00319651725372517
"3";0.0482813033475619;0.0770871003123822;0.0205989654667075;0.126328971363016;0.0665417571845691;0.116433312510729;0.11858302557018;0;0.143526506810273;0.191073122572492;0.0143348193867071
"4";0.0550447268375752;0.0737717913036239;0.0390353434781547;0.182621989650125;0.123122031968985;0.170280402220298;0.110077340255311;0;0.08985110661481;0.0920907790389438;0.0223430221612105
"5";0.0446407394955931;0.0696376220867642;0.0245736193748061;0.122783429766001;0.0998457625222498;0.11923513467832;0.134731608343913;0;0.0646280984996453;0.14594643678513;0.00891532707814498
"6";0.0553549040611027;0.0821316132805845;0.0601619949507885;0.12306871250767;0.159475341739189;0.166058631219129;0.131685876741356;0.00717426275670486;0.0651079283862266;0.152971775805528;0.0645513617653345
"7";0.0211727520248317;0.0368181357846992;0.00811023297944961;0.106800011120676;0.0224508310212016;0.119359902902656;0.101951839125009;0;0.100123015900737;0.0876572460268192;0.00374787144969387
"8";0.020925001741128;0.0319385827701785;0.0678898635432344;0.0757621965499313;0.102549696652346;0.153924042071998;0.102258918901552;0.0381611303413762;0.0613258631065995;0.0233026749462422;0.0383102480759705
"9";0.0245625379491243;0.0410482585588929;0.0115929399434118;0.0865791759166003;0.0359707123102415;0.117733257671498;0.0783095915858099;0;0.0616717254650832;0.136378228853512;0.00469946188309791
"10";0.0499022604627195;0.0800933782843758;0.0354359925116225;0.0916217855739029;0.115479319599018;0.13564942317681;0.109939752369914;0.00647782932630972;0.0707547046822228;0.135920415003031;0.0615181053863716
