"p";"q"
"1";0.227457124000848;0.132370593580022
"2";0.0337078413499093;0.0634888581060876
"3";0.00818448158757876;0.0399241257660493
"4";0.0666466858790979;0.0218172721858877
"5";0.591707862783442;0.20513597171462
"6";0.221227882533909;0.126392931359915
"7";0.113421083469762;0.0749826680114394
"8";0.219273834816533;0.193122440040169
"9";0.207607787335972;0.10442074205443
"10";0.109752494638391;0.0778475440802886
"11";0.146557237907668;0.10745051518055
"12";0.0498284206571502;0.0596563533961046
"13";0.0310211374743391;0.0243955216006208
"14";0.405465185089453;0.251301818551991
"15";0.0186906573653469;0.00280198912917355
"16";0.10985874012296;0.0717133648458681
"17";0.0274162462640872;0.042143143005678
"18";0.051383894276857;0.10964480879146
"19";0.0345225002137392;0.0237709655812122
"20";0.0544777677455632;0.0682799323682278
"21";0.0453480902375839;0.0279165643260373
"22";0.0238063767052404;0.0577647507713652
"23";0.14074400174825;0.184700827283594
"24";0.149130777298551;0.17656675641584
"25";0.0793903404723731;0.0783396347295428
"26";0.0253472839184497;0.00338995577956132
"27";0.146347398882028;0.0565369250924572
"28";0.0131576036179021;0.0193715567156042
"29";0.0543635193530976;0.072381109091078
"30";0.100294635028826;0.0543615984956329
"31";0.0453964823429105;0.0429812081605896
"32";0.0268432429040682;0.00280716585431102
"33";0.117874304335456;0.108383756876574
"34";0.112609165682553;0.108491346310621
"35";0.54244726441997;0.299579028441323
"36";0.0512518974341224;0.0388087549319601
"37";0.0467511093039487;0.0631284088440239
"38";0.113549685640524;0.128778498136059
"39";0.145264196987237;0.259844141489449
"40";0.0461461869198015;0.0376111451321665
"41";0.322060887946552;0.0983358362181701
"42";0.0980240156313469;0.0700900555924701
"43";0.101514848630731;0.0312776918195855
"44";0.0638643175291962;0.0864744530129184
"45";0.259608428179832;0.13256128356765
"46";0.0542796155103349;0.017416481736531
"47";0.0374984834070031;0.0123117910982704
"48";0.0810528266252171;0.0738940864732382
"49";0.133917764229911;0.150321518110379
"50";0.222193591023662;0.170182719323923
"51";0.192604948089149;0.116948446059368
"52";0.253305836991181;0.176658808004248
"53";0.0452365288376229;0.0182921852233648
"54";0.133971070789402;0.0680873311814462
"55";0.0163138802070539;0.0192525419640831
"56";0.258592089584114;0.35227067743414
"57";0.17475043974019;0.211334434330921
"58";0.0976514305701188;0.100223313108031
"59";0.0552213523657699;0.0993667212408461
"60";0.18287398487955;0.165671411361932
"61";0.224758898297826;0.245046561215263
"62";0.0375936035647332;0.0432008781272646
"63";0.0300894200250411;0.0619202330179608
"64";0.558078403083253;0.198121049326028
"65";0.0701194415790868;0.100184803233729
"66";0.0498375139031823;0.0243440256618
"67";0.0348367803121191;0.130055210945215
"68";0.0290159980085252;0.0203445710475604
"69";0.166645740651496;0.0503731946847806
"70";0.063719198505704;0.0812347792761564
"71";0.0671193478246457;0.0750542817568923
"72";0.121557262793275;0.0771135916386558
"73";0.204995360699129;0.264113170622753
"74";0.0513753763873569;0.0097648109087122
"75";0.00836531192303572;0.0480985137809254
"76";0.0302063908769975;0.0742177556611835
"77";0.068268449298508;0.0622202729445224
"78";0.0483573146778962;0.110243264536132
"79";0.0327619587306243;0.0255951626916543
"80";0.298123574882642;0.0912152197059336
"81";0.111019853417126;0.105339909815957
"82";0.0803804410821742;0.0677559145685655
"83";0.0464686195666304;0.0319544005162042
"84";0.0352647286397964;0.0236024036802708
"85";0.0397576204705152;0.018774864390304
"86";0.267629043695951;0.0770379374369346
"87";0.112425531735596;0.140905956869067
"88";0.0924271493024337;0.0758297328680435
"89";0.139912894311214;0.300886151654508
"90";0.146303109424201;0.0743588925333646
"91";0.10773347918135;0.131776226692045
"92";0.269309534493967;0.261681168697301
"93";0.101840992807883;0.036225615634593
"94";0.121763491543385;0.18132845015433
"95";0.141798204351185;0.0883760015495073
"96";0.0851006267903282;0.140798209393068
"97";0.125859273879483;0.0820343416441503
"98";0.484177544148299;0.136197167903128
"99";0.0812952451558877;0.141020768989577
"100";0.10675990367015;0.0752145329033055
