"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd"
"1";0.0439939638442195;0.0617239613591403;0.0147952636443627;0.128070119885089;0.0528457059865862;0.108073372833423;0.082390570562289;0;0.0833686661068175;0.0620250779827625;0.00870308608400243
"2";0.0760829107871195;0.106549688847586;0.0391233054872125;0.120313134529357;0.123491068423694;0.139959831098181;0.126481968633421;0;0.0842951002518973;0.0941899665027721;0.0311542226493568
"3";0.0444849670006253;0.0937977883046197;0.0235309879060478;0.107544268032011;0.0453110871787838;0.100374982431726;0.0873767001302525;0;0.0715636694069662;0.13056950267957;0.0081538461292991
"4";0.0456344504759316;0.0684312192345612;0.0165961930460273;0.101510917756129;0.0671490343486194;0.0709964262367057;0.103419314164796;0;0.0668708630261644;0.134355033440245;0.00907720791233978
"5";0.0417120999071985;0.0613708246301575;0.013348539104577;0.0782096591873871;0.0480235714767455;0.0907058763470908;0.10054359448728;0;0.0871918520340982;0.0699150783105343;0.00840609338840873
"6";0.0400528979490598;0.048564631216174;0.0206644159334081;0.0831309949936814;0.0989646456018443;0.133039881482539;0.140678513401837;0;0.094330681679323;0.105429073927307;0.00790150029714127
"7";0.0432756467760372;0.0657252132347565;0.0205047288787986;0.10180510830294;0.0882345885229867;0.0997868245967548;0.141200572487868;0;0.0937276082725153;0.0725901610001206;0.00879813300124245
"8";0.0541258183779723;0.0850192267611408;0.0200521120502232;0.104126324542128;0.0547658101182019;0.110565838559304;0.0884079712833461;0;0.0676866612334167;0.125024487064483;0.0101327727198823
"9";0.0901631545822463;0.0964157456693483;0.0482813050028095;0.128562430517509;0.0893661806075311;0.110788745062515;0.0869287602594276;0.0789778849592268;0.112324635121363;0.128732104096893;0.0735039914149529
"10";0.118442891072675;0.151743118062797;0.0459245970706774;0.193911745348047;0.0810803260457472;0.106606925740206;0.109311057547171;0.0886815917374344;0.0830388354313218;0.16693336945138;0.0199975700572853
"11";0.0610792037302378;0.0908159836115422;0.0243161771014674;0.130949792237956;0.0927350807202381;0.142911551426039;0.116558693147349;0;0.0600673269028269;0.142926772007206;0.0121807488933974
"12";0.0862791956159285;0.137467410512047;0.0239181756014466;0.266659930395598;0.0638049446558801;0.0988978440751342;0.103943956785833;0;0.10489857496128;0.200909458082382;0.0162752335091355
"13";0.0613206840307236;0.0939342324666164;0.103764474310369;0.186829324785179;0.195373273597422;0.261712315539119;0.176140811392827;0.039504483415532;0.069527493833621;0.0179164042492628;0.0385379069446833
"14";0.0380190941572555;0.0570076594701097;0.0116516853121219;0.0617665379473993;0.0525517927362467;0.0800350965101772;0.0923090153522103;0;0.0723802700829484;0.0691272878434249;0.00753060480437975
"15";0.104171930919432;0.129830409754174;0.0542304888477285;0.258673684048683;0.0976157589564717;0.242911300505861;0.127383169814527;0.252144302729168;0.21467446386163;0.203096398627212;0.0963028205817024
"16";0.0858755329085603;0.127755127718043;0.0379564912887821;0.130638517696956;0.135636945180713;0.174728641297555;0.119159478581114;0.109438802699464;0.0919253050278168;0.125994469004466;0.0182143655707713
"17";0.0707963081530097;0.0962782030358246;0.0469383094933299;0.163562974311166;0.121773753352866;0.142315069835529;0.129695002052993;0.068212906632202;0.0882527860281097;0.0807550019816057;0.0550864414342003
"18";0.0547897891688919;0.0889528425741758;0.0258300351376193;0.175854264249668;0.0868194234459563;0.100943001692539;0.201715972554827;0;0.0756335311324754;0.130249552797171;0.0108987102542464
"19";0.0689111846366858;0.0824868335400164;0.0286466856844847;0.0810972465661198;0.115759631127401;0.12018577720634;0.106578640027681;0;0.0719756862084025;0.137624031288462;0.0121663828846755
"20";0.0692894408439993;0.07058386291162;0.0393265606293209;0.10780319293746;0.0795942809985094;0.101450984499647;0.0639569531123328;0.109645159430773;0.114439261825425;0.190018131658453;0.0203944554287827
"21";0.0593336640449348;0.069572551503319;0.0353682722345739;0.0795832282101184;0.0994711482403156;0.136048155724477;0.0814672714329436;0;0.0795524800968358;0.192861623455963;0.0118312294631312
"22";0.0874617107808949;0.106806053334095;0.0767377777170102;0.122243673609401;0.0866592611096687;0.149432846972801;0.0655158426383306;0.240496679446402;0.128832516902527;0.226021940684027;0.10981874286819
"23";0.0726403788681769;0.0882166050726758;0.0377953280364801;0.157848452696803;0.1276305998024;0.136234868029769;0.19053263079081;0;0.0874489608131076;0.155307048120678;0.0128871700861028
"24";0.0392837769635621;0.0561427731248822;0.0160407468994481;0.0832078695702139;0.0545609045845313;0.0707716520498474;0.0900963177983306;0;0.0691164359323935;0.10647373426171;0.00748661434129912
"25";0.0275046078388728;0.0823838327796239;0.0566473363664875;0.119331415500889;0.291619678885179;0.18877548539335;0.115413394489665;0.0427244452136763;0.0603679112261788;0.0249273548792987;0.0388428161609209
"26";0.112510493835475;0.132004641539209;0.0614840664512418;0.193899515076526;0.108775050672801;0.188613815078113;0.139493958711525;0.12313572932461;0.109279273914161;0.193508553001395;0.0612970343373041
"27";0.033171700106055;0.0419810228906226;0.0154118889740461;0.0543829698894683;0.0684895987958249;0.0838152641562448;0.108210122823344;0;0.0728048746954951;0.101708789753795;0.00665342412473638
"28";0.0916022477259993;0.117395886826395;0.0658168617458902;0.121754241988928;0.0748257590774317;0.109363223225559;0.0738434227091837;0.0732057844300037;0.10724934212027;0.200916008467053;0.0920054254252068
"29";0.0696489362245762;0.101511912871421;0.0370642129750845;0.122428497810669;0.118802850929342;0.156903229915498;0.1248921593456;0.0904865118401518;0.0892204449608378;0.0845166022761282;0.026192096566436
"30";0.0919297587266238;0.150714015773356;0.0339453401189407;0.191603512399066;0.149929181285184;0.165846703356756;0.139885035858463;0;0.0799211967323964;0.191376771904499;0.0186836555854575
"31";0.0815537773361766;0.0943788672340596;0.0487518395004824;0.157411318380221;0.117237385627377;0.158681756460447;0.0993257127890799;0.19999892787253;0.11754111432224;0.167226964296808;0.0826079249183367
"32";0.145786950443279;0.144804450297856;0.104834265321544;0.140050233728759;0.0956453085233921;0.121319743213559;0.0769782334018308;0.163229987050432;0.1763756889385;0.196419561974337;0.087304531801122
"33";0.0914199118051402;0.0991607496925851;0.0597826607702773;0.140601625465022;0.10407659129132;0.176513991635371;0.121546313603534;0.0875042893367327;0.0734555333215559;0.144304708796666;0.0621036831605423
"34";0.112002332864637;0.156762469998691;0.0700934992994989;0.135118212649213;0.106414538509345;0.199108653120367;0.117755107459528;0.0639915646828717;0.146883513926951;0.183300672318229;0.0754157848578101
"35";0.0573000287638593;0.0700138964762318;0.0289378194892786;0.120734301007324;0.152682993464439;0.128016086361332;0.144522749049557;0;0.11150365779774;0.157355960895981;0.0108790718710854
"36";0.0412070775626337;0.0470352931454498;0.0234735646030514;0.0681041500796681;0.0859549616227604;0.0926985966882391;0.0985520859428333;0;0.073738179077342;0.12998469501155;0.00848902305345
"37";0.0705128807579978;0.109583171333397;0.0340646008353265;0.177617234276805;0.0796325938254698;0.149426146517515;0.11778212565355;0.16066473073041;0.0840410276415682;0.144128530642182;0.0203862540111555
"38";0.12173176710692;0.184609257452947;0.0307135207985375;0.156474082889563;0.0982733557036144;0.186619575120504;0.150518763845829;0.0757882844330106;0.126364343427833;0.197919593379372;0.0195707983193648
"39";0.0272642734370646;0.178934777478023;0.0471726238516235;0.0647589347511154;0.227023383557657;0.140362282435712;0.119754483225169;0.135053894247186;0.133837264712121;0.05893465871618;0.103186074891117
"40";0.12928661701384;0.143227390019219;0.0724826908142677;0.190422010588459;0.101898845672546;0.133469760565274;0.104370110549034;0.0119269819952813;0.0955713771003936;0.0969321805263619;0.0525301600451535
"41";0.0450329568529012;0.0624494451933436;0.0182874659666502;0.0675605401256025;0.0840018927137501;0.0913309742906975;0.112830946154689;0;0.072479433346665;0.123847708509726;0.00867951828549355
"42";0.0653547903867463;0.0803940474278217;0.0217333315777011;0.0804433225261819;0.086293413497439;0.111795726608146;0.167624179271717;0;0.10440147898664;0.0687977785031854;0.0133710227961022
"43";0.0926282714660673;0.114684887374261;0.0385237859723504;0.125977728708455;0.192927077304079;0.226043281318378;0.144891871275411;0;0.130664634047704;0.221531653731833;0.0179455338370618
"44";0.0604173896535339;0.0921810993891695;0.0292734385557404;0.158277617624345;0.0647473874005407;0.113971838292201;0.100035033384505;0;0.0720828971683001;0.181414187441079;0.0115577122104953
"45";0.0489476250623924;0.0631649379874866;0.024832595097571;0.105687539482122;0.12592468601986;0.105175371249537;0.125311743549895;0;0.083383811549771;0.137084831912538;0.0146086410492668
"46";0.112098551313975;0.121516960901961;0.0761980177111802;0.119588680888245;0.112500122684944;0.183579760764919;0.15857882131906;0.0116191320794489;0.0947963180522135;0.115947230024184;0.0400256415327534
"47";0.0740214886723237;0.0857382718365137;0.034604991042534;0.10739963920404;0.133252827658735;0.17117736187541;0.124640699067871;0;0.129232047641515;0.177374320616522;0.0183181419231932
"48";0.0830150239663984;0.117657020682763;0.0641672230750453;0.144509083539621;0.0816160760210478;0.120968389962773;0.0814759064958;0.0520497953278882;0.133783133037502;0.201506371678738;0.0873295926413124
"49";0.0650797289763961;0.0839089391618179;0.0325527564381569;0.133791855993046;0.115903537381924;0.126449620067674;0.134805936326324;0;0.0784758964442399;0.127102544084537;0.0160285797451538
"50";0.0446418720851153;0.0623738106956635;0.0190108777683657;0.0833988196145852;0.0476326412779855;0.0730385796242915;0.0873039925763455;0;0.0627732571940991;0.100074507919324;0.00786988830082636
"51";0.0636137894966219;0.0714161005641767;0.0334292205443795;0.112803896454414;0.131664076043109;0.144401326954999;0.12113924877691;0;0.0999129746419091;0.157590843262904;0.0143014417048005
"52";0.0492868782608607;0.0799817550931532;0.0183533512598952;0.0896683242822188;0.0489902076818608;0.0722896117990479;0.0741963416719468;0;0.0535484451114427;0.138654990198082;0.00900578246403046
"53";0.0424271239288824;0.0557489705290469;0.0168866673907664;0.0671867077541236;0.0731917688802519;0.0855973492722209;0.104890018695363;0;0.0743100184903137;0.126664976749986;0.00789321784826719
"54";0.0889630857029363;0.121467329532223;0.0949625839245683;0.139133219012518;0.18640831441629;0.211371283882178;0.186121522396924;0.157956743708312;0.108593612135059;0.242590086371621;0.0817048735686876
"55";0.0936221036781014;0.127982647204287;0.0375022652807958;0.170739550837791;0.0940171124248208;0.17420831382183;0.112966253857434;0.0466330783180987;0.0967398562408099;0.0848509948805662;0.0347165007658465
"56";0.102081655737657;0.16112906417122;0.084357005990595;0.145031129355461;0.113139561967069;0.239453457125651;0.1027395685659;0.140121093948735;0.112300364998221;0.216445371691607;0.0795250874587228
"57";0.0966288478720465;0.0935755944475741;0.0683096872687994;0.140119819967287;0.0996412710662638;0.191277406635091;0.108766952800496;0.173012562157784;0.11786106899533;0.24575776751762;0.0749724663903152
"58";0.100240258958917;0.132249870798591;0.0411628356629023;0.109444349091765;0.105865550898864;0.147624781033625;0.12507045776905;0.133037795778637;0.0800989603995181;0.106990534292564;0.0278141079299673
"59";0.171845828189912;0.242366745073336;0.0721444688027684;0.354391434497706;0.173286350848602;0.220043795692207;0.207998780023486;0.17148615103679;0.191507428137945;0.221818097938998;0.096883316388203
"60";0.149654241115501;0.173077225803065;0.0926457094480852;0.189170666851213;0.123621851496358;0.171775608548565;0.120674317460433;0.208146319547712;0.178998655032372;0.246983055274531;0.098479089026901
"61";0.0649827893391264;0.107578592166061;0.0667205699751589;0.111791098082183;0.129399188761523;0.150863267176951;0.131744351527077;0.0161120166274328;0.0889779161242491;0.0551050934214751;0.0427987527191123
"62";0.0799253352590248;0.121523140624507;0.0692244683455409;0.140896537454454;0.0775343651968526;0.120187692128847;0.0805735192945274;0.278528497906134;0.0986464941067486;0.16070628212255;0.0647430022347317
"63";0.0785313492850306;0.130372422869117;0.053196851499731;0.170265639563309;0.13567755663296;0.173614236105216;0.143393295207398;0.212039856035708;0.0915923177594922;0.114787366442655;0.0295014543200411
"64";0.0343547894618218;0.0436429571592947;0.0144046087439447;0.0625135840869546;0.0607517091205048;0.10446354485593;0.159709939388307;0;0.0576343495338516;0.0384673653422106;0.00701430905608673
"65";0.0870473627227533;0.130374339768142;0.0907161593949555;0.140768953281498;0.084368971384446;0.102628560493111;0.0683021479471643;0.465139723493736;0.128077206691149;0.193637993895596;0.147666948328414
"66";0.0910818738476578;0.110893039138248;0.0870659604182809;0.146049090673218;0.181855829982029;0.170116263336102;0.200140770953425;0.165203689375036;0.0954043800534158;0.0781236510988755;0.032947015284184
"67";0.0570582967434699;0.0559952749766919;0.149378171428202;0.154315271926273;0.184080341759915;0.269369317094959;0.148373200390183;0.0977522733464892;0.081727939613843;0.0292380162479008;0.0423518219306186
"68";0.0893183060624013;0.114871051875515;0.0314052250192202;0.0982658934547516;0.0610604578823597;0.0728272502286096;0.0709561917451415;0;0.0560056461156521;0.0996185723894965;0.0187261963227813
"69";0.0562610623109391;0.092371255491247;0.024289483491194;0.186789484389873;0.0632804842007407;0.0953098159844382;0.0684034479048086;0;0.102118055089816;0.15328474075759;0.0106197641680404
