"p";"q"
"1";0.166148829733027;0.149742428855728
"2";0.077889309701345;0.0905835733554485
"3";0.0109194361344875;0.16804419717362
"4";0.0789036513158306;0.0824522688348832
"5";0.274116228073828;0.119046882303264
"6";0.170321821244992;0.112483686641179
"7";0.200864972198003;0.107065493543012
"8";0.263709951558672;0.191918302313053
"9";0.139081408185583;0.121333390269496
"10";0.0397898433592646;0.0713474363010033
"11";0.0806029697045196;0.0654954884742587
"12";0.0189003008242032;0.0743168593223782
"13";0.0257089951734516;0.0421953965558223
"14";0.346652964133844;0.240680911231398
"15";0.0237093929933656;0.01088751213511
"16";0.101428055892127;0.0535362672386217
"17";0.0370185403990843;0.0421506026910739
"18";0.152319306022594;0.193794559775558
"19";0.0558880971781974;0.0472966374245766
"20";0.11419414329044;0.0926983467460048
"21";0.0516965457890042;0.0514305531682672
"22";0.0315851363836164;0.0583171349358191
"23";0.155960213251619;0.185433119570148
"24";0.0823135296468075;0.0694245931502151
"25";0.12378210468079;0.146929174183445
"26";0.0582107096739833;0.052237347395018
"27";0.182604471066492;0.0610128753875933
"28";0.0486651404797132;0.0386173173559321
"29";0.0303734056487991;0.026299865512958
"30";0.0966922646733034;0.127676850733591
"31";0.0545139462926896;0.0485525274491533
"32";0.104100415739205;0.0745728914221183
"33";0.0898941415869311;0.0671003380176957
"34";0.0548442562881993;0.0294203407421818
"35";0.435902345366139;0.270624313786858
"36";0.017997745094465;0.0197834733430196
"37";0.0477556427861475;0.0566582186351772
"38";0.0551750181985419;0.0561214748360515
"39";0.150843648239478;0.186535965654278
"40";0.0343098166558789;0.0166090453002527
"41";0.302660392335387;0.086583792882162
"42";0.112770009288468;0.0798254560888859
"43";0.11827294928721;0.0155640948305361
"44";0.0935845395841514;0.123305052041989
"45";0.209225930386693;0.115340667731602
"46";0.11441097621425;0.0376117775119392
"47";0.0418503031107992;0.0201262794396595
"48";0.0273733123803903;0.0226862138964333
"49";0.082177318968824;0.0706822845930626
"50";0.119595289638945;0.112971170579658
"51";0.109108548230877;0.0642957481535294
"52";0.193944893197164;0.205432866246212
"53";0.111747618707661;0.0321941622091336
"54";0.0491079074059019;0.0317961406337515
"55";0.0243935911275653;0.0705693479961989
"56";0.119624283461282;0.209502283632565
"57";0.16998785597425;0.213090144352659
"58";0.0798906509992721;0.0749753900533195
"59";0.0275763415378426;0.0245813139954006
"60";0.203451653977404;0.187629361440614
"61";0.132786177508838;0.202648651952486
"62";0.0161748445405242;0.0278093105194112
"63";0.108390423473739;0.0446016627777384
"64";0.287753439124724;0.0894739947030547
"65";0.121907229234523;0.14681181108294
"66";0.0944412562316048;0.0654463983001503
"67";0.0255570647133514;0.0153987674098001
"68";0.0123626842086353;0.0195049299325322
"69";0.0110332352518264;0.0544306879823334
"70";0.085260632351043;0.0779931361731652
"71";0.127136851989039;0.0981955911548274
"72";0.144526114722427;0.121425754873183
"73";0.137147649753662;0.236611425698845
"74";0.157228296796032;0.0527598409459253
"75";0.0387119647358243;0.0378359164846552
"76";0.055203954540591;0.101379317267836
"77";0.0343651480289722;0.0291263970096174
"78";0.138281261045706;0.0453058175653999
"79";0.0070082988033041;0.0333373598211642
"80";0.195021992521956;0.0478734405460889
"81";0.0539499866387371;0.0865394769710098
"82";0.11749287857833;0.112274893150441
"83";0.0969400022028912;0.0839332652245671
"84";0.0701382184578353;0.164831826696157
"85";0.0960909606106725;0.0679555635419563
"86";0.121616748380326;0.0859184353184589
"87";0.0577163138532387;0.0752474053379455
"88";0.104660906024489;0.0793478101417878
"89";0.175691599174435;0.118582398681662
"90";0.174205389382768;0.115500998807217
"91";0.234225575864043;0.173422379427421
"92";0.303677019603234;0.268008890416659
"93";0.0454080921249084;0.0246352007729241
"94";0.114325993498958;0.140195220073982
"95";0.164361429195132;0.103018517894017
"96";0.0731788035926724;0.126240894557668
"97";0.124591434695201;0.0205345856051655
"98";0.401733601137722;0.141857481788379
"99";0.0337446697359779;0.0765678615251786
"100";0.169825023843749;0.131165250643023
