"p";"q"
"1";0.223919859730434;0.200638364657139
"2";0.172621734363063;0.188165232951574
"3";0.258247099174298;0.244403493944512
"4";0.157700336110918;0.163802375189345
"5";0.24570218841923;0.196356309645673
"6";0.213602050089315;0.174900540634268
"7";0.404966374063955;0.215676620036015
"8";0.0986786816429706;0.118937515421214
"9";0.257932304066456;0.182272936287757
"10";0.173136705430277;0.152774876753578
"11";0.278703876167568;0.302845946910634
"12";0.377493905950807;0.144450585408073
"13";0.160187550200559;0.2174642642482
"14";0.21254349244361;0.177827366049115
"15";0.135920977067037;0.153189152498685
"16";0.131319415155496;0.134314856073527
"17";0.212986786246844;0.140318659068862
"18";0.172436351498728;0.164809729969631
"19";0.132364605184913;0.129062977973385
"20";0.27408538457915;0.347552433854084
"21";0.511718516296462;0.325334760307812
"22";0.168195229706209;0.178144784860743
"23";0.270143466271934;0.205602604074289
"24";0.202782198501885;0.290650277640403
"25";0.102826235781396;0.131759827447959
"26";0.132418981594961;0.14455605043892
"27";0.144126602087105;0.209727196746144
"28";0.131044554012258;0.139789539553897
"29";0.141274669097486;0.172116771379691
"30";0.426253529697059;0.24435668178898
"31";0.185007722961962;0.167176667201163
"32";0.0551828383688755;0.0315907845835439
"33";0.170444440740213;0.24381863288784
"34";0.117903266846422;0.130011609311019
"35";0.052401028422424;0.0727811081767356
"36";0.216400762680868;0.184177757593365
"37";0.167079507070424;0.143040848047123
"38";0.136503510477334;0.195307602313844
"39";0.17607753659352;0.174239341058681
"40";0.11178136426185;0.146835010032168
"41";0.166611683082073;0.155622411307195
"42";0.235704392341226;0.21289777104381
"43";0.141408608336295;0.0905203479154898
"44";0.376900755414668;0.198662024113027
"45";0.117692570531756;0.112903742296522
"46";0.182092856705221;0.0992069520541257
"47";0.221116552224899;0.255202362045137
"48";0.206056434764753;0.216425911320775
"49";0.149678471998593;0.194045447428783
"50";0.142697103566859;0.13342317031074
"51";0.181411865425992;0.133587287618006
"52";0.172690085784615;0.260501366316342
"53";0.267557195050793;0.293367964413959
"54";0.324229791090991;0.267331670136567
"55";0.156334283902893;0.138852523040783
"56";0.118281945261452;0.10950136508922
"57";0.133039341483236;0.124188436786297
"58";0.159260110246249;0.155537520226171
"59";0.184063601225516;0.198601715391673
"60";0.211711120482439;0.169661874465483
"61";0.0448309583898112;0.0374498353331584
"62";0.178482996575894;0.172967124323882
"63";0.119248340921954;0.145375784045801
"64";0.222042715501329;0.22635605069508
"65";0.126774485831375;0.152183327659185
"66";0.18896303006566;0.164990530213746
"67";0.517290466168177;0.179565518847739
"68";0.14366965674328;0.20246254505569
"69";0.215761151189823;0.131890162793637
"70";0.173900668322216;0.171576531625061
"71";0.0779378259925412;0.0784131654775921
"72";0.141360656146243;0.162907493294995
"73";0.142284407044272;0.164807233943276
"74";0.145306616963375;0.100050851382771
"75";0.17139808686213;0.225876942463401
"76";0.209096406208163;0.108065161628401
"77";0.110522473055079;0.125964138581324
"78";0.113245794541222;0.0994203776497001
"79";0.145503016978329;0.112682470514076
"80";0.164066687036621;0.19396706851075
"81";0.107017046208005;0.100354835827547
"82";0.306569404319134;0.274104466858669
"83";0.108036174945113;0.0893548271599017
"84";0.161064518809961;0.154410848207343
"85";0.129316613454967;0.0726972527830047
"86";0.0845650149275903;0.0727870513203229
"87";0.380821377111446;0.150580958295621
"88";0.197104949973356;0.163621742896864
"89";0.179479690974285;0.152786449030861
"90";0.173064738608159;0.133787125003182
"91";0.228026387955057;0.161943161830875
"92";0.0603713947450266;0.0621782723578575
"93";0.250585360678012;0.404438430605801
"94";0.25027074448418;0.15191538617449
"95";0.24356984521626;0.202905491798269
"96";0.116954387489356;0.0788170749190831
"97";0.207003188664388;0.253061244459693
"98";0.0973856094452414;0.107692363364868
"99";0.148379533990598;0.183364099379511
"100";0.190458426982679;0.17421524464979
