"p";"q";"Pooling";"Site_ID";"Method";"Type";"Scale_obs"
"787910";0.670125358789818;0.683351301005214;5;38;"Rejection";"Obs";5
"1186";0.639791346269474;0.703453096910205;4;38;"Rejection";"Sim";4
"787909";0.670125358789818;0.683351301005214;4;38;"Rejection";"Obs";4
"1187";0.638291015005657;0.703764524514878;3;38;"Rejection";"Sim";3
"787908";0.670125358789818;0.683351301005214;3;38;"Rejection";"Obs";3
"1188";0.660609912047652;0.686647014901078;2;38;"Rejection";"Sim";2
"787907";0.670125358789818;0.683351301005214;2;38;"Rejection";"Obs";2
"1189";0.64132606330334;0.701935670743849;1;38;"Rejection";"Sim";1
"787906";0.670125358789818;0.683351301005214;1;38;"Rejection";"Obs";1
"1190";0.829031520213908;0.183610768018245;5;39;"Rejection";"Sim";5
"2038095";0.792207042977035;0.261604369935683;5;39;"Rejection";"Obs";5
"1191";0.826979597083074;0.188399129115669;4;39;"Rejection";"Sim";4
"2038094";0.792207042977035;0.261604369935683;4;39;"Rejection";"Obs";4
"1192";0.823289092863776;0.194312591637314;3;39;"Rejection";"Sim";3
"2038093";0.792207042977035;0.261604369935683;3;39;"Rejection";"Obs";3
"1193";0.841842269858067;0.160205009477257;2;39;"Rejection";"Sim";2
"2038092";0.792207042977035;0.261604369935683;2;39;"Rejection";"Obs";2
"1194";0.832554747276296;0.179055219257192;1;39;"Rejection";"Sim";1
"2038091";0.792207042977035;0.261604369935683;1;39;"Rejection";"Obs";1
"1195";0.67384404843783;0.458540214637409;5;40;"Rejection";"Sim";5
"2585855";0.668476244877509;0.485575475430317;5;40;"Rejection";"Obs";5
"1196";0.67354898983865;0.458394166364178;4;40;"Rejection";"Sim";4
"2585854";0.668476244877509;0.485575475430317;4;40;"Rejection";"Obs";4
"1197";0.67571999498855;0.455545626062457;3;40;"Rejection";"Sim";3
"2585853";0.668476244877509;0.485575475430317;3;40;"Rejection";"Obs";3
"1198";0.679330923623441;0.447861432973983;2;40;"Rejection";"Sim";2
"2585852";0.668476244877509;0.485575475430317;2;40;"Rejection";"Obs";2
"1199";0.675640512271071;0.455189452911683;1;40;"Rejection";"Sim";1
"2585851";0.668476244877509;0.485575475430317;1;40;"Rejection";"Obs";1
"1200";0.958313635891845;0.0965677211550973;5;41;"Rejection";"Sim";5
"3190650";0.97151490474012;0.0678530246860709;5;41;"Rejection";"Obs";5
"1201";0.9540383655157;0.102508521705001;4;41;"Rejection";"Sim";4
"3190649";0.97151490474012;0.0678530246860709;4;41;"Rejection";"Obs";4
"1202";0.965819501624273;0.0820674720940796;3;41;"Rejection";"Sim";3
"3190648";0.97151490474012;0.0678530246860709;3;41;"Rejection";"Obs";3
"1203";0.955925754951944;0.0977809200150971;2;41;"Rejection";"Sim";2
"3190647";0.97151490474012;0.0678530246860709;2;41;"Rejection";"Obs";2
"1204";0.959988433444475;0.0901663730104895;1;41;"Rejection";"Sim";1
"3190646";0.97151490474012;0.0678530246860709;1;41;"Rejection";"Obs";1
"1205";0.748290298575801;0.178757236801829;5;42;"Rejection";"Sim";5
"3165340";0.721221056046375;0.258366502059507;5;42;"Rejection";"Obs";5
"1206";0.745064169166639;0.186472598962265;4;42;"Rejection";"Sim";4
"3165339";0.721221056046375;0.258366502059507;4;42;"Rejection";"Obs";4
"1207";0.739221018936337;0.201135190510874;3;42;"Rejection";"Sim";3
"3165338";0.721221056046375;0.258366502059507;3;42;"Rejection";"Obs";3
"1208";0.736592093125116;0.206528498261509;2;42;"Rejection";"Sim";2
"3165337";0.721221056046375;0.258366502059507;2;42;"Rejection";"Obs";2
"1209";0.737818861953825;0.206108830932417;1;42;"Rejection";"Sim";1
"3165336";0.721221056046375;0.258366502059507;1;42;"Rejection";"Obs";1
"1210";0.826710915777872;0.29775576718632;5;43;"Rejection";"Sim";5
"585330";0.837562443728201;0.298159096991078;5;43;"Rejection";"Obs";5
"1211";0.824381444935664;0.302310392263038;4;43;"Rejection";"Sim";4
"585329";0.837562443728201;0.298159096991078;4;43;"Rejection";"Obs";4
"1212";0.819916575058869;0.306897014324529;3;43;"Rejection";"Sim";3
"585328";0.837562443728201;0.298159096991078;3;43;"Rejection";"Obs";3
"1213";0.8375607942036;0.276209438578982;2;43;"Rejection";"Sim";2
"585327";0.837562443728201;0.298159096991078;2;43;"Rejection";"Obs";2
"1214";0.824748663730456;0.304125331028721;1;43;"Rejection";"Sim";1
"585326";0.837562443728201;0.298159096991078;1;43;"Rejection";"Obs";1
"1215";0.70386711018725;0.663321864251148;5;44;"Rejection";"Sim";5
"3738660";0.688186198087796;0.673090820556314;5;44;"Rejection";"Obs";5
"1216";0.712359981435137;0.65654413247143;4;44;"Rejection";"Sim";4
"3738659";0.688186198087796;0.673090820556314;4;44;"Rejection";"Obs";4
"1217";0.699484115383287;0.666376589902995;3;44;"Rejection";"Sim";3
"3738658";0.688186198087796;0.673090820556314;3;44;"Rejection";"Obs";3
"1218";0.716687992687606;0.650950892681203;2;44;"Rejection";"Sim";2
"3738657";0.688186198087796;0.673090820556314;2;44;"Rejection";"Obs";2
"1219";0.700647175663779;0.664720700729886;1;44;"Rejection";"Sim";1
"3738656";0.688186198087796;0.673090820556314;1;44;"Rejection";"Obs";1
"1220";0.724995855102407;0.19566281038592;5;45;"Rejection";"Sim";5
"4320085";0.706792618596574;0.229347736488326;5;45;"Rejection";"Obs";5
"1221";0.727699460839107;0.188200358962377;4;45;"Rejection";"Sim";4
"4320084";0.706792618596574;0.229347736488326;4;45;"Rejection";"Obs";4
"1222";0.722695748305018;0.201860792551895;3;45;"Rejection";"Sim";3
"4320083";0.706792618596574;0.229347736488326;3;45;"Rejection";"Obs";3
"1223";0.725731734816353;0.195178131049147;2;45;"Rejection";"Sim";2
"4320082";0.706792618596574;0.229347736488326;2;45;"Rejection";"Obs";2
"1224";0.727978190787575;0.186565321164446;1;45;"Rejection";"Sim";1
"4320081";0.706792618596574;0.229347736488326;1;45;"Rejection";"Obs";1
"1225";0.468770232529141;0.870487724932484;5;46;"Rejection";"Sim";5
"2533670";0.469156706333498;0.869559357406322;5;46;"Rejection";"Obs";5
"1226";0.468089578169918;0.870446934891267;4;46;"Rejection";"Sim";4
"2533669";0.469156706333498;0.869559357406322;4;46;"Rejection";"Obs";4
"1227";0.469880031702291;0.86948388455273;3;46;"Rejection";"Sim";3
"2533668";0.469156706333498;0.869559357406322;3;46;"Rejection";"Obs";3
"1228";0.466467186157093;0.871957771986787;2;46;"Rejection";"Sim";2
"2533667";0.469156706333498;0.869559357406322;2;46;"Rejection";"Obs";2
"1229";0.461197493866227;0.872618357992736;1;46;"Rejection";"Sim";1
"2533666";0.469156706333498;0.869559357406322;1;46;"Rejection";"Obs";1
"1230";0.95162873729947;0.70655970482099;5;47;"Rejection";"Sim";5
"6061270";0.947092343746438;0.697314610421958;5;47;"Rejection";"Obs";5
"1231";0.954040733310477;0.70613956728381;4;47;"Rejection";"Sim";4
"6061269";0.947092343746438;0.697314610421958;4;47;"Rejection";"Obs";4
"1232";0.949269394039487;0.708804396481915;3;47;"Rejection";"Sim";3
"6061268";0.947092343746438;0.697314610421958;3;47;"Rejection";"Obs";3
"1233";0.934891603491717;0.713565965226265;2;47;"Rejection";"Sim";2
"6061267";0.947092343746438;0.697314610421958;2;47;"Rejection";"Obs";2
"1234";0.896786000890643;0.72992352857719;1;47;"Rejection";"Sim";1
"6061266";0.947092343746438;0.697314610421958;1;47;"Rejection";"Obs";1
"1235";0.723125400119313;0.193126766822303;5;48;"Rejection";"Sim";5
"4668280";0.748317244479629;0.12856487707396;5;48;"Rejection";"Obs";5
"1236";0.72208900421707;0.195762335436743;4;48;"Rejection";"Sim";4
"4668279";0.748317244479629;0.12856487707396;4;48;"Rejection";"Obs";4
"1237";0.728830468732624;0.178135202134413;3;48;"Rejection";"Sim";3
"4668278";0.748317244479629;0.12856487707396;3;48;"Rejection";"Obs";3
"1238";0.735601637857941;0.161414147482602;2;48;"Rejection";"Sim";2
"4668277";0.748317244479629;0.12856487707396;2;48;"Rejection";"Obs";2
"1239";0.729666699333773;0.175655137519119;1;48;"Rejection";"Sim";1
"4668276";0.748317244479629;0.12856487707396;1;48;"Rejection";"Obs";1
"1240";0.710846942217468;0.829668271534206;5;49;"Rejection";"Sim";5
"5370675";0.73993823642979;0.811189453068032;5;49;"Rejection";"Obs";5
"1241";0.713144433423012;0.829316324607483;4;49;"Rejection";"Sim";4
"5370674";0.73993823642979;0.811189453068032;4;49;"Rejection";"Obs";4
"1242";0.704583869091384;0.829580726573834;3;49;"Rejection";"Sim";3
"5370673";0.73993823642979;0.811189453068032;3;49;"Rejection";"Obs";3
"1243";0.667394279381578;0.84307922070491;2;49;"Rejection";"Sim";2
"5370672";0.73993823642979;0.811189453068032;2;49;"Rejection";"Obs";2
"1244";0.65322348584863;0.846725139857992;1;49;"Rejection";"Sim";1
"5370671";0.73993823642979;0.811189453068032;1;49;"Rejection";"Obs";1
"1245";0.559426177716445;0.720542824462439;5;50;"Rejection";"Sim";5
"3347875";0.568276201387007;0.71146278523123;5;50;"Rejection";"Obs";5
"1246";0.555244497164368;0.72499001179218;4;50;"Rejection";"Sim";4
"3347874";0.568276201387007;0.71146278523123;4;50;"Rejection";"Obs";4
"1247";0.55568622626005;0.723875488058834;3;50;"Rejection";"Sim";3
"3347873";0.568276201387007;0.71146278523123;3;50;"Rejection";"Obs";3
"1248";0.562984112350542;0.716532658357802;2;50;"Rejection";"Sim";2
"3347872";0.568276201387007;0.71146278523123;2;50;"Rejection";"Obs";2
"1249";0.54694263638782;0.732543522264709;1;50;"Rejection";"Sim";1
"3347871";0.568276201387007;0.71146278523123;1;50;"Rejection";"Obs";1
"1250";0.659534460027671;0.861010594400103;5;51;"Rejection";"Sim";5
"1761190";0.642719499626522;0.862411390554543;5;51;"Rejection";"Obs";5
"1251";0.660287952030779;0.860549648608854;4;51;"Rejection";"Sim";4
"1761189";0.642719499626522;0.862411390554543;4;51;"Rejection";"Obs";4
"1252";0.663097735706528;0.858351299732738;3;51;"Rejection";"Sim";3
"1761188";0.642719499626522;0.862411390554543;3;51;"Rejection";"Obs";3
"1253";0.656545018078484;0.86260367721845;2;51;"Rejection";"Sim";2
"1761187";0.642719499626522;0.862411390554543;2;51;"Rejection";"Obs";2
"1254";0.665003570191018;0.858024344916736;1;51;"Rejection";"Sim";1
"1761186";0.642719499626522;0.862411390554543;1;51;"Rejection";"Obs";1
"1255";0.593815430112571;0.582810658065344;5;52;"Rejection";"Sim";5
"2038535";0.606685706777501;0.557341186188735;5;52;"Rejection";"Obs";5
"1256";0.592790002739634;0.584513504448937;4;52;"Rejection";"Sim";4
"2038534";0.606685706777501;0.557341186188735;4;52;"Rejection";"Obs";4
"1257";0.59097270169715;0.587862317126453;3;52;"Rejection";"Sim";3
"2038533";0.606685706777501;0.557341186188735;3;52;"Rejection";"Obs";3
"1258";0.598451961898829;0.576071700508349;2;52;"Rejection";"Sim";2
"2038532";0.606685706777501;0.557341186188735;2;52;"Rejection";"Obs";2
"1259";0.604235750230134;0.570153970591493;1;52;"Rejection";"Sim";1
"2038531";0.606685706777501;0.557341186188735;1;52;"Rejection";"Obs";1
"1260";0.585903402705907;0.843195220293857;5;53;"Rejection";"Sim";5
"3036185";0.63494075919455;0.81773669761059;5;53;"Rejection";"Obs";5
"1261";0.594292233123958;0.839235125514806;4;53;"Rejection";"Sim";4
"3036184";0.63494075919455;0.81773669761059;4;53;"Rejection";"Obs";4
"1262";0.583104820569489;0.842467368847063;3;53;"Rejection";"Sim";3
"3036183";0.63494075919455;0.81773669761059;3;53;"Rejection";"Obs";3
"1263";0.593606009565409;0.838442868696159;2;53;"Rejection";"Sim";2
"3036182";0.63494075919455;0.81773669761059;2;53;"Rejection";"Obs";2
"1264";0.567631969942627;0.848702827100975;1;53;"Rejection";"Sim";1
"3036181";0.63494075919455;0.81773669761059;1;53;"Rejection";"Obs";1
"1265";0.445063429394752;0.917542044930923;5;54;"Rejection";"Sim";5
"1698640";0.46300406549066;0.911286996079217;5;54;"Rejection";"Obs";5
"1266";0.447018581291748;0.916797077835519;4;54;"Rejection";"Sim";4
"1698639";0.46300406549066;0.911286996079217;4;54;"Rejection";"Obs";4
"1267";0.44827822929574;0.916685818678761;3;54;"Rejection";"Sim";3
"1698638";0.46300406549066;0.911286996079217;3;54;"Rejection";"Obs";3
"1268";0.462003185815701;0.911736246449767;2;54;"Rejection";"Sim";2
"1698637";0.46300406549066;0.911286996079217;2;54;"Rejection";"Obs";2
"1269";0.487208079299077;0.906013268869526;1;54;"Rejection";"Sim";1
"1698636";0.46300406549066;0.911286996079217;1;54;"Rejection";"Obs";1
"1270";0.963540517540255;0.10031596118926;5;55;"Rejection";"Sim";5
"3450420";0.987535624683552;0.0524943308098738;5;55;"Rejection";"Obs";5
"1271";0.960769990339561;0.104723018797774;4;55;"Rejection";"Sim";4
"3450419";0.987535624683552;0.0524943308098738;4;55;"Rejection";"Obs";4
"1272";0.968035628846955;0.0864946900585903;3;55;"Rejection";"Sim";3
"3450418";0.987535624683552;0.0524943308098738;3;55;"Rejection";"Obs";3
"1273";0.967561333096036;0.08488474018574;2;55;"Rejection";"Sim";2
"3450417";0.987535624683552;0.0524943308098738;2;55;"Rejection";"Obs";2
"1274";0.958638352301923;0.093467205580839;1;55;"Rejection";"Sim";1
"3450416";0.987535624683552;0.0524943308098738;1;55;"Rejection";"Obs";1
"1275";0.720875931976545;0.740271918001071;5;56;"Rejection";"Sim";5
"3795110";0.699241069433105;0.750521491818927;5;56;"Rejection";"Obs";5
"1276";0.723069037755025;0.738567551148026;4;56;"Rejection";"Sim";4
"3795109";0.699241069433105;0.750521491818927;4;56;"Rejection";"Obs";4
"1277";0.725993774546539;0.73646313212261;3;56;"Rejection";"Sim";3
"3795108";0.699241069433105;0.750521491818927;3;56;"Rejection";"Obs";3
"1278";0.746557446084979;0.725801407459025;2;56;"Rejection";"Sim";2
"3795107";0.699241069433105;0.750521491818927;2;56;"Rejection";"Obs";2
"1279";0.759268288363735;0.719573933021959;1;56;"Rejection";"Sim";1
"3795106";0.699241069433105;0.750521491818927;1;56;"Rejection";"Obs";1
"1280";0.90412252994001;0.422497029172895;5;57;"Rejection";"Sim";5
"5985085";0.893158826629984;0.438868467485596;5;57;"Rejection";"Obs";5
"1281";0.913031366005753;0.415090782360178;4;57;"Rejection";"Sim";4
"5985084";0.893158826629984;0.438868467485596;4;57;"Rejection";"Obs";4
"1282";0.908569290673868;0.423828348165045;3;57;"Rejection";"Sim";3
"5985083";0.893158826629984;0.438868467485596;3;57;"Rejection";"Obs";3
"1283";0.919044146206228;0.412461547737119;2;57;"Rejection";"Sim";2
"5985082";0.893158826629984;0.438868467485596;2;57;"Rejection";"Obs";2
"1284";0.897166395941593;0.430416346357372;1;57;"Rejection";"Sim";1
"5985081";0.893158826629984;0.438868467485596;1;57;"Rejection";"Obs";1
"1285";0.780509515447511;0.171599622822845;5;58;"Rejection";"Sim";5
"2123790";0.829112182433192;0.0643220433296469;5;58;"Rejection";"Obs";5
"1286";0.781488797745531;0.168146197119403;4;58;"Rejection";"Sim";4
"2123789";0.829112182433192;0.0643220433296469;4;58;"Rejection";"Obs";4
"1287";0.772810295591284;0.188362438132118;3;58;"Rejection";"Sim";3
"2123788";0.829112182433192;0.0643220433296469;3;58;"Rejection";"Obs";3
"1288";0.758408869865959;0.216780269346917;2;58;"Rejection";"Sim";2
"2123787";0.829112182433192;0.0643220433296469;2;58;"Rejection";"Obs";2
"1289";0.780016927917588;0.173509604214289;1;58;"Rejection";"Sim";1
"2123786";0.829112182433192;0.0643220433296469;1;58;"Rejection";"Obs";1
"1290";0.829316772772554;0.120747397439108;5;59;"Rejection";"Sim";5
"2261610";0.799026776774861;0.176569659859019;5;59;"Rejection";"Obs";5
"1291";0.830479076045748;0.11918952762596;4;59;"Rejection";"Sim";4
"2261609";0.799026776774861;0.176569659859019;4;59;"Rejection";"Obs";4
"1292";0.825697297418615;0.129917649664409;3;59;"Rejection";"Sim";3
"2261608";0.799026776774861;0.176569659859019;3;59;"Rejection";"Obs";3
"1293";0.829510079205276;0.121483724873344;2;59;"Rejection";"Sim";2
"2261607";0.799026776774861;0.176569659859019;2;59;"Rejection";"Obs";2
"1294";0.833974197100985;0.112833629747422;1;59;"Rejection";"Sim";1
"2261606";0.799026776774861;0.176569659859019;1;59;"Rejection";"Obs";1
"1295";0.645531676880684;0.412188269190367;5;60;"Rejection";"Sim";5
"5020545";0.662663853226342;0.360872897420394;5;60;"Rejection";"Obs";5
"1296";0.647427831952089;0.408642092054464;4;60;"Rejection";"Sim";4
"5020544";0.662663853226342;0.360872897420394;4;60;"Rejection";"Obs";4
"1297";0.65428106397903;0.394621617827125;3;60;"Rejection";"Sim";3
"5020543";0.662663853226342;0.360872897420394;3;60;"Rejection";"Obs";3
"1298";0.6514258224495;0.400208965865511;2;60;"Rejection";"Sim";2
"5020542";0.662663853226342;0.360872897420394;2;60;"Rejection";"Obs";2
"1299";0.658985210853706;0.386133202741116;1;60;"Rejection";"Sim";1
"5020541";0.662663853226342;0.360872897420394;1;60;"Rejection";"Obs";1
"1300";0.636524252605478;0.538118473138813;5;61;"Rejection";"Sim";5
"6101400";0.639637770711111;0.544272700403797;5;61;"Rejection";"Obs";5
"1301";0.640529350979788;0.532770064767409;4;61;"Rejection";"Sim";4
"6101399";0.639637770711111;0.544272700403797;4;61;"Rejection";"Obs";4
"1302";0.63312551909049;0.544430758067285;3;61;"Rejection";"Sim";3
"6101398";0.639637770711111;0.544272700403797;3;61;"Rejection";"Obs";3
"1303";0.636948194687333;0.538178980609862;2;61;"Rejection";"Sim";2
"6101397";0.639637770711111;0.544272700403797;2;61;"Rejection";"Obs";2
"1304";0.646732667872175;0.52448158017261;1;61;"Rejection";"Sim";1
"6101396";0.639637770711111;0.544272700403797;1;61;"Rejection";"Obs";1
"1305";0.716020580755868;0.538425771722838;5;62;"Rejection";"Sim";5
"6378795";0.760034742903359;0.49028835371097;5;62;"Rejection";"Obs";5
"1306";0.716090510556657;0.539103942011822;4;62;"Rejection";"Sim";4
"6378794";0.760034742903359;0.49028835371097;4;62;"Rejection";"Obs";4
"1307";0.708292364167314;0.548206896209667;3;62;"Rejection";"Sim";3
"6378793";0.760034742903359;0.49028835371097;3;62;"Rejection";"Obs";3
"1308";0.69427566732015;0.562824765932865;2;62;"Rejection";"Sim";2
"6378792";0.760034742903359;0.49028835371097;2;62;"Rejection";"Obs";2
"1309";0.676472937063406;0.580880070975607;1;62;"Rejection";"Sim";1
"6378791";0.760034742903359;0.49028835371097;1;62;"Rejection";"Obs";1
"1310";0.79410987100719;0.561543109199426;5;63;"Rejection";"Sim";5
"2182100";0.827777126147406;0.532292929023851;5;63;"Rejection";"Obs";5
"1311";0.794835238909789;0.559396329652223;4;63;"Rejection";"Sim";4
"2182099";0.827777126147406;0.532292929023851;4;63;"Rejection";"Obs";4
"1312";0.798206042963166;0.558645269572209;3;63;"Rejection";"Sim";3
"2182098";0.827777126147406;0.532292929023851;3;63;"Rejection";"Obs";3
"1313";0.798778951083173;0.556916579348997;2;63;"Rejection";"Sim";2
"2182097";0.827777126147406;0.532292929023851;2;63;"Rejection";"Obs";2
"1314";0.786133097810926;0.568426825099465;1;63;"Rejection";"Sim";1
"2182096";0.827777126147406;0.532292929023851;1;63;"Rejection";"Obs";1
"1315";0.865724663891235;0.799957119965841;5;64;"Rejection";"Sim";5
"187720";0.85610047555449;0.810021573910662;5;64;"Rejection";"Obs";5
"1316";0.856421271983173;0.803690198557282;4;64;"Rejection";"Sim";4
"187719";0.85610047555449;0.810021573910662;4;64;"Rejection";"Obs";4
"1317";0.877003770974393;0.794894050348442;3;64;"Rejection";"Sim";3
"187718";0.85610047555449;0.810021573910662;3;64;"Rejection";"Obs";3
"1318";0.854598271875796;0.801163416773636;2;64;"Rejection";"Sim";2
"187717";0.85610047555449;0.810021573910662;2;64;"Rejection";"Obs";2
"1319";0.87681841479628;0.792246971577289;1;64;"Rejection";"Sim";1
"187716";0.85610047555449;0.810021573910662;1;64;"Rejection";"Obs";1
"1320";0.914265321340819;0.0891884899541471;5;65;"Rejection";"Sim";5
"6394685";0.923388327481756;0.0652800951737476;5;65;"Rejection";"Obs";5
"1321";0.914044067093312;0.0895825101114343;4;65;"Rejection";"Sim";4
"6394684";0.923388327481756;0.0652800951737476;4;65;"Rejection";"Obs";4
"1322";0.924290643773691;0.0694912713174081;3;65;"Rejection";"Sim";3
"6394683";0.923388327481756;0.0652800951737476;3;65;"Rejection";"Obs";3
"1323";0.927462012604373;0.0663228986068932;2;65;"Rejection";"Sim";2
"6394682";0.923388327481756;0.0652800951737476;2;65;"Rejection";"Obs";2
"1324";0.92189324462585;0.0705783129254573;1;65;"Rejection";"Sim";1
"6394681";0.923388327481756;0.0652800951737476;1;65;"Rejection";"Obs";1
"1325";0.707341908813765;0.689959822352934;5;66;"Rejection";"Sim";5
"5203640";0.749326258998304;0.669211459536709;5;66;"Rejection";"Obs";5
"1326";0.707433805650353;0.689894376759973;4;66;"Rejection";"Sim";4
"5203639";0.749326258998304;0.669211459536709;4;66;"Rejection";"Obs";4
"1327";0.69540465039441;0.699727952377745;3;66;"Rejection";"Sim";3
"5203638";0.749326258998304;0.669211459536709;3;66;"Rejection";"Obs";3
"1328";0.69251601559295;0.700053741140773;2;66;"Rejection";"Sim";2
"5203637";0.749326258998304;0.669211459536709;2;66;"Rejection";"Obs";2
"1329";0.697085911713318;0.69717869792759;1;66;"Rejection";"Sim";1
"5203636";0.749326258998304;0.669211459536709;1;66;"Rejection";"Obs";1
"1330";0.713623479088404;0.559419015104701;5;67;"Rejection";"Sim";5
"4971620";0.689011846282566;0.572259313329772;5;67;"Rejection";"Obs";5
"1331";0.709190803899861;0.563742717612608;4;67;"Rejection";"Sim";4
"4971619";0.689011846282566;0.572259313329772;4;67;"Rejection";"Obs";4
"1332";0.72813258458801;0.54127458428317;3;67;"Rejection";"Sim";3
"4971618";0.689011846282566;0.572259313329772;3;67;"Rejection";"Obs";3
"1333";0.71848718886443;0.552877486394349;2;67;"Rejection";"Sim";2
"4971617";0.689011846282566;0.572259313329772;2;67;"Rejection";"Obs";2
"1334";0.712648196657799;0.559844153235734;1;67;"Rejection";"Sim";1
"4971616";0.689011846282566;0.572259313329772;1;67;"Rejection";"Obs";1
"1335";0.733045552252637;0.671030492445686;5;68;"Rejection";"Sim";5
"2376655";0.730735726666357;0.668791406818871;5;68;"Rejection";"Obs";5
"1336";0.732306929721734;0.670894637181555;4;68;"Rejection";"Sim";4
"2376654";0.730735726666357;0.668791406818871;4;68;"Rejection";"Obs";4
"1337";0.729711450319281;0.672196696441814;3;68;"Rejection";"Sim";3
"2376653";0.730735726666357;0.668791406818871;3;68;"Rejection";"Obs";3
"1338";0.718877131241686;0.68526901503328;2;68;"Rejection";"Sim";2
"2376652";0.730735726666357;0.668791406818871;2;68;"Rejection";"Obs";2
"1339";0.770419042285856;0.64848889379109;1;68;"Rejection";"Sim";1
"2376651";0.730735726666357;0.668791406818871;1;68;"Rejection";"Obs";1
"1340";0.941022902179524;0.0495192715738653;5;69;"Rejection";"Sim";5
"6455580";0.93340969380269;0.0428979132041242;5;69;"Rejection";"Obs";5
"1341";0.940456983755474;0.0497549812422677;4;69;"Rejection";"Sim";4
"6455579";0.93340969380269;0.0428979132041242;4;69;"Rejection";"Obs";4
"1342";0.945691768892683;0.0414952241528011;3;69;"Rejection";"Sim";3
"6455578";0.93340969380269;0.0428979132041242;3;69;"Rejection";"Obs";3
"1343";0.941417808823892;0.0482320199408848;2;69;"Rejection";"Sim";2
"6455577";0.93340969380269;0.0428979132041242;2;69;"Rejection";"Obs";2
"1344";0.937179239023132;0.057039382777159;1;69;"Rejection";"Sim";1
"6455576";0.93340969380269;0.0428979132041242;1;69;"Rejection";"Obs";1
"1345";0.605321307968905;0.591066811746732;5;70;"Rejection";"Sim";5
"3250215";0.61761349883639;0.577669222651109;5;70;"Rejection";"Obs";5
"1346";0.607280006975178;0.587634532405811;4;70;"Rejection";"Sim";4
"3250214";0.61761349883639;0.577669222651109;4;70;"Rejection";"Obs";4
"1347";0.604910151094405;0.591095557500816;3;70;"Rejection";"Sim";3
"3250213";0.61761349883639;0.577669222651109;3;70;"Rejection";"Obs";3
"1348";0.608495153842274;0.585483203059513;2;70;"Rejection";"Sim";2
"3250212";0.61761349883639;0.577669222651109;2;70;"Rejection";"Obs";2
"1349";0.602728334587339;0.593968100916423;1;70;"Rejection";"Sim";1
"3250211";0.61761349883639;0.577669222651109;1;70;"Rejection";"Obs";1
"1350";0.36373491471208;0.925646195301716;5;71;"Rejection";"Sim";5
"6540855";0.366956032343164;0.929339961751519;5;71;"Rejection";"Obs";5
"1351";0.362831458368246;0.925973685640402;4;71;"Rejection";"Sim";4
"6540854";0.366956032343164;0.929339961751519;4;71;"Rejection";"Obs";4
"1352";0.364926140974385;0.925570437519628;3;71;"Rejection";"Sim";3
"6540853";0.366956032343164;0.929339961751519;3;71;"Rejection";"Obs";3
"1353";0.358699294752114;0.928132425080625;2;71;"Rejection";"Sim";2
"6540852";0.366956032343164;0.929339961751519;2;71;"Rejection";"Obs";2
"1354";0.355994974585773;0.929947421401939;1;71;"Rejection";"Sim";1
"6540851";0.366956032343164;0.929339961751519;1;71;"Rejection";"Obs";1
"1355";0.847163837683894;0.608392397292992;5;72;"Rejection";"Sim";5
"2423270";0.906663719904097;0.565303860429881;5;72;"Rejection";"Obs";5
"1356";0.8444705777368;0.610068510005125;4;72;"Rejection";"Sim";4
"2423269";0.906663719904097;0.565303860429881;4;72;"Rejection";"Obs";4
"1357";0.827717058724121;0.622907287493827;3;72;"Rejection";"Sim";3
"2423268";0.906663719904097;0.565303860429881;3;72;"Rejection";"Obs";3
"1358";0.81669075391731;0.627717433095276;2;72;"Rejection";"Sim";2
"2423267";0.906663719904097;0.565303860429881;2;72;"Rejection";"Obs";2
"1359";0.815006847861946;0.627939271910699;1;72;"Rejection";"Sim";1
"2423266";0.906663719904097;0.565303860429881;1;72;"Rejection";"Obs";1
"1360";0.738372667031769;0.790197632618032;5;73;"Rejection";"Sim";5
"627735";0.765880303938297;0.785629278517254;5;73;"Rejection";"Obs";5
"1361";0.741979654141717;0.78710971876292;4;73;"Rejection";"Sim";4
"627734";0.765880303938297;0.785629278517254;4;73;"Rejection";"Obs";4
"1362";0.731612304279338;0.792851913321637;3;73;"Rejection";"Sim";3
"627733";0.765880303938297;0.785629278517254;3;73;"Rejection";"Obs";3
"1363";0.720090225027008;0.800338314335979;2;73;"Rejection";"Sim";2
"627732";0.765880303938297;0.785629278517254;2;73;"Rejection";"Obs";2
"1364";0.730095211474532;0.791780317923008;1;73;"Rejection";"Sim";1
"627731";0.765880303938297;0.785629278517254;1;73;"Rejection";"Obs";1
"1365";0.679275471949474;0.578681972650698;5;74;"Rejection";"Sim";5
"4072550";0.64884742040521;0.599540724269381;5;74;"Rejection";"Obs";5
"1366";0.684780762150849;0.571115542729134;4;74;"Rejection";"Sim";4
"4072549";0.64884742040521;0.599540724269381;4;74;"Rejection";"Obs";4
"1367";0.680253651591796;0.576103996654136;3;74;"Rejection";"Sim";3
"4072548";0.64884742040521;0.599540724269381;3;74;"Rejection";"Obs";3
"1368";0.680855602170338;0.575733471672658;2;74;"Rejection";"Sim";2
"4072547";0.64884742040521;0.599540724269381;2;74;"Rejection";"Obs";2
"1369";0.682461435501016;0.575149915459776;1;74;"Rejection";"Sim";1
"4072546";0.64884742040521;0.599540724269381;1;74;"Rejection";"Obs";1
"1370";0.940335023247823;0.758423687211877;5;75;"Rejection";"Sim";5
"1657565";0.999247721004724;0.73658391864378;5;75;"Rejection";"Obs";5
