"p";"q";"Pooling";"Site_ID";"Method";"Scale_obs"
"42";0.22898226028741;0.209495485775364;0;9;"Rejection";4
"43";0.209024481958562;0.202652936366211;0;9;"Rejection";3
"44";0.256561586136502;0.244478309363879;0;9;"Rejection";2
"45";0.259844556943151;0.218484264090817;0;9;"Rejection";1
"46";0.172512738342218;0.148745546300514;0;10;"Rejection";5
"47";0.151003915690725;0.132147812073664;0;10;"Rejection";4
"48";0.164489822531815;0.145117772497646;0;10;"Rejection";3
"49";0.156173745732785;0.137359318396525;0;10;"Rejection";2
"50";0.203908202116155;0.165940771453588;0;10;"Rejection";1
"51";0.270130667306381;0.254402531223364;0;11;"Rejection";5
"52";0.255230472106684;0.243787994285661;0;11;"Rejection";4
"53";0.226628697656381;0.220827660068517;0;11;"Rejection";3
"54";0.229217523283447;0.223256940372684;0;11;"Rejection";2
"55";0.163936661046704;0.153156926594796;0;11;"Rejection";1
"56";0.218040149994101;0.180693985160657;0;12;"Rejection";5
"57";0.245385262448178;0.196745583031134;0;12;"Rejection";4
"58";0.174732172794363;0.148671640775774;0;12;"Rejection";3
"59";0.2295438332225;0.184401012953827;0;12;"Rejection";2
"60";0.252019257174587;0.192473149242404;0;12;"Rejection";1
"61";0.26496233129125;0.225219353445334;0;13;"Rejection";5
"62";0.259803022274163;0.219535417557259;0;13;"Rejection";4
"63";0.234752904058368;0.194902526924428;0;13;"Rejection";3
"64";0.375794649334624;0.308179321343116;0;13;"Rejection";2
"65";0.374101522852882;0.286669538298831;0;13;"Rejection";1
"66";0.198430095958365;0.204068297966524;0;14;"Rejection";5
"67";0.194284216924669;0.201628368028596;0;14;"Rejection";4
"68";0.183312854276525;0.191148593496212;0;14;"Rejection";3
"69";0.189635417553534;0.185457475108089;0;14;"Rejection";2
"70";0.203298788543876;0.20078804523728;0;14;"Rejection";1
"71";0.14565807329331;0.284594755846235;0;15;"Rejection";5
"72";0.134174361286156;0.263772569381693;0;15;"Rejection";4
"73";0.123740263092688;0.243624248746845;0;15;"Rejection";3
"74";0.12670609115876;0.252315038642403;0;15;"Rejection";2
"75";0.121114945571514;0.243697296293457;0;15;"Rejection";1
"76";0.0590839010425729;0.0258460990486966;0;16;"Rejection";5
"77";0.0549264685431914;0.0239307149330923;0;16;"Rejection";4
"78";0.0621705329608898;0.0259825859628329;0;16;"Rejection";3
"79";0.0896078301321761;0.0364663646542603;0;16;"Rejection";2
"80";0.0745143936405628;0.0295282906448493;0;16;"Rejection";1
"81";0.163061140106005;0.0430372506434978;0;17;"Rejection";5
"82";0.171143306491559;0.0449576138087363;0;17;"Rejection";4
"83";0.178170740182768;0.0505309884959025;0;17;"Rejection";3
"84";0.171667149903559;0.0483866596174505;0;17;"Rejection";2
"85";0.152977025527245;0.0401249425324607;0;17;"Rejection";1
"86";0.273910606292171;0.230494784229429;0;18;"Rejection";5
"87";0.248327789085701;0.207710391898164;0;18;"Rejection";4
"88";0.257059645611237;0.204993433132182;0;18;"Rejection";3
"89";0.338395503349515;0.258574538790908;0;18;"Rejection";2
"90";0.275785835784948;0.217472740198143;0;18;"Rejection";1
"91";0.203424978735065;0.188644651652364;0;19;"Rejection";5
"92";0.184122860546369;0.17510188015067;0;19;"Rejection";4
"93";0.1725811639003;0.159107126177067;0;19;"Rejection";3
"94";0.194394158275169;0.171952376198744;0;19;"Rejection";2
"95";0.180523959184148;0.161657460782682;0;19;"Rejection";1
"96";0.0892179690677974;0.0745868823717386;0;20;"Rejection";5
"97";0.0845289400517968;0.0716939965209968;0;20;"Rejection";4
"98";0.0919845036906425;0.0764480824442101;0;20;"Rejection";3
"99";0.080318828275997;0.0711690052777895;0;20;"Rejection";2
"100";0.092005924960839;0.0741678494605394;0;20;"Rejection";1
"101";0.0774247794222506;0.0186276995056664;0;21;"Rejection";5
"102";0.0806563806855364;0.0201413338970623;0;21;"Rejection";4
"103";0.0842023071569464;0.0158850274224987;0;21;"Rejection";3
"104";0.11407303302824;0.0210546687384442;0;21;"Rejection";2
"105";0.11223129901634;0.0248551426976015;0;21;"Rejection";1
"106";0.198615314643576;0.164497222556909;0;22;"Rejection";5
"107";0.197445342395805;0.165060561684272;0;22;"Rejection";4
"108";0.178372456386939;0.14784722184899;0;22;"Rejection";3
"109";0.18416349017136;0.152247780256735;0;22;"Rejection";2
"110";0.236974135194487;0.173519413507054;0;22;"Rejection";1
"111";0.161801291074047;0.114865083309944;0;23;"Rejection";5
"112";0.156110292098957;0.113488664843115;0;23;"Rejection";4
"113";0.184979871498335;0.13163545294303;0;23;"Rejection";3
"114";0.180585035494083;0.128297757259074;0;23;"Rejection";2
"115";0.205932107257375;0.139386875861759;0;23;"Rejection";1
"116";0.241540138090761;0.273334159721298;0;24;"Rejection";5
"117";0.258552833134875;0.289888797864454;0;24;"Rejection";4
"118";0.195069631128037;0.232616454576745;0;24;"Rejection";3
"119";0.243148784070541;0.278805573169894;0;24;"Rejection";2
"120";0.2449708502095;0.269348460062745;0;24;"Rejection";1
"121";0.220696794565905;0.198338468131922;0;25;"Rejection";5
"122";0.211570760796188;0.190495029314456;0;25;"Rejection";4
"123";0.212139146036858;0.191720264691384;0;25;"Rejection";3
"124";0.185869598324817;0.170611183596215;0;25;"Rejection";2
"125";0.217454563984467;0.193610457047833;0;25;"Rejection";1
"126";0.210151821646405;0.0485843578706335;0;26;"Rejection";5
"127";0.197433381363094;0.0489429024239054;0;26;"Rejection";4
"128";0.258719022321584;0.0567705372154472;0;26;"Rejection";3
"129";0.267982054214909;0.0577163296744586;0;26;"Rejection";2
"130";0.345538823842617;0.0726552658646893;0;26;"Rejection";1
"131";0.20384769202271;0.14516549795807;0;27;"Rejection";5
"132";0.198075552816779;0.141641390150191;0;27;"Rejection";4
"133";0.180399767677642;0.130665099656493;0;27;"Rejection";3
"134";0.21807131839736;0.147791637671786;0;27;"Rejection";2
"135";0.263782730301936;0.172134006310846;0;27;"Rejection";1
"136";0.115642999656357;0.095042426360285;0;28;"Rejection";5
"137";0.124286729737557;0.103179903922596;0;28;"Rejection";4
"138";0.0973993470909293;0.083035205422335;0;28;"Rejection";3
"139";0.0953452139980955;0.0826006499761094;0;28;"Rejection";2
"140";0.114735044895464;0.0860033963558989;0;28;"Rejection";1
"141";0.152467461919496;0.156094090522862;0;29;"Rejection";5
"142";0.145512468787202;0.150336870826086;0;29;"Rejection";4
"143";0.116924838907968;0.140369598996381;0;29;"Rejection";3
"144";0.12916011850423;0.146114972341658;0;29;"Rejection";2
"145";0.211471201264701;0.153184119674573;0;29;"Rejection";1
"146";0.180959835120759;0.0382202333696055;0;30;"Rejection";5
"147";0.174606000419245;0.040462887558725;0;30;"Rejection";4
"148";0.19525071557477;0.0493373541678507;0;30;"Rejection";3
"149";0.279145479932736;0.0697377768471759;0;30;"Rejection";2
"150";0.279435105127923;0.0562894919184108;0;30;"Rejection";1
"151";0.232726269065408;0.201893077469224;0;31;"Rejection";5
"152";0.226151777365793;0.195099149677595;0;31;"Rejection";4
"153";0.220486266455162;0.189311909467795;0;31;"Rejection";3
"154";0.233172395888872;0.195756201174426;0;31;"Rejection";2
"155";0.223895309272077;0.186710560764887;0;31;"Rejection";1
"156";0.0564218244178593;0.137141300166459;0;32;"Rejection";5
"157";0.0543121724676213;0.132512289536695;0;32;"Rejection";4
"158";0.0666831143495271;0.134956914087449;0;32;"Rejection";3
"159";0.0772235193547224;0.132874210404707;0;32;"Rejection";2
"160";0.121012096360367;0.168945149939367;0;32;"Rejection";1
"161";0.300599715161158;0.104040202056242;0;33;"Rejection";5
"162";0.280769534667791;0.0934990722334348;0;33;"Rejection";4
"163";0.360706793394532;0.117597630402971;0;33;"Rejection";3
"164";0.36588600584923;0.121964523467092;0;33;"Rejection";2
"165";0.376821079541818;0.122256459118001;0;33;"Rejection";1
"166";0.176322558274963;0.155969645214765;0;34;"Rejection";5
"167";0.168794895175527;0.148935812314297;0;34;"Rejection";4
"168";0.184970324167882;0.171154722461215;0;34;"Rejection";3
"169";0.186571358254277;0.171741267781039;0;34;"Rejection";2
"170";0.160155014497984;0.140793506988214;0;34;"Rejection";1
"171";0.142595565180384;0.0585560700181277;0;35;"Rejection";5
"172";0.118397606137622;0.0499644644932471;0;35;"Rejection";4
"173";0.187283474902247;0.0690898747196336;0;35;"Rejection";3
"174";0.233696278697925;0.081346251079103;0;35;"Rejection";2
"175";0.491252309648624;0.158157105449974;0;35;"Rejection";1
"176";0.0876334613908449;0.0481334391285005;0;36;"Rejection";5
"177";0.0812454150451279;0.0445257576357886;0;36;"Rejection";4
"178";0.0794813157107782;0.0435647243087835;0.0707106727859884;36;"Rejection";3
"179";0.0839781506668249;0.0455514003405873;0;36;"Rejection";2
"180";0.0953677325007804;0.0483285035527898;0;36;"Rejection";1
"181";0.0535914056482871;0.0314554076684422;0;37;"Rejection";5
"182";0.0560115598955611;0.0345721788088265;0;37;"Rejection";4
"183";0.0515975899196339;0.0304559275358595;0;37;"Rejection";3
"184";0.0580953909292439;0.0348515850121905;0;37;"Rejection";2
"185";0.0654215260071637;0.0399356447594961;0;37;"Rejection";1
"186";0.264657535667446;0.112994034366025;0;38;"Rejection";5
"187";0.236654997285125;0.0999175617543118;0;38;"Rejection";4
"188";0.250717990507933;0.103177861879586;0;38;"Rejection";3
"189";0.197174586378672;0.0902756450857591;0;38;"Rejection";2
"190";0.283501516117527;0.116343885844203;0;38;"Rejection";1
"191";0.299517773842201;0.290925091436806;0;39;"Rejection";5
"192";0.291689450765903;0.281473183497434;0;39;"Rejection";4
"193";0.252149898434576;0.247643655221598;0;39;"Rejection";3
"194";0.357147336560084;0.344742931763398;0;39;"Rejection";2
"195";0.326515024040571;0.307004113970772;0;39;"Rejection";1
"196";0.14000498725643;0.190597838669779;0;40;"Rejection";5
"197";0.137889246092166;0.188696802791637;0;40;"Rejection";4
"198";0.138746004147747;0.19185573867127;0;40;"Rejection";3
"199";0.149926991680811;0.215770738568929;0;40;"Rejection";2
"200";0.147430427454941;0.199220107359964;0;40;"Rejection";1
"201";0.105526932662615;0.111665140514243;0;41;"Rejection";5
"202";0.121263237748001;0.1247741877341;0;41;"Rejection";4
"203";0.0889887495766632;0.0916600519060946;0;41;"Rejection";3
"204";0.114042830081237;0.11655954666734;0;41;"Rejection";2
"205";0.103793643708675;0.0992787175253058;0;41;"Rejection";1
"206";0.262072885197466;0.315827652557162;0;42;"Rejection";5
"207";0.263146636694294;0.314776574123377;0;42;"Rejection";4
"208";0.225925543166958;0.270791631426507;0;42;"Rejection";3
"209";0.212367757437443;0.258873159963309;0;42;"Rejection";2
"210";0.20090008263421;0.24143321140835;0;42;"Rejection";1
"211";0.189813283571339;0.16577705524238;0;43;"Rejection";5
"212";0.185730900077037;0.156047682004549;0;43;"Rejection";4
"213";0.185204508561223;0.150246741895514;0;43;"Rejection";3
"214";0.171874847555265;0.164898119792061;0;43;"Rejection";2
"215";0.235757525346528;0.18072291569065;0;43;"Rejection";1
"216";0.213357106193374;0.0946443766906896;0;44;"Rejection";5
"217";0.242939853890834;0.10502948141669;0;44;"Rejection";4
"218";0.19545234460754;0.0878721136985461;0;44;"Rejection";3
"219";0.280924377661718;0.122824543851387;0;44;"Rejection";2
"220";0.32627115167124;0.139004744319251;0;44;"Rejection";1
"221";0.203598769964568;0.210482613694006;0;45;"Rejection";5
"222";0.214532279602294;0.22399124943773;0;45;"Rejection";4
"223";0.178527001279042;0.181570380416661;0;45;"Rejection";3
"224";0.188838193233927;0.192312712231767;0;45;"Rejection";2
"225";0.197468738843383;0.20253787731998;0;45;"Rejection";1
"226";0.096836000998405;0.0340057001447321;0;46;"Rejection";5
"227";0.0878007777863746;0.0295512513804414;0;46;"Rejection";4
"228";0.0889626029859568;0.0299562731506328;0;46;"Rejection";3
"229";0.0919847780670348;0.0319405483099945;0;46;"Rejection";2
"230";0.109807542653613;0.0380207667038324;0;46;"Rejection";1
"231";0.11672071207964;0.0629579105930822;0;47;"Rejection";5
"232";0.11425411962028;0.0581386793000045;0;47;"Rejection";4
"233";0.129247448613178;0.0690894362337488;0;47;"Rejection";3
"234";0.166092957885712;0.0837894321377554;0;47;"Rejection";2
"235";0.279909046057565;0.129403042850896;0;47;"Rejection";1
"236";0.238317575487359;0.219719393249005;0;48;"Rejection";5
"237";0.247501097571699;0.229151234043633;0;48;"Rejection";4
"238";0.204460003564163;0.190965585094501;0;48;"Rejection";3
"239";0.176438504494725;0.168561080812533;0;48;"Rejection";2
"240";0.188661693592271;0.179875475582177;0;48;"Rejection";1
"241";0.327151674955372;0.0621545649555388;0;49;"Rejection";5
"242";0.30889622207928;0.0607565249751479;0;49;"Rejection";4
"243";0.344992639015623;0.0608481603053499;0;49;"Rejection";3
"244";0.546956214193203;0.0909114369851701;0;49;"Rejection";2
"245";0.710446421233948;0.110664259896733;0;49;"Rejection";1
"246";0.121753945845012;0.0892867478533559;0;50;"Rejection";5
"247";0.116794940948791;0.0872257764067465;0;50;"Rejection";4
"248";0.116410571037861;0.0855692853225231;0;50;"Rejection";3
"249";0.110402109308801;0.0798090713987599;0;50;"Rejection";2
"250";0.154353188235189;0.106194958049572;0;50;"Rejection";1
"251";0.231636783364318;0.029595234669356;0;51;"Rejection";5
"252";0.228796119519583;0.0290822525792612;0;51;"Rejection";4
"253";0.261043358993072;0.0358177198190919;0;51;"Rejection";3
"254";0.260210043250045;0.034487003799601;0;51;"Rejection";2
"255";0.359196304541103;0.0454307414199175;0;51;"Rejection";1
"256";0.211271685284954;0.263164449804465;0;52;"Rejection";5
"257";0.196894129865387;0.247968019012875;0;52;"Rejection";4
"258";0.176778362381667;0.228378717720562;0;52;"Rejection";3
"259";0.167393861684625;0.21433496760578;0;52;"Rejection";2
"260";0.152449101667215;0.185810692798766;0;52;"Rejection";1
"261";0.303993930607418;0.0706614578401068;0;53;"Rejection";5
"262";0.266051563783222;0.0613827516643319;0;53;"Rejection";4
"263";0.318507890996546;0.0702835371874173;0;53;"Rejection";3
"264";0.278781441778581;0.0631465424944457;0;53;"Rejection";2
"265";0.425637098551655;0.0888330860025593;0;53;"Rejection";1
"266";0.102861571937869;0.0217102040273543;0;54;"Rejection";5
"267";0.0960102538662575;0.0201000147441797;0;54;"Rejection";4
"268";0.102674881691333;0.022450388152939;0;54;"Rejection";3
"269";0.093832424075362;0.0203718398417;0;54;"Rejection";2
"270";0.14754665768239;0.0281306664510774;0;54;"Rejection";1
"271";0.10970988025901;0.11993192051273;0;55;"Rejection";5
"272";0.120831630917103;0.131189071567059;0;55;"Rejection";4
"273";0.0942386034099928;0.0952940472080828;0;55;"Rejection";3
"274";0.0997382484487078;0.0984469058635832;0;55;"Rejection";2
"275";0.139349107625535;0.127578537263926;0;55;"Rejection";1
"276";0.227427818977948;0.0594669013774479;0;56;"Rejection";5
"277";0.223640377710047;0.0598987366916621;0;56;"Rejection";4
"278";0.268600463081286;0.0710493502729263;0;56;"Rejection";3
"279";0.403175037919056;0.102198465665716;0;56;"Rejection";2
"280";0.507874982861328;0.126117066566252;0;56;"Rejection";1
"281";0.157783860940455;0.15248925585549;0;57;"Rejection";5
"282";0.173773016319416;0.164399738735568;0;57;"Rejection";4
"283";0.166740442132519;0.152763435359931;0;57;"Rejection";3
"284";0.205260964254026;0.179291443968552;0;57;"Rejection";2
"285";0.187047402506508;0.154357905406528;0;57;"Rejection";1
"286";0.30962689442123;0.248763419197858;0;58;"Rejection";5
"287";0.309170646659078;0.246976132696117;0;58;"Rejection";4
"288";0.335418396623851;0.267178268791037;0;58;"Rejection";3
"289";0.414863893926577;0.3233716125543;0;58;"Rejection";2
"290";0.307689688725398;0.246358003227431;0;58;"Rejection";1
"291";0.254089929813171;0.204610376144301;0;59;"Rejection";5
"292";0.256193300275763;0.20519807138727;0;59;"Rejection";4
"293";0.220647357737646;0.174813960751611;0;59;"Rejection";3
"294";0.242076075604455;0.194788878301958;0;59;"Rejection";2
"295";0.272085209640154;0.208918588612843;0;59;"Rejection";1
"296";0.224001631463341;0.314861945069623;0;60;"Rejection";5
"297";0.212359383013402;0.301757348506459;0;60;"Rejection";4
"298";0.187551083132704;0.265152959184325;0;60;"Rejection";3
"299";0.19547979591407;0.278643066620506;0;60;"Rejection";2
"300";0.170775159499449;0.239699815395784;0;60;"Rejection";1
"301";0.162646109039793;0.185572603476258;0;61;"Rejection";5
"302";0.162591483650566;0.189248475387992;0;61;"Rejection";4
"303";0.152455402243147;0.163835272811339;0;61;"Rejection";3
"304";0.16518863715756;0.185256040229762;0;61;"Rejection";2
"305";0.184810561589022;0.20889793703815;0;61;"Rejection";1
"306";0.355091072143697;0.251679902185039;0;62;"Rejection";5
"307";0.349936471877165;0.250744150571267;0;62;"Rejection";4
"308";0.378875140158704;0.270430464107935;0;62;"Rejection";3
"309";0.47150143644337;0.330466739244835;0;62;"Rejection";2
"310";0.571385649266002;0.391185341187502;0;62;"Rejection";1
"311";0.264942188739741;0.17717759823901;0;63;"Rejection";5
"312";0.256633173437909;0.167340510297587;0;63;"Rejection";4
"313";0.245977197579464;0.16626863831708;0;63;"Rejection";3
"314";0.262461959487424;0.174011753345996;0;63;"Rejection";2
"315";0.3672463473327;0.23035252049331;0;63;"Rejection";1
"316";0.245868868950647;0.0493935046698822;0;64;"Rejection";5
"317";0.234206335898475;0.0440742619430443;0;64;"Rejection";4
"318";0.288852809375907;0.0588043950413988;0;64;"Rejection";3
"319";0.301356357721261;0.0554562508481298;0;64;"Rejection";2
"320";0.344673641208171;0.0726904720081757;0;64;"Rejection";1
"321";0.170735293069598;0.147962078822193;0;65;"Rejection";5
"322";0.169042897736744;0.146430552720933;0;65;"Rejection";4
"323";0.135659778520523;0.11264086618721;0;65;"Rejection";3
"324";0.12380990046514;0.0979455687204844;0;65;"Rejection";2
"325";0.139910692665732;0.103267875782166;0;65;"Rejection";1
"326";0.354318229033872;0.116592307813032;0;66;"Rejection";5
"327";0.344808385670463;0.112220570334899;0;66;"Rejection";4
"328";0.408371583735156;0.133461849742109;0;66;"Rejection";3
"329";0.444934418352391;0.142316111026525;0;66;"Rejection";2
"330";0.421755924710236;0.13214995815716;0;66;"Rejection";1
"331";0.273224206857022;0.170670339110198;0;67;"Rejection";5
"332";0.263638813727349;0.170014583459462;0;67;"Rejection";4
"333";0.307534144623783;0.185921998905818;0;67;"Rejection";3
"334";0.288480536984256;0.17673873630282;0;67;"Rejection";2
"335";0.274342695563282;0.167473002126237;0;67;"Rejection";1
"336";0.27556047214638;0.10507775930008;0;68;"Rejection";5
"337";0.256021083359579;0.0971342814570788;0;68;"Rejection";4
"338";0.26812425804785;0.10540131521094;0;68;"Rejection";3
"339";0.290119930113785;0.118313154033931;0;68;"Rejection";2
"340";0.437136037343981;0.153008057332828;0;68;"Rejection";1
"341";0.0810095895400023;0.0646890714584484;0;69;"Rejection";5
"342";0.0785824158373026;0.0639770725649448;0;69;"Rejection";4
"343";0.0862617479319516;0.0567625632538986;0;69;"Rejection";3
"344";0.0900794427134147;0.0685673734196489;0;69;"Rejection";2
"345";0.0920453328964012;0.0791457924229599;0;69;"Rejection";1
"346";0.125717230189522;0.13574689193937;0;70;"Rejection";5
"347";0.120029248301683;0.129831637522555;0;70;"Rejection";4
"348";0.118896745078074;0.125954238498368;0;70;"Rejection";3
"349";0.11746806373832;0.128767386932743;0;70;"Rejection";2
"350";0.150937917751257;0.155755515534441;0;70;"Rejection";1
"351";0.0496921098926105;0.0193654784711495;0;71;"Rejection";5
"352";0.0463709038958579;0.0174501608812281;0;71;"Rejection";4
"353";0.0434151272171724;0.0177161952362466;0;71;"Rejection";3
"354";0.0505812308062364;0.01699511469726;0;71;"Rejection";2
"355";0.0641584526959339;0.0201299039237816;0;71;"Rejection";1
"356";0.305307713422716;0.202563975062725;0;72;"Rejection";5
"357";0.313587391888498;0.20622054923786;0;72;"Rejection";4
"358";0.372711578489451;0.24809142992764;0;72;"Rejection";3
"359";0.436220763353595;0.274214634683654;0;72;"Rejection";2
"360";0.454012955421252;0.281210832628841;0;72;"Rejection";1
"361";0.280754269837764;0.0451532447621864;0;73;"Rejection";5
"362";0.266153390218365;0.0435003019636868;0;73;"Rejection";4
"363";0.351420974296199;0.054813072750408;0;73;"Rejection";3
"364";0.422498707255556;0.0707419236724468;0;73;"Rejection";2
"365";0.428424930570426;0.066772203564029;0;73;"Rejection";1
"366";0.211664241001168;0.127038838040517;0;74;"Rejection";5
"367";0.237252088735015;0.146720334106675;0;74;"Rejection";4
"368";0.212376706131745;0.131291338366723;0;74;"Rejection";3
"369";0.217869182375688;0.13437512719036;0;74;"Rejection";2
"370";0.26151027767104;0.164785215774329;0;74;"Rejection";1
"371";0.226863254238553;0.0803877413499457;0;75;"Rejection";5
"372";0.221453535354979;0.0805467106714643;0;75;"Rejection";4
"373";0.269409103960789;0.0999888452010243;0;75;"Rejection";3
"374";0.286873190368153;0.0977296202667369;0;75;"Rejection";2
"375";0.400772895193687;0.134256712104562;0;75;"Rejection";1
"376";0.184325630374626;0.145938853808944;0;76;"Rejection";5
"377";0.173386846300964;0.140679175137442;0;76;"Rejection";4
"378";0.173498970711434;0.125305199252785;0;76;"Rejection";3
"379";0.18962930594036;0.125127406133836;0;76;"Rejection";2
"380";0.224657580815677;0.156973710703026;0;76;"Rejection";1
"381";0.284656107232225;0.0980597642545489;0;77;"Rejection";5
"382";0.316638266522416;0.107422593573494;0;77;"Rejection";4
"383";0.29403942792596;0.101120139108091;0;77;"Rejection";3
"384";0.277154233183793;0.0987496062156772;0;77;"Rejection";2
"385";0.313500296374586;0.110231081544235;0;77;"Rejection";1
"386";0.178153352049414;0.0897982919617235;0;78;"Rejection";5
"387";0.184513805173414;0.0926606045472955;0;78;"Rejection";4
"388";0.187530746100576;0.0992273140890946;0;78;"Rejection";3
"389";0.209163472464012;0.103732480638109;0;78;"Rejection";2
"390";0.25770741996518;0.112206060803745;0;78;"Rejection";1
"391";0.59402294214341;0.162508736848631;0;79;"Rejection";5
"392";0.606559359143171;0.16305315788171;0;79;"Rejection";4
"393";0.666797703035529;0.184204742586029;0;79;"Rejection";3
"394";0.712007936559091;0.200678655138426;0;79;"Rejection";2
"395";0.659000475337597;0.175846309959152;0;79;"Rejection";1
"396";0.221442231554764;0.245926935279106;0;80;"Rejection";5
"397";0.209408438437971;0.231187831941929;0;80;"Rejection";4
"398";0.190828959266541;0.210585041722031;0;80;"Rejection";3
"399";0.210895790504858;0.231477453992514;0;80;"Rejection";2
"400";0.185472785618869;0.200050171731063;0;80;"Rejection";1
"401";0.087665957257055;0.0483281564170666;0;81;"Rejection";5
"402";0.0739667565209964;0.0401140341833727;0;81;"Rejection";4
"403";0.0810630065571739;0.0429869034678203;0;81;"Rejection";3
"404";0.0871181897489753;0.0469428708006353;0;81;"Rejection";2
"405";0.0962634590035124;0.0501610688391373;0;81;"Rejection";1
"406";0.121012307438412;0.116307152730021;0;82;"Rejection";5
"407";0.12706347304757;0.125430531265685;0;82;"Rejection";4
"408";0.119178169102475;0.122301445115348;0;82;"Rejection";3
"409";0.137142578378966;0.130741241953128;0;82;"Rejection";2
"410";0.166737839153211;0.147161480988172;0;82;"Rejection";1
"411";0.138177338587478;0.128926457933387;0;83;"Rejection";5
"412";0.1377053174861;0.12938046369521;0;83;"Rejection";4
"413";0.112467076266408;0.107672009784218;0;83;"Rejection";3
"414";0.108679241724636;0.103170970707675;0;83;"Rejection";2
"415";0.154706208752446;0.142221000810928;0;83;"Rejection";1
"416";0.255690404163772;0.0665577655568102;0;84;"Rejection";5
"417";0.244553154457891;0.0665835496845723;0;84;"Rejection";4
"418";0.205964302519142;0.0561902117801641;0;84;"Rejection";3
"419";0.215056558943867;0.0571405103179961;0;84;"Rejection";2
"420";0.304800749852594;0.0753004421215709;0;84;"Rejection";1
"421";0.206251527478551;0.206085760669234;0;85;"Rejection";5
"422";0.212960141945943;0.212324717788897;0;85;"Rejection";4
"423";0.185290358760339;0.186339448309184;0;85;"Rejection";3
"424";0.234005273883196;0.226842867142117;0;85;"Rejection";2
"425";0.214507948018317;0.202281585256802;0;85;"Rejection";1
"426";0.215243060254601;0.193729629194861;0;86;"Rejection";5
"427";0.184468975835336;0.165971912649997;0;86;"Rejection";4
"428";0.215546911007123;0.199168631138463;0;86;"Rejection";3
"429";0.211676520180541;0.190624781982927;0;86;"Rejection";2
"430";0.232444079473149;0.198817608122907;0;86;"Rejection";1
"431";0.095456916701764;0.0848130107532601;0;87;"Rejection";5
"432";0.0918338730666931;0.0818161093038381;0;87;"Rejection";4
"433";0.0834812757988554;0.0748743620445814;0;87;"Rejection";3
"434";0.07841105863235;0.0719380269775215;0;87;"Rejection";2
"435";0.0927057159619384;0.0820547172015484;0;87;"Rejection";1
"436";0.329791490241256;0.194385876764082;0;88;"Rejection";5
"437";0.310891553915948;0.182895191065887;0;88;"Rejection";4
"438";0.402407804581291;0.230810767908067;0;88;"Rejection";3
"439";0.426267125277563;0.237996667309935;0;88;"Rejection";2
"440";0.489117316559885;0.25753055464697;0;88;"Rejection";1
"441";0.172097190668481;0.171452396734751;0;89;"Rejection";5
"442";0.165905461756003;0.16225439062227;0;89;"Rejection";4
"443";0.179122177339421;0.175160643884241;0;89;"Rejection";3
