"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"CV_PSD";"fmax_PSD";"Resolution";"ID"
"380";0.321814058956916;1.32300884955752;1.41368993100398;-0.573497878039372;0.0469156431720973;0.439858888110837;2.57337178687799;0.793967381246245;1.55540381599242;6.62969580264766;-0.685421994753538;"/3";171
"181";0.638904958677686;3.61543187918378;1.73321088725918;-0.467292836401445;0.125371082647361;0.530042378257061;5.31000231481135;0.735111488902095;1.35081150429233;9.70814962837454;-0.563896631901956;"No change";172
"281";0.638904958677686;3.18417243043268;1.60619199193282;-0.833953931281015;0.0553251751891798;0.472789632433433;3.48516237486934;0.923650734576523;1.50119768763762;6.87333895443309;-0.322324850606078;"/2";172
"381";0.637768186651654;2.95027624309392;1.53167921316325;-1.14563499181554;0.0236914667182663;0.378599525568267;2.25919267257106;NA;NA;1.7303508976816;-0.151028019283341;"/3";172
"182";0.671136363636364;3.60964196656713;1.68239152735248;-0.551780830441434;0.107833478009259;0.486511177966971;4.93295485226647;0.724927492615971;1.34137262922133;9.54830018807077;-0.487376813336139;"No change";173
"282";0.671136363636364;3.18378627360663;1.55685407876803;-0.888504308212207;0.038298711801316;0.363928179405136;2.85398973386718;1;1.51162532060225;5.44999523877085;-0.245182147601332;"/2";173
"382";0.670753320406163;2.97649667405765;1.49010083561019;-1.54030919123693;0.0138900833237779;0.269263453941212;1.67027296547404;NA;NA;1.73042364829798;-0.107259692904273;"/3";173
"183";0.756012396694215;3.70336968106912;1.58894063499879;-1.02279584465441;0.0899173878257685;0.488599570727984;5.32119953288281;0.778542676626709;1.31979869171182;6.00770082935398;-0.389833784072823;"No change";174
"283";0.756012396694215;3.32265978050355;1.48046310608734;-1.50208831331477;0.0312688720530156;0.449735217386733;3.42735063984383;1;1.46520640841646;2.99125980616465;-0.151784335823452;"/2";174
"383";0.754946727549467;3.04799711295561;1.39559278239059;-2.18639014033554;0.0114266733435577;0.444516543955519;2.11115597706247;NA;NA;NA;-0.0645260110513139;"/3";174
"184";0.355138483965015;3.52591072344792;2.29538623405469;0.601121734954679;0.155557504251701;0.618686950850613;6.09522103392154;0.556432311453583;1.30789847220144;3.37987949923858;-2.67353711217201;"No change";175
"284";0.355138483965015;3.0258875739645;2.14245193122465;0.38922899147446;0.112182782306763;0.438660904173525;4.55480821695746;0.70599986585039;1.37020498100309;2.81447388732761;-2.55119597382392;"/2";175
"384";0.354582511505588;2.61660978384528;1.99869370972548;0.0518862123723339;0.0851676791321998;0.36216277487567;3.32302374278495;0.677391881752928;1.42881440498972;3.120999787439;-1.9030547204057;"/3";175
"185";0.512546855476885;3.61086846114779;1.95231146119517;-0.0423788328668865;0.157850323324483;0.525566422689496;5.50403330837564;0.648574459968321;1.27562141385539;4.95912111227853;-1.17775083420737;"No change";176
"285";0.512546855476885;3.12283384301733;1.80710401942821;-0.4042904016036;0.0887542341296799;0.266665822741558;3.80043707315013;0.701086865795543;1.32237705360312;4.98967271115819;-0.589016075044362;"/2";176
"385";0.513267587113741;2.5782957028405;1.61408655785614;-0.661433825337298;0.0541281307444853;0.144394476061607;2.74206446129726;0.913147154849178;1.39109764800463;3.24212104692045;-0.368066718921605;"/3";176
"186";0.603082049146189;3.71149861878453;1.81713775870617;-0.403565113178687;0.159245965765133;0.56985802559598;5.81018638654522;0.653407104494119;1.28256186090082;4.40421682925896;-0.742994754902469;"No change";177
"286";0.603082049146189;3.3716;1.72108943241678;-0.628263711296593;0.0933694590692935;0.28778514513143;4.10373933648148;0.744307423402544;1.31910315110844;3.49210102779773;-0.576707079648909;"/2";177
"386";0.601577909270217;2.95238095238095;1.59081117430544;-0.903500685088106;0.0545409557866115;0.160376578080926;2.91296360973456;1;1.34398361671359;2.84616765066504;-0.317714359550656;"/3";177
"187";0.597209861160555;3.40561081926903;1.74091101356048;-0.320457422051754;0.0919800039305007;0.270945094916867;4.07654969619902;0.794032427840522;1.38892618347458;9.07543063064872;-0.617206859804572;"No change";178
"287";0.597209861160555;2.53117684613748;1.44417105229204;-0.90419035366587;0.0292939814814815;0.299596997234294;2.19729159998429;1;1.58177749047596;4.94195073723243;-0.277411041836037;"/2";178
"387";0.595873015873016;1.72516556291391;1.06305071961167;-1.94928187563934;0.0132721076328816;0.18698383363862;1.45988104610607;NA;NA;2.23350778975363;-0.116075310975108;"/3";178
"188";0.688656995372019;3.52066169106006;1.63166091393423;-0.589543019479255;0.0767826263408265;0.29592820792611;4.12367674764217;0.826307466205092;1.40205871660145;7.42862267583299;-0.397476013166387;"No change";179
"288";0.688656995372019;2.80919698009609;1.40591063187274;-1.07143019135306;0.0190902024435678;0.252366640059553;1.96224510739903;1;1.38421743750337;2.63988452216927;-0.172896549917336;"/2";179
"388";0.689546485260771;2.18349682631275;1.15264880568014;-1.83657474848856;0.00487661746683968;0.18511267178658;1.16195321039063;NA;NA;NA;-0.0504343722819213;"/3";179
"189";0.337469135802469;3.31132248033656;2.28362887280642;0.624867333274136;0.126582184694164;0.595746800474246;5.62108346066047;0.724658191255176;1.39254017620305;5.70623595605484;-2.02327127021278;"No change";18
"289";0.337469135802469;2.456533931576;1.98503260783283;0.0764565294132252;0.109552924430642;0.616245878242038;4.53364140717941;0.822151916207067;1.52953551696376;6.94668204091039;-1.20479618848114;"/2";18
"389";0.337469135802469;1.88167938931298;1.71844589260707;-0.285683260320519;0.109011036706349;0.667281328131919;4.00533437804227;0.905374322824228;1.58471612678311;5.80092375630949;-0.863540166488626;"/3";18
"190";0.676108045567818;3.53131273241847;1.6530720656766;-0.628500240995995;0.0879499937529096;0.328929994986357;4.26807023007205;0.821884741697702;1.41437640444214;7.27211463002955;-0.653621861176309;"No change";180
"290";0.676108045567818;2.85417388292345;1.4401848282297;-1.35835279729757;0.0289350824567171;0.292566435147107;2.3742241430773;1;1.58681524017456;4.85429915096404;-0.201551190574908;"/2";180
"390";0.675260770975057;2.15375722543353;1.15987019901407;-2.24306789218628;0.010962768226163;0.238249075294963;1.67629132685058;NA;NA;1.72976979245794;-0.0736685082925511;"/3";180
"191";0.432538269846921;3.09958847736626;1.96935382477204;0.319930811950708;0.0887354441367491;0.328709470424285;4.35402584073346;0.623148448545019;1.12759829840042;6.1195238721354;-2.17167706540482;"No change";181
"291";0.432538269846921;2.03792851932896;1.55001833158419;-0.338397798800981;0.0421124054898093;0.451282898187283;2.73875223081717;0.82688702861096;1.56969161661861;7.45693447743225;-1.31884534125483;"/2";181
"391";0.431020408163265;1.39661016949153;1.17564783228227;-1.02272376996058;0.0258659529988466;0.423219382330314;1.92988180225012;1;1.6245753177512;3.83066927750819;-0.233142352729812;"/3";181
"192";0.635123709505162;3.36584340514976;1.66761405309784;-0.424804588431722;0.0718306226000523;0.237475149825391;3.86218733994875;0.696463441669439;1.39093254680143;9.67186230181367;-0.529745319494276;"No change";182
"292";0.635123709505162;2.37201577745485;1.31767561359985;-1.36817418584919;0.0217939814814815;0.334020180562931;2.19961390274922;1;1.61599830048875;5.30764344640577;-0.20569695256777;"/2";182
"392";0.635555555555556;1.50428816466552;0.861575577966203;-3.09739147099428;0.00750434403234333;0.31786865689377;1.69914695916543;NA;NA;NA;-0.054520838878417;"/3";182
"193";0.591714133143467;3.3903888095059;1.74567625181257;-0.280362107986439;0.0920907750886447;0.273565116631129;4.2246792323265;0.749355638459212;1.34808052148189;5.65901958573622;-1.52651030472242;"No change";183
"293";0.591714133143467;2.52672581692274;1.45165596503111;-0.908619356511096;0.0326101505999343;0.309404557235574;2.39219440472023;0.923360760945133;1.45611519911436;4.91473767303623;-0.282592400578034;"/2";183
"393";0.592176870748299;1.77759197324415;1.09920954495585;-2.2097375791793;0.0120721484825548;0.218178518112477;1.68582133125602;1;1.26530468221837;1.99094093935439;-0.107630664192365;"/3";183
"194";0.556729845401345;3.44642296830875;1.82301204633925;-0.104011617746718;0.117002257407192;0.484941929690692;5.03150958170668;0.763045612231439;1.37970953225195;6.14502113676138;-1.95624814347596;"No change";184
"294";0.556729845401345;2.86545454545455;1.63840216613784;-0.509107045633951;0.0504997739973701;0.395224115192014;2.92492677936479;0.799273778443739;1.55970935545376;8.9725211306162;-0.419272987658597;"/2";184
"394";0.557076417818334;2.63780068728522;1.55499835006228;-1.11320158164367;0.020139583483516;0.249249994756736;1.73808522848842;NA;NA;3.15408361788369;-0.16411886444028;"/3";184
"195";0.440496986636387;3.19585584692411;1.98170659707967;0.271692764759326;0.100686503848981;0.368087769488918;4.30386513117123;0.40127618717877;1.34380930865269;3.45682998092915;-2.89637278337374;"No change";185
"295";0.440496986636387;2.2186684073107;1.61675887380493;-0.13981489737021;0.047743492151545;0.233474034933516;2.35455201900824;0.789861125637484;1.49701182314518;7.98022567805313;-0.81910838258355;"/2";185
"395";0.440212479887148;1.77687074829932;1.39535157042189;-0.778683144001961;0.0243598090277778;0.0815527561247215;1.33679611464205;1;1.71118754231746;4.20161193964532;-0.255346691808845;"/3";185
"196";0.395318368416456;3.3058992487848;2.12377236640308;0.488540857157168;0.134116807928245;0.644048950843382;5.49914757396301;0.769491711007914;1.45648712453195;6.88291233567489;-2.29012914565224;"No change";186
"296";0.395318368416456;2.80801551389787;1.96054185377103;0.0836835339569712;0.0892987754766601;0.538789712440706;3.6924878185779;0.656142535754063;1.54287986748939;6.28124667401178;-1.88631877370352;"/2";186
"396";0.39698913354934;2.68335146898803;1.9109129314504;-0.44204470791535;0.0585738508025759;0.433131981858185;2.5265475202398;1;1.65283453406389;6.51833253748215;-0.71947771385401;"/3";186
"197";0.564862159456754;3.68737327777512;1.87608789888972;-0.218377813450088;0.168440917323106;0.685647640281665;6.49244884704679;0.726826871048919;1.3378386534516;8.65768358267665;-1.46671890482805;"No change";187
"297";0.56455037015532;3.39439280586413;1.79385056518207;-0.499128915051517;0.106659787767167;0.661744860392469;5.11163609625311;0.795224189485424;1.47576425508323;11.191419932153;-0.721338794734377;"/2";187
"397";0.564862159456754;3.23417085427136;1.74494613355714;-0.902436640572519;0.0738363627541868;0.667828230962525;3.87716523948885;0.92345910434928;1.65519739341282;9.54978986452863;-0.363154083955549;"/3";187
"198";0.560578596614633;3.63311991248673;1.86887757956398;-0.198049508867701;0.152626731943253;0.587799490249604;5.96717342817354;0.682514185308906;1.30751978255195;7.64362170385533;-1.74027140442551;"No change";188
"298";0.561193569458557;3.24540166640465;1.75492851196497;-0.487613460895518;0.0845807722116583;0.480104476623894;4.32180197253123;0.79739262160074;1.43995874121754;10.5720200004439;-0.619635574738018;"/2";188
"398";0.560578596614633;2.99825935596171;1.67681772600379;-0.725647026434233;0.045813439657479;0.442857409623646;3.007648019622;0.847612597539333;1.55205163316271;8.11395674727838;-0.321888728754124;"/3";188
"199";0.558170783396009;3.48813312868568;1.83245697294112;-0.171401842175748;0.121996238899071;0.413772121242042;4.92205949063826;0.695988138709922;1.32313308387191;10.5840017266791;-1.162568414884;"No change";189
"299";0.558471839163884;2.85295656724228;1.63090693258727;-0.571148619328839;0.0536711900424209;0.386430280381887;3.35344016490104;0.834744434853737;1.48857453064913;10.4806633417028;-0.484891080468568;"/2";189
"399";0.558170783396009;2.38003838771593;1.45020691684069;-1.26713145428512;0.0263047124664602;0.387895199518789;2.15063833132372;0.924771852335867;1.65705107969786;6.24036066356902;-0.205126495138355;"/3";189
"1100";0.356221085950816;3.61347813979393;2.31687449506555;0.593944860957043;0.164330615755969;0.616337845761566;6.13900370326031;0.54636810137779;0.682363332866117;3.08993603329041;-2.74267687841178;"No change";19
"2100";0.356111191754972;3.14180898165718;2.1773110033478;0.300055142042328;0.122676494424733;0.343137768017248;4.75124236901465;0.653854652676262;0.708852110654878;2.79944713098787;-2.5998449910518;"/2";19
"3100";0.356221085950816;2.60927617709065;1.99127656902366;0.062425306147828;0.0853140303733475;0.241953119173384;3.59161237035657;0.726777058688505;1.33597028192372;2.88879472242165;-2.29700052099553;"/3";19
"1101";0.476949092203631;3.37395036387386;1.95642979138559;0.0778767905399376;0.123274890035678;0.443312860284693;5.23041564592376;0.602636752544912;1.31834430170582;2.85716942880975;-3.17414549352003;"No change";190
"2101";0.476949092203631;2.56929637526652;1.68397759620776;-0.78145076417514;0.0792187414392943;0.549140802503802;4.00382814875198;0.797567773152591;1.50687036462258;5.00070976552979;-1.37637575341528;"/2";190
"3101";0.47671201814059;1.76689520078355;1.31006658842771;-1.49751076922094;0.0647341542315456;0.629247009931009;3.60326434390841;1;1.66365423923447;4.13201148318158;-0.461711572954051;"/3";190
"1102";0.583704165183339;3.41572005794008;1.76674931328542;-0.225622424787776;0.0963342443594257;0.231458176278343;4.12299521746783;0.562709444341308;1.29584198511505;6.50833392835645;-1.16714596386759;"No change";191
"2102";0.583704165183339;2.57277195982047;1.48334489221043;-0.709781707611556;0.0308037047309884;0.139872622014986;2.10850239084769;0.922783237418559;1.45936829050873;5.57129852428016;-0.350236881501678;"/2";191
"3102";0.585510204081633;1.75644028103044;1.09856086141908;-1.42639324116794;0.00983621083237216;0.196065330607298;1.28445347619964;NA;NA;1.41356484055549;-0.116992531860325;"/3";191
"1103";0.414515841936632;3.21900161030596;2.04971533831531;0.338275873374422;0.101842277971878;0.306542034099951;4.42205021401971;0.705575954111766;1.32258662599362;2.67771403612406;-3.25038339193158;"No change";192
"2103";0.414515841936632;2.1418826739427;1.64232928220409;-0.263734972139855;0.0533087041831032;0.279478245145965;2.86283746251025;0.776916359039546;1.41921648901007;4.00773483066607;-2.11237377407299;"/2";192
"3103";0.414625850340136;1.24585218702866;1.10019851418657;-0.937115061647099;0.0337069876970396;0.355092553271475;1.95896279637786;1;1.61849551861512;4.6993045817295;-0.670946470579753;"/3";192
"1104";0.550478406334262;3.75747845745552;1.92071565855604;-0.194355687541839;0.183185937458905;0.666157096291345;6.41255568085872;0.630772325327946;1.16591399188749;3.49964336040116;-1.76440656115799;"No change";193
"2104";0.550615111046596;3.4701757031898;1.8409244695616;-0.419067514772156;0.122521980609614;0.427393388859264;4.90838502440751;0.70102142201851;1.26858184534534;3.19411082577806;-1.64493498197077;"/2";193
"3104";0.550478406334262;3.17343599615014;1.75178246047943;-0.580360547031076;0.0793598387637739;0.315536730977414;3.76292408080486;0.774232468380669;1.3229008733273;2.80815463424583;-1.48275770942271;"/3";193
"1105";0.626329031734437;3.80686219457763;1.80468471500778;-0.508006506279492;0.176633968107907;0.686063867293262;6.57847224145536;0.618013757957272;1.22727922939794;6.09233353563974;-0.648207387371086;"No change";194
"2105";0.626161271592394;3.58480655905714;1.74485183288269;-0.68055561904363;0.114478368287194;0.438881989720042;5.06206949297079;0.690504535658294;1.28754864346121;5.43346996557615;-0.544569515219145;"/2";194
"3105";0.626329031734437;3.34519230769231;1.67540361918359;-0.826453704440683;0.0723362553513016;0.294595913178003;3.87474157697078;0.845799254310822;1.33577685186312;4.28654598374073;-0.428868072982897;"/3";194
"1106";0.439971503034566;3.67910141838157;2.12371386257424;0.247021889573603;0.184670813122141;0.695528475352414;6.24501065125355;0.462724378990978;1.39846608820634;3.18351297370863;-3.26184603984608;"No change";195
"2106";0.439731818841632;3.37234777459785;2.03719941134792;-0.0355646298357683;0.143217243535948;0.430507772622973;5.01171311335246;0.595653920028736;0.831847002140954;2.34107659042831;-2.4694940292427;"/2";195
"3106";0.439971503034566;3.01392470345539;1.9242884376257;-0.215843699565606;0.103787812410498;0.300882994085506;4.008650550163;0.671063430510835;0.947162507116657;3.33407850746809;-1.62135836710798;"/3";195
"1107";0.336574403702385;3.00879222582138;2.19047478813879;0.694666194444778;0.087628015829639;0.386321744078863;4.4163612270281;0.688374355073966;1.38506794944394;3.6138911736312;-3.32422645172559;"No change";196
"2107";0.336574403702385;1.94837476099426;1.75593161293963;0.0770910904139163;0.055189525462963;0.407338978163421;2.90503735334604;0.729412602175224;1.50401178745852;4.86563593601682;-2.13544885818776;"/2";196
"3107";0.336009070294785;1.78876404494382;1.67214202813648;-0.52640893986366;0.0437450064278162;0.306023305639358;2.07762098273195;1;1.74860106322684;5.70950464088644;-0.774755739389111;"/3";196
"1108";0.452385190459238;3.15089514066496;1.94090785488533;0.242252246244301;0.0903969530711977;0.292635366328297;4.30961298965538;0.693569315274508;1.35286208857709;3.88138619097647;-2.88792725791225;"No change";197
"2108";0.452385190459238;2.1114842175957;1.54061239164232;-0.29580448893324;0.0385642926117686;0.360112493265522;2.69454679595964;0.841621664717843;1.52857060466731;9.62562749612929;-0.573822673085912;"/2";197
"3108";0.450657596371882;1.61948249619482;1.27915408906061;-1.04032298248252;0.0205078125;0.420572916666666;1.83539474553655;1;1.58791912410988;4.09435025723208;-0.230826047486226;"/3";197
"1109";0.534442862228551;3.33921731890092;1.83226689757936;-0.0293554253546407;0.101783574814597;0.415384638346349;5.13896658282757;0.665044269569417;1.33298747630112;10.5880730611043;-1.10331807475312;"No change";198
"2109";0.534442862228551;2.50701452128969;1.54562306516687;-0.384890089798299;0.0428341671460662;0.541555802356675;3.34372615762328;0.726213131930456;1.43253699798009;7.99585348273268;-0.568622944991342;"/2";198
"3109";0.531700680272109;2.20715630885122;1.42337952793923;-0.92772036982819;0.0191434033785083;0.553920837051601;2.29257457019965;1;1.38570114058852;2.4390238346378;-0.154865220765127;"/3";198
"1110";0.531071612152693;3.74413312956359;1.95304852011538;-0.116321176375552;0.184658737617234;0.636470188412765;6.35221838602062;0.559241300308251;1.11679636259189;4.84139275389438;-1.1680052540955;"No change";199
"2110";0.53081905937001;3.43721399208873;1.86799532752201;-0.333723207900356;0.120914230807024;0.331857384414467;4.91519337306973;0.62358521784112;1.23892704096713;5.3219987143238;-0.855691726670949;"/2";199
"3110";0.531071612152693;3.07648494711147;1.75664609834717;-0.580380724044289;0.0754132243570901;0.231706803341097;3.54462899740621;0.75346445413474;1.29998255818885;5.27516051223679;-0.553043003814412;"/3";199
"1111";0.370752904183771;3.44048530537723;2.2278320033071;0.528696284401554;0.142893108226356;0.567310306099155;5.62669108480876;0.556079525674639;1.3326943487318;4.0462598678648;-2.53772272522389;"No change";2
"2111";0.370752904183771;2.83638743455497;2.03475067709753;0.106977476743457;0.103007778257177;0.427084130506164;4.09393569951394;0.523870355060644;1.3961277995571;4.28341649746185;-2.13336320042347;"/2";2
"3111";0.371200599528312;2.30672268907563;1.82684043080085;-0.171748863125208;0.0776814919442042;0.36233774521354;3.20089217959077;0.765338973346477;1.17894447888142;3.90409847387324;-1.66679471929127;"/3";2
"1112";0.307397487577668;3.62237803268108;2.46674434631677;0.827028557344817;0.156703588622731;0.633998746232871;6.26752631370125;0.439230721177797;0.31805292758404;2.21480734883363;-3.47684445808628;"No change";20
"2112";0.307383147046015;3.16314888762122;2.3312282884272;0.529654700239316;0.121116636324927;0.339545229113027;5.07496538289761;0.4993906724041;NA;2.13233986744702;-3.36436067305888;"/2";20
"3112";0.307397487577668;2.61771747805267;2.14191636753022;0.236898105032583;0.0908844068204601;0.229392107966298;3.83351863291918;0.648182117365602;0.544894987712586;3.07301892400178;-2.3560122392365;"/3";20
"1113";0.535219904589274;3.79848357203033;1.95967950701777;-0.13470417145092;0.196870525622388;0.739475460557106;6.88764419561729;0.597083732770342;1.15259052467744;3.47151405700601;-2.06058342394625;"No change";200
"2113";0.535010524023806;3.57905822175417;1.90056856046249;-0.297713507249202;0.142485661259596;0.52498262958443;5.54504143496104;0.688358497317737;1.26558789813265;4.31428920203376;-1.32725065921519;"/2";200
"3113";0.535219904589274;3.37079910380881;1.84022741897011;-0.422310243858359;0.0995530826983373;0.436844685498064;4.29712312935796;0.734412791471661;1.02576339231499;3.8548194685487;-1.14597906895884;"/3";200
"1114";0.471453435417399;3.7520993132998;2.07425044040245;0.10954348043761;0.193811324117415;0.72298992355938;6.74443495602323;0.55730442594243;1.13872392868048;3.63000159736397;-1.98736586073116;"No change";201
"2114";0.47359014370736;3.48178490500261;1.99495807309022;-0.0774297006252386;0.147759134722635;0.508464970022912;5.44191769678466;0.630302616258172;0.909938428445277;3.50146379432265;-1.86296846848618;"/2";201
"3114";0.471453435417399;3.2158371040724;1.92002263849429;-0.230768997084245;0.106625686342122;0.430665178059962;4.19838578418845;0.701027132286182;1.29862322685049;3.31064911373779;-1.71740803998244;"/3";201
"1115";0.386729071413756;3.67591642570656;2.25183337410184;0.456211107365361;0.176405809819659;0.651541849279125;6.29033375428548;0.307966842913003;0.469126061151745;2.04406739266177;-3.25855656319568;"No change";202
"2115";0.386803237044564;3.28691609475315;2.13978891462222;0.20610779692805;0.129532360981275;0.351967694828056;4.83325020724561;0.391974523972581;NA;2.11466934031957;-2.95645014888491;"/2";202
"3115";0.386729071413756;2.82838083687083;1.98973531045549;-0.0333337812837061;0.0942692169905712;0.200594773163762;3.72046496180465;0.436806313435136;NA;2.13163770287671;-2.74071828797034;"/3";202
"1116";0.331096862628394;3.68432520768078;2.40943170027271;0.710463762352869;0.172840670935916;0.707193829140585;6.53253542377133;0.366482639269112;0.656698190139343;2.55574811630821;-2.82070276300446;"No change";203
"2116";0.33134344607345;3.32742225648933;2.30679774718509;0.492539240221226;0.138327628488747;0.467400349841146;5.42918882576411;0.407242574125995;0.554673438609198;2.22095919513578;-2.76925562734909;"/2";203
"3116";0.331096862628394;2.94834710743802;2.18658902083538;0.26811181274703;0.106338454284056;0.351538013600035;4.1760299732831;0.513227090719129;NA;2.29461320741839;-2.64827097871569;"/3";203
"1117";0.292075859643427;3.65783623564283;2.52761349729768;0.900358387568807;0.158807656281585;0.698534247776978;6.83566582109406;0.395564483711921;0.60281586974543;3.6966471741206;-2.60500548878296;"No change";204
"2117";0.293066845696037;3.2550944518816;2.40757584639295;0.621138835110827;0.133385872567349;0.477218424707622;5.67231560680726;0.54381878572982;NA;3.39018229353333;-2.49380078146686;"/2";204
"3117";0.292075859643427;2.84106776180698;2.27492167113531;0.392290179315384;0.104772235812456;0.426025927777401;4.4605605666711;0.571385237715266;NA;3.03319493002582;-2.42972513665011;"/3";204
"1118";0.459567675783892;3.67586978277506;2.07925884692007;0.165123077616036;0.185141157199429;0.677466325665917;6.28943796027083;0.479824843608825;1.36816245416915;6.51732800003097;-1.84764397019453;"No change";205
"2118";0.460444186384091;3.37992235163616;1.99341636918079;-0.0868812618340927;0.1328722484402;0.432542184173175;5.17761339754434;0.535416609072901;1.26777099003168;3.95641008841382;-1.71905741617246;"/2";205
"3118";0.459567675783892;3.04112983151635;1.88969816814901;-0.271115302110714;0.0911157734797781;0.336965848869469;3.97966922316698;0.639900912525771;1.28460193056663;3.37995386799226;-1.55118891222835;"/3";205
"1119";0.26103581058536;3.5939335314033;2.62234496963073;1.08362504875296;0.143639578905385;0.666228487079262;6.48402438697945;0.469302205761557;NA;2.65477091932746;-3.53172256472558;"No change";206
"2119";0.261721585135724;3.14437768240343;2.48608998773296;0.817251339183868;0.114269204484292;0.416727635087906;5.1663181311773;0.530223869920648;NA;2.32238861193998;-3.45893659993254;"/2";206
"3119";0.26103581058536;2.66040533860603;2.32157616988244;0.577590552383856;0.0901490003052503;0.272908077716686;4.06513220102547;0.579543216992229;0.494771359462231;2.39563430712643;-3.14241691328302;"/3";206
"1120";0.442469496523551;3.71225924793641;2.12702440430562;0.2315488982768;0.187814567199205;0.698658746642917;6.6366116850573;0.57481862595165;1.20180478394848;5.22402327062949;-1.83485207343207;"No change";207
"2120";0.442281172884308;3.39548727796447;2.03825674023761;0.0120962955240001;0.143150722978811;0.47996735220105;5.44870999632057;0.683470817013908;1.2874585355517;4.83715162173834;-1.66852367317976;"/2";207
"3120";0.442469496523551;3.07282772476143;1.93798197196695;-0.160792523254274;0.104378616603732;0.442953791235743;4.19108434353098;0.625324644783132;1.33054233496555;4.32375456404806;-1.56041974700388;"/3";207
"1121";0.319996876301541;3.56820955015049;2.41150798821024;0.778173240587611;0.155907315094405;0.650430569316386;6.05975128184693;0.447784024346635;1.26102471613532;2.02073812653487;-3.47200289636312;"No change";208
"2121";0.319996876301541;3.10605444941081;2.2727972997628;0.462539414805369;0.122095210126057;0.386390046645935;4.50950624945519;0.502871195946667;1.32267582643604;1.80988534407227;-3.35580442551608;"/2";208
"3121";0.32094674556213;2.64928909952607;2.11077141096997;0.210262813602528;0.0926738664215686;0.251029656872874;3.59507363979009;0.600936957300038;1.34499273271252;2.04501982972054;-2.33996135434868;"/3";208
"1122";0.454003540191587;3.67157846453758;2.09027195212168;0.191687630628904;0.179747050924962;0.660626147696722;6.05236088999005;0.156702071692757;0.828890444807114;1.81113600753548;-2.75606624806807;"No change";209
"2122";0.454003540191587;3.31653116531165;1.98856969018028;-0.136747929057111;0.132040260794082;0.380101409729867;4.48015332671561;0.681313089637803;1.29813467624304;1.73994513173034;-2.64490529949768;"/2";209
"3122";0.455621301775148;2.92250922509225;1.85853586400411;-0.434693024399124;0.0939519545611213;0.187839801625592;3.64215803222213;0.748163382913351;1.32525978164812;2.60154806618826;-1.23400509142481;"/3";209
"1123";0.382463544625707;3.66612435453066;2.26025700830741;0.483076862795211;0.177419425337364;0.703432925564345;6.58142470169897;0.528597351297359;1.29093674913226;5.58171208045111;-2.26818466828022;"No change";21
"2123";0.382802293511395;3.31530914898471;2.1587875049141;0.166073593192425;0.142204056830012;0.560142301172196;5.56127113255367;0.617263564322938;1.292371931013;4.76767980359746;-1.9204707778403;"/2";21
"3123";0.382463544625707;2.92190359975595;2.03335726002453;-0.109505164187699;0.117178417272457;0.564186978699888;4.391887447326;0.782381880627165;1.35344097789798;6.03945259721685;-1.18555726239067;"/3";21
"1124";0.332882132444815;3.59415076634345;2.37927454521842;0.712524874864693;0.159745528393117;0.645962635829707;6.20502583760898;0.431492344300747;0.706650344152209;1.78574831826545;-3.35431300092941;"No change";210
"2124";0.332882132444815;3.13766434648105;2.24344549271589;0.392423962676481;0.122256944444444;0.403999980672271;4.70703550345378;0.378026551784341;NA;1.78253340846157;-3.04963753839019;"/2";210
"3124";0.332965154503616;2.67403314917127;2.08330531105805;0.181403416009279;0.0973642386642157;0.280230755363259;3.5278349953609;0.634131722118237;0.792722167491595;1.8325859522909;-2.66519477245259;"/3";210
"1125";0.516525534543553;3.75305969237216;1.98320197926773;-0.0610114120730141;0.188408732618702;0.665492675691598;6.49092904866033;0.49690707875032;1.12564062929157;4.30766376520581;-1.49141542673021;"No change";211
"2125";0.516965452170126;3.4635152284264;1.90206326566447;-0.236181153171101;0.130262371949449;0.368605819058184;4.98040656880547;0.633488158435792;1.24424180720489;4.91880957265877;-1.13230613445458;"/2";211
"3125";0.516525534543553;3.15526423596887;1.80970279798151;-0.339998177667768;0.0795833445211339;0.259204345588036;3.7458367753739;0.668509398910565;1.28520957092586;5.39958359553894;-0.699743027118297;"/3";211
"1126";0.700213727240754;3.81111712129408;1.69429201976153;-0.853165316247412;0.146940665727696;0.56843082393511;5.92750189875891;0.785920108319477;1.2061943183036;3.40239889625528;-0.372861190283019;"No change";212
"2126";0.700310277253593;3.57211593538779;1.62938990813005;-1.06934092843842;0.0752721876460653;0.22461909411138;4.27849002948909;1;1.24500311926025;2.94099439197301;-0.286279852847221;"/2";212
"3126";0.700213727240754;3.28220594571305;1.54488540667527;-1.21084622146192;0.0359447396846124;0.126134853602708;2.83202808476745;1;1.28953855623232;2.62080588196611;-0.203533503961185;"/3";212
"1127";0.71506641776912;3.83973364609739;1.68078284981598;-0.927226529853527;0.148136277201813;0.639680118300771;6.28693751970345;0.552236633537141;1.22870695626757;4.02856040378279;-0.411081042780167;"No change";213
"2127";0.714808027289882;3.64710446106955;1.62967482006942;-1.14700084516368;0.085643195084771;0.345162007880615;4.65324119109782;0.676418402106841;1.25351230513541;3.10092123918347;-0.276327608391304;"/2";213
"3127";0.71506641776912;3.41566019812729;1.5637506459799;-1.46979164943329;0.0482575030101072;0.260355407284105;3.48541302462223;1;1.24703023046721;2.20326932022678;-0.208920050651153;"/3";213
