"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"1";0.022233920625104;0.162831614267783;0.0568015946619085;0.0836990020626688;0.060057388330012;0.124256077044962;0.0931606689897269;0.156795600260542;0.141945680484548;0.125918261061858;0.108850919666899
"2";0.0714787569201739;0.1715499225091;0.0870650250296228;0.105937134557118;0.0644100181227678;0.0902830643216796;0.106593053047154;0.180985591001535;0.327032347663758;0.26004670941425;0.134814420540777
"3";0.0673044380431498;0.138908834162645;0.0934961696807707;0.102488884359993;0.0562149879684545;0.118265010695336;0.0819070839114129;0.142823892117002;0.364079587710902;0.112544010270181;0.117403714754452
"4";0.0532709870441263;0.0459441046848393;0.0657208249983504;0.059664045652701;0.0851594825261945;0.111816878076947;0.0501213686716723;0.183479632381367;0.28417643015615;0.109509663663848;0.146599441020842
"5";0.0439794935091329;0.0545323564090234;0.0558678238126591;0.0509109419407238;0.0746018759283312;0.0941571402249609;0.0391965763545992;0.224111848468624;NA;0.0376018266761496;0.0905448221897485
"6";0.0569925863723854;0.127871803647862;0.0699600731954997;0.0605752239179121;0.0797248893366853;0.173227855646744;0.0802398641077792;0.0988470916163186;0.415850967426723;0.113682835281522;0.0947378350473659
"7";0.0264008180241203;0.0575956258120942;0.057654030890849;0.104663953741619;0.0587488940496287;0.158862026062637;0.127417023211558;0.120609584177394;0.0766064729240711;0.112010004843503;0.061975263407524
"8";0.0657904709931393;0.0920383588993572;0.106662596794669;0.139001069018643;0.147166564008743;0.156276824921958;0.166116928990243;0.207400447859061;0.652101342899789;0.141569345070314;0.0929983620833282
"9";0.0320785336269412;0.224194940238932;0.0841498935509194;0.109373243399756;0.137401599756837;0.326084177615962;0.300250807370476;0.186578498382486;0.177173715323983;0.192742948562381;0.0991792352329559
"10";0.0985387243486021;0.113550968004264;0.151095643053958;0.145153932371625;0.232199058902595;0.136867902533361;0.0919683454700863;0.38653493906251;0.405913022279401;0.173547510288186;0.259723261445677
"11";0.103865485110967;0.0840882913321681;0.132618579914207;0.127091341917593;0.151455227536091;0.0926675763776745;0.12369475048328;0.645274353868129;0.337243725827991;0.185542804092669;0.306446906510676
"12";0.156553173420416;0.0765342984587337;0.177574533518323;0.172922017688222;0.173599262668512;0.122159552485183;0.100919083712064;0.420134768835273;0.437076234761101;0.277489073514732;0.323757559596899
